step,day,hour,total_biomass,leaf_biomass,stem_biomass,root_biomass,leaf_allocation_fraction,stem_allocation_fraction,root_allocation_fraction,allocation_efficiency,cumulative_biomass_gain,daily_biomass_gain,sink_strength,step_count,last_update
1,1,0,0.0697,0.0288,0.0090,0.0319,0.5883,0.1703,0.2414,1,0.0235,0.0000,0.3371,3,2025-10-18T21:53:43.386424
2,1,1,0.0932,0.0426,0.0130,0.0375,0.5878,0.1701,0.2421,1,0.0470,0.0235,0.2521,4,2025-10-18T21:53:43.401982
3,1,2,0.0932,0.0426,0.0130,0.0375,0.5878,0.1701,0.2421,1,0.0470,0.0235,0.2521,5,2025-10-18T21:53:43.417407
4,1,3,0.0932,0.0426,0.0130,0.0375,0.5877,0.1701,0.2421,1,0.0470,0.0235,0.2521,6,2025-10-18T21:53:43.432983
5,1,4,0.0932,0.0426,0.0130,0.0375,0.5877,0.1701,0.2422,1,0.0470,0.0235,0.2521,7,2025-10-18T21:53:43.448447
6,1,5,0.0932,0.0426,0.0130,0.0375,0.5877,0.1701,0.2422,1,0.0470,0.0235,0.2521,8,2025-10-18T21:53:43.464339
7,1,6,0.0932,0.0426,0.0130,0.0375,0.5877,0.1701,0.2422,1,0.0470,0.0235,0.2521,9,2025-10-18T21:53:43.480221
8,1,7,0.0932,0.0426,0.0130,0.0375,0.5877,0.1701,0.2422,1,0.0470,0.0235,0.2521,10,2025-10-18T21:53:43.496315
9,1,8,0.0932,0.0426,0.0130,0.0375,0.5877,0.1701,0.2422,1,0.0470,0.0235,0.2521,11,2025-10-18T21:53:43.512520
10,1,9,0.0932,0.0426,0.0130,0.0375,0.5877,0.1701,0.2423,1,0.0470,0.0235,0.2521,12,2025-10-18T21:53:43.528919
11,1,10,0.0932,0.0426,0.0130,0.0375,0.5876,0.1701,0.2423,1,0.0470,0.0235,0.2521,13,2025-10-18T21:53:43.545364
12,1,11,0.0932,0.0426,0.0130,0.0375,0.5876,0.1701,0.2423,1,0.0470,0.0235,0.2521,14,2025-10-18T21:53:43.562003
13,1,12,0.0932,0.0426,0.0130,0.0375,0.5876,0.1701,0.2423,1,0.0470,0.0235,0.2521,15,2025-10-18T21:53:43.578922
14,1,13,0.0932,0.0426,0.0130,0.0375,0.5876,0.1701,0.2423,1,0.0470,0.0235,0.2521,16,2025-10-18T21:53:43.596155
15,1,14,0.0932,0.0426,0.0130,0.0375,0.5876,0.1701,0.2423,1,0.0470,0.0235,0.2521,17,2025-10-18T21:53:43.613127
16,1,15,0.0932,0.0426,0.0130,0.0375,0.5876,0.1701,0.2424,1,0.0470,0.0235,0.2521,18,2025-10-18T21:53:43.630380
17,1,16,0.0932,0.0426,0.0130,0.0375,0.5876,0.1701,0.2424,1,0.0470,0.0235,0.2521,19,2025-10-18T21:53:43.648045
18,1,17,0.0932,0.0426,0.0130,0.0375,0.5876,0.1701,0.2424,1,0.0470,0.0235,0.2521,20,2025-10-18T21:53:43.666806
19,1,18,0.0932,0.0426,0.0130,0.0375,0.5876,0.1700,0.2424,1,0.0470,0.0235,0.2521,21,2025-10-18T21:53:43.687181
20,1,19,0.0932,0.0426,0.0130,0.0375,0.5875,0.1700,0.2424,1,0.0470,0.0235,0.2521,22,2025-10-18T21:53:43.707712
21,1,20,0.0932,0.0426,0.0130,0.0375,0.5875,0.1700,0.2424,1,0.0470,0.0235,0.2521,23,2025-10-18T21:53:43.725981
22,1,21,0.0932,0.0426,0.0130,0.0375,0.5875,0.1700,0.2424,1,0.0470,0.0235,0.2521,24,2025-10-18T21:53:43.744150
23,1,22,0.0932,0.0426,0.0130,0.0375,0.5875,0.1700,0.2425,1,0.0470,0.0235,0.2521,25,2025-10-18T21:53:43.763066
24,1,23,0.0932,0.0426,0.0130,0.0375,0.5875,0.1700,0.2425,1,0.0470,0.0235,0.2521,26,2025-10-18T21:53:43.783244
25,2,0,0.0932,0.0426,0.0130,0.0375,0.5385,0.1903,0.2712,1,0.0470,0.0000,0.2521,27,2025-10-18T21:53:43.803745
26,2,1,0.0932,0.0426,0.0130,0.0375,0.5385,0.1903,0.2712,1,0.0470,0.0000,0.2521,28,2025-10-18T21:53:43.824153
27,2,2,0.0932,0.0426,0.0130,0.0375,0.5385,0.1903,0.2712,1,0.0470,0.0000,0.2521,29,2025-10-18T21:53:43.844861
28,2,3,0.0932,0.0426,0.0130,0.0375,0.5385,0.1903,0.2712,1,0.0470,0.0000,0.2521,30,2025-10-18T21:53:43.866154
29,2,4,0.0932,0.0426,0.0130,0.0375,0.5385,0.1903,0.2712,1,0.0470,0.0000,0.2521,31,2025-10-18T21:53:43.887040
30,2,5,0.0932,0.0426,0.0130,0.0375,0.5385,0.1903,0.2713,1,0.0470,0.0000,0.2521,32,2025-10-18T21:53:43.908754
31,2,6,0.0932,0.0426,0.0130,0.0375,0.5384,0.1903,0.2713,1,0.0470,0.0000,0.2521,33,2025-10-18T21:53:43.930569
32,2,7,0.0932,0.0426,0.0130,0.0375,0.5384,0.1903,0.2713,1,0.0470,0.0000,0.2521,34,2025-10-18T21:53:43.949364
33,2,8,0.0932,0.0426,0.0130,0.0375,0.5384,0.1903,0.2713,1,0.0470,0.0000,0.2521,35,2025-10-18T21:53:43.967504
34,2,9,0.0932,0.0426,0.0130,0.0375,0.5384,0.1903,0.2713,1,0.0470,0.0000,0.2521,36,2025-10-18T21:53:43.986413
35,2,10,0.0932,0.0426,0.0130,0.0375,0.5384,0.1903,0.2713,1,0.0470,0.0000,0.2521,37,2025-10-18T21:53:44.005632
36,2,11,0.0932,0.0426,0.0130,0.0375,0.5384,0.1903,0.2713,1,0.0470,0.0000,0.2521,38,2025-10-18T21:53:44.024926
37,2,12,0.0932,0.0426,0.0130,0.0375,0.5384,0.1903,0.2714,1,0.0470,0.0000,0.2521,39,2025-10-18T21:53:44.045789
38,2,13,0.0932,0.0426,0.0130,0.0375,0.5384,0.1903,0.2714,1,0.0470,0.0000,0.2521,40,2025-10-18T21:53:44.067520
39,2,14,0.0932,0.0426,0.0130,0.0375,0.5384,0.1902,0.2714,1,0.0470,0.0000,0.2521,41,2025-10-18T21:53:44.087664
40,2,15,0.0932,0.0426,0.0130,0.0375,0.5384,0.1902,0.2714,1,0.0470,0.0000,0.2521,42,2025-10-18T21:53:44.107206
41,2,16,0.0932,0.0426,0.0130,0.0375,0.5384,0.1902,0.2714,1,0.0470,0.0000,0.2521,43,2025-10-18T21:53:44.126614
42,2,17,0.0932,0.0426,0.0130,0.0375,0.5383,0.1902,0.2714,1,0.0470,0.0000,0.2521,44,2025-10-18T21:53:44.147834
43,2,18,0.0932,0.0426,0.0130,0.0375,0.5383,0.1902,0.2714,1,0.0470,0.0000,0.2521,45,2025-10-18T21:53:44.169388
44,2,19,0.0932,0.0426,0.0130,0.0375,0.5383,0.1902,0.2714,1,0.0470,0.0000,0.2521,46,2025-10-18T21:53:44.190173
45,2,20,0.0932,0.0426,0.0130,0.0375,0.5383,0.1902,0.2715,1,0.0470,0.0000,0.2521,47,2025-10-18T21:53:44.209188
46,2,21,0.0932,0.0426,0.0130,0.0375,0.5383,0.1902,0.2715,1,0.0470,0.0000,0.2521,48,2025-10-18T21:53:44.228661
47,2,22,0.0932,0.0426,0.0130,0.0375,0.5383,0.1902,0.2715,1,0.0470,0.0000,0.2521,49,2025-10-18T21:53:44.248243
48,2,23,0.0932,0.0426,0.0130,0.0375,0.5383,0.1902,0.2715,1,0.0470,0.0000,0.2521,50,2025-10-18T21:53:44.271633
49,3,0,0.0932,0.0426,0.0130,0.0375,0.5733,0.1754,0.2512,1,0.0470,0.0000,0.2521,51,2025-10-18T21:53:44.291878
50,3,1,0.0932,0.0426,0.0130,0.0375,0.5733,0.1754,0.2512,1,0.0470,0.0000,0.2521,52,2025-10-18T21:53:44.311490
51,3,2,0.0932,0.0426,0.0130,0.0375,0.5733,0.1754,0.2512,1,0.0470,0.0000,0.2521,53,2025-10-18T21:53:44.330464
52,3,3,0.0932,0.0426,0.0130,0.0375,0.5733,0.1754,0.2513,1,0.0470,0.0000,0.2521,54,2025-10-18T21:53:44.349311
53,3,4,0.0932,0.0426,0.0130,0.0375,0.5733,0.1754,0.2513,1,0.0470,0.0000,0.2521,55,2025-10-18T21:53:44.368361
54,3,5,0.0932,0.0426,0.0130,0.0375,0.5733,0.1754,0.2513,1,0.0470,0.0000,0.2521,56,2025-10-18T21:53:44.387812
55,3,6,0.0932,0.0426,0.0130,0.0375,0.5733,0.1754,0.2513,1,0.0470,0.0000,0.2521,57,2025-10-18T21:53:44.407286
56,3,7,0.0932,0.0426,0.0130,0.0375,0.5733,0.1754,0.2513,1,0.0470,0.0000,0.2521,58,2025-10-18T21:53:44.425145
57,3,8,0.0932,0.0426,0.0130,0.0375,0.5733,0.1754,0.2513,1,0.0470,0.0000,0.2521,59,2025-10-18T21:53:44.442370
58,3,9,0.0932,0.0426,0.0130,0.0375,0.5733,0.1754,0.2513,1,0.0470,0.0000,0.2521,60,2025-10-18T21:53:44.460058
59,3,10,0.0932,0.0426,0.0130,0.0375,0.5733,0.1754,0.2513,1,0.0470,0.0000,0.2521,61,2025-10-18T21:53:44.478031
60,3,11,0.0932,0.0426,0.0130,0.0375,0.5733,0.1754,0.2513,1,0.0470,0.0000,0.2521,62,2025-10-18T21:53:44.495879
61,3,12,0.0932,0.0426,0.0130,0.0375,0.5733,0.1754,0.2513,1,0.0470,0.0000,0.2521,63,2025-10-18T21:53:44.514085
62,3,13,0.0932,0.0426,0.0130,0.0375,0.5732,0.1754,0.2513,1,0.0470,0.0000,0.2521,64,2025-10-18T21:53:44.532423
63,3,14,0.0932,0.0426,0.0130,0.0375,0.5732,0.1754,0.2513,1,0.0470,0.0000,0.2521,65,2025-10-18T21:53:44.551343
64,3,15,0.0932,0.0426,0.0130,0.0375,0.5732,0.1754,0.2514,1,0.0470,0.0000,0.2521,66,2025-10-18T21:53:44.570233
65,3,16,0.0932,0.0426,0.0130,0.0375,0.5732,0.1754,0.2514,1,0.0470,0.0000,0.2521,67,2025-10-18T21:53:44.590189
66,3,17,0.0932,0.0426,0.0130,0.0375,0.5732,0.1754,0.2514,1,0.0470,0.0000,0.2521,68,2025-10-18T21:53:44.609712
67,3,18,0.0932,0.0426,0.0130,0.0375,0.5732,0.1754,0.2514,1,0.0470,0.0000,0.2521,69,2025-10-18T21:53:44.630724
68,3,19,0.0932,0.0426,0.0130,0.0375,0.5732,0.1754,0.2514,1,0.0470,0.0000,0.2521,70,2025-10-18T21:53:44.652621
69,3,20,0.0932,0.0426,0.0130,0.0375,0.5732,0.1754,0.2514,1,0.0470,0.0000,0.2521,71,2025-10-18T21:53:44.673751
70,3,21,0.0932,0.0426,0.0130,0.0375,0.5732,0.1754,0.2514,1,0.0470,0.0000,0.2521,72,2025-10-18T21:53:44.692873
71,3,22,0.0932,0.0426,0.0130,0.0375,0.5732,0.1754,0.2514,1,0.0470,0.0000,0.2521,73,2025-10-18T21:53:44.711875
72,3,23,0.0932,0.0426,0.0130,0.0375,0.5732,0.1754,0.2514,1,0.0470,0.0000,0.2521,74,2025-10-18T21:53:44.731029
73,4,0,0.0932,0.0426,0.0130,0.0375,0.5927,0.1677,0.2397,1,0.0470,0.0000,0.2521,75,2025-10-18T21:53:44.752335
74,4,1,0.0932,0.0426,0.0130,0.0375,0.5926,0.1677,0.2397,1,0.0470,0.0000,0.2521,76,2025-10-18T21:53:44.773971
75,4,2,0.0932,0.0426,0.0130,0.0375,0.5926,0.1677,0.2397,1,0.0470,0.0000,0.2521,77,2025-10-18T21:53:44.793924
76,4,3,0.0932,0.0426,0.0130,0.0375,0.5926,0.1677,0.2397,1,0.0470,0.0000,0.2521,78,2025-10-18T21:53:44.813277
77,4,4,0.0932,0.0426,0.0130,0.0375,0.5926,0.1677,0.2397,1,0.0470,0.0000,0.2521,79,2025-10-18T21:53:44.832485
78,4,5,0.0932,0.0426,0.0130,0.0375,0.5926,0.1677,0.2397,1,0.0470,0.0000,0.2521,80,2025-10-18T21:53:44.852395
79,4,6,0.0932,0.0426,0.0130,0.0375,0.5926,0.1677,0.2397,1,0.0470,0.0000,0.2521,81,2025-10-18T21:53:44.872333
80,4,7,0.0932,0.0426,0.0130,0.0375,0.5926,0.1677,0.2397,1,0.0470,0.0000,0.2521,82,2025-10-18T21:53:44.894003
81,4,8,0.0932,0.0426,0.0130,0.0375,0.5926,0.1677,0.2397,1,0.0470,0.0000,0.2521,83,2025-10-18T21:53:44.913891
82,4,9,0.0932,0.0426,0.0130,0.0375,0.5926,0.1677,0.2397,1,0.0470,0.0000,0.2521,84,2025-10-18T21:53:44.933951
83,4,10,0.0932,0.0426,0.0130,0.0375,0.5926,0.1677,0.2397,1,0.0470,0.0000,0.2521,85,2025-10-18T21:53:44.953202
84,4,11,0.0932,0.0426,0.0130,0.0375,0.5926,0.1677,0.2397,1,0.0470,0.0000,0.2521,86,2025-10-18T21:53:44.972338
85,4,12,0.0932,0.0426,0.0130,0.0375,0.5926,0.1677,0.2398,1,0.0470,0.0000,0.2521,87,2025-10-18T21:53:44.992688
86,4,13,0.0932,0.0426,0.0130,0.0375,0.5926,0.1677,0.2398,1,0.0470,0.0000,0.2521,88,2025-10-18T21:53:45.014818
87,4,14,0.0932,0.0426,0.0130,0.0375,0.5926,0.1676,0.2398,1,0.0470,0.0000,0.2521,89,2025-10-18T21:53:45.036871
88,4,15,0.0932,0.0426,0.0130,0.0375,0.5926,0.1676,0.2398,1,0.0470,0.0000,0.2521,90,2025-10-18T21:53:45.055998
89,4,16,0.0932,0.0426,0.0130,0.0375,0.5926,0.1676,0.2398,1,0.0470,0.0000,0.2521,91,2025-10-18T21:53:45.074543
90,4,17,0.0932,0.0426,0.0130,0.0375,0.5926,0.1676,0.2398,1,0.0470,0.0000,0.2521,92,2025-10-18T21:53:45.093118
91,4,18,0.0932,0.0426,0.0130,0.0375,0.5926,0.1676,0.2398,1,0.0470,0.0000,0.2521,93,2025-10-18T21:53:45.112274
92,4,19,0.0932,0.0426,0.0130,0.0375,0.5926,0.1676,0.2398,1,0.0470,0.0000,0.2521,94,2025-10-18T21:53:45.131430
93,4,20,0.0932,0.0426,0.0130,0.0375,0.5926,0.1676,0.2398,1,0.0470,0.0000,0.2521,95,2025-10-18T21:53:45.150762
94,4,21,0.0932,0.0426,0.0130,0.0375,0.5925,0.1676,0.2398,1,0.0470,0.0000,0.2521,96,2025-10-18T21:53:45.170170
95,4,22,0.0932,0.0426,0.0130,0.0375,0.5925,0.1676,0.2398,1,0.0470,0.0000,0.2521,97,2025-10-18T21:53:45.189396
96,4,23,0.0932,0.0426,0.0130,0.0375,0.5925,0.1676,0.2398,1,0.0470,0.0000,0.2521,98,2025-10-18T21:53:45.208824
97,5,0,0.0932,0.0426,0.0130,0.0375,0.6199,0.1564,0.2237,1,0.0470,0.0000,0.2521,99,2025-10-18T21:53:45.227918
98,5,1,0.0932,0.0426,0.0130,0.0375,0.6199,0.1564,0.2237,1,0.0470,0.0000,0.2521,100,2025-10-18T21:53:45.247009
99,5,2,0.0932,0.0426,0.0130,0.0375,0.6199,0.1564,0.2237,1,0.0470,0.0000,0.2521,101,2025-10-18T21:53:45.266596
100,5,3,0.0932,0.0426,0.0130,0.0375,0.6199,0.1564,0.2237,1,0.0470,0.0000,0.2521,102,2025-10-18T21:53:45.285464
101,5,4,0.0932,0.0426,0.0130,0.0375,0.6199,0.1564,0.2237,1,0.0470,0.0000,0.2521,103,2025-10-18T21:53:45.304284
102,5,5,0.0932,0.0426,0.0130,0.0375,0.6199,0.1564,0.2237,1,0.0470,0.0000,0.2521,104,2025-10-18T21:53:45.323227
103,5,6,0.0932,0.0426,0.0130,0.0375,0.6199,0.1564,0.2237,1,0.0470,0.0000,0.2521,105,2025-10-18T21:53:45.342354
104,5,7,0.0932,0.0426,0.0130,0.0375,0.6198,0.1564,0.2237,1,0.0470,0.0000,0.2521,106,2025-10-18T21:53:45.361359
105,5,8,0.0932,0.0426,0.0130,0.0375,0.6198,0.1564,0.2237,1,0.0470,0.0000,0.2521,107,2025-10-18T21:53:45.380656
106,5,9,0.0932,0.0426,0.0130,0.0375,0.6198,0.1564,0.2238,1,0.0470,0.0000,0.2521,108,2025-10-18T21:53:45.400170
107,5,10,0.0932,0.0426,0.0130,0.0375,0.6198,0.1564,0.2238,1,0.0470,0.0000,0.2521,109,2025-10-18T21:53:45.419575
108,5,11,0.0932,0.0426,0.0130,0.0375,0.6198,0.1564,0.2238,1,0.0470,0.0000,0.2521,110,2025-10-18T21:53:45.438898
109,5,12,0.0932,0.0426,0.0130,0.0375,0.6198,0.1564,0.2238,1,0.0470,0.0000,0.2521,111,2025-10-18T21:53:45.458364
110,5,13,0.0932,0.0426,0.0130,0.0375,0.6198,0.1564,0.2238,1,0.0470,0.0000,0.2521,112,2025-10-18T21:53:45.477797
111,5,14,0.0932,0.0426,0.0130,0.0375,0.6198,0.1564,0.2238,1,0.0470,0.0000,0.2521,113,2025-10-18T21:53:45.497149
112,5,15,0.0932,0.0426,0.0130,0.0375,0.6198,0.1564,0.2238,1,0.0470,0.0000,0.2521,114,2025-10-18T21:53:45.516926
113,5,16,0.0932,0.0426,0.0130,0.0375,0.6198,0.1564,0.2238,1,0.0470,0.0000,0.2521,115,2025-10-18T21:53:45.536200
114,5,17,0.0932,0.0426,0.0130,0.0375,0.6198,0.1564,0.2238,1,0.0470,0.0000,0.2521,116,2025-10-18T21:53:45.555603
115,5,18,0.0932,0.0426,0.0130,0.0375,0.6198,0.1564,0.2239,1,0.0470,0.0000,0.2521,117,2025-10-18T21:53:45.575044
116,5,19,0.0932,0.0426,0.0130,0.0375,0.6197,0.1564,0.2239,1,0.0470,0.0000,0.2521,118,2025-10-18T21:53:45.594587
117,5,20,0.0932,0.0426,0.0130,0.0375,0.6197,0.1564,0.2239,1,0.0470,0.0000,0.2521,119,2025-10-18T21:53:45.614649
118,5,21,0.0932,0.0426,0.0130,0.0375,0.6197,0.1564,0.2239,1,0.0470,0.0000,0.2521,120,2025-10-18T21:53:45.633993
119,5,22,0.0932,0.0426,0.0130,0.0375,0.6197,0.1564,0.2239,1,0.0470,0.0000,0.2521,121,2025-10-18T21:53:45.653307
120,5,23,0.0932,0.0426,0.0130,0.0375,0.6197,0.1564,0.2239,1,0.0470,0.0000,0.2521,122,2025-10-18T21:53:45.672728
121,6,0,0.0932,0.0426,0.0130,0.0375,0.6003,0.1641,0.2356,1,0.0470,0.0000,0.2521,123,2025-10-18T21:53:45.693608
122,6,1,0.0932,0.0426,0.0130,0.0375,0.6003,0.1641,0.2356,1,0.0470,0.0000,0.2521,124,2025-10-18T21:53:45.714060
123,6,2,0.0932,0.0426,0.0130,0.0375,0.6002,0.1641,0.2357,1,0.0470,0.0000,0.2521,125,2025-10-18T21:53:45.734454
124,6,3,0.0932,0.0426,0.0130,0.0375,0.6002,0.1641,0.2357,1,0.0470,0.0000,0.2521,126,2025-10-18T21:53:45.754503
125,6,4,0.0932,0.0426,0.0130,0.0375,0.6002,0.1641,0.2357,1,0.0470,0.0000,0.2521,127,2025-10-18T21:53:45.774042
126,6,5,0.0932,0.0426,0.0130,0.0375,0.6002,0.1641,0.2357,1,0.0470,0.0000,0.2521,128,2025-10-18T21:53:45.793406
127,6,6,0.0932,0.0426,0.0130,0.0375,0.6002,0.1641,0.2357,1,0.0470,0.0000,0.2521,129,2025-10-18T21:53:45.813208
128,6,7,0.0932,0.0426,0.0130,0.0375,0.6002,0.1641,0.2357,1,0.0470,0.0000,0.2521,130,2025-10-18T21:53:45.833353
129,6,8,0.0932,0.0426,0.0130,0.0375,0.6002,0.1641,0.2357,1,0.0470,0.0000,0.2521,131,2025-10-18T21:53:45.853222
130,6,9,0.0932,0.0426,0.0130,0.0375,0.6002,0.1641,0.2357,1,0.0470,0.0000,0.2521,132,2025-10-18T21:53:45.872974
131,6,10,0.0932,0.0426,0.0130,0.0375,0.6002,0.1641,0.2357,1,0.0470,0.0000,0.2521,133,2025-10-18T21:53:45.893062
132,6,11,0.0932,0.0426,0.0130,0.0375,0.6002,0.1641,0.2358,1,0.0470,0.0000,0.2521,134,2025-10-18T21:53:45.913339
133,6,12,0.0932,0.0426,0.0130,0.0375,0.6002,0.1641,0.2358,1,0.0470,0.0000,0.2521,135,2025-10-18T21:53:45.934148
134,6,13,0.0932,0.0426,0.0130,0.0375,0.6001,0.1641,0.2358,1,0.0470,0.0000,0.2521,136,2025-10-18T21:53:45.955355
135,6,14,0.0932,0.0426,0.0130,0.0375,0.6001,0.1641,0.2358,1,0.0470,0.0000,0.2521,137,2025-10-18T21:53:45.975739
136,6,15,0.0932,0.0426,0.0130,0.0375,0.6001,0.1641,0.2358,1,0.0470,0.0000,0.2521,138,2025-10-18T21:53:45.996068
137,6,16,0.0932,0.0426,0.0130,0.0375,0.6001,0.1641,0.2358,1,0.0470,0.0000,0.2521,139,2025-10-18T21:53:46.015988
138,6,17,0.0932,0.0426,0.0130,0.0375,0.6001,0.1641,0.2358,1,0.0470,0.0000,0.2521,140,2025-10-18T21:53:46.035956
139,6,18,0.0932,0.0426,0.0130,0.0375,0.6001,0.1641,0.2359,1,0.0470,0.0000,0.2521,141,2025-10-18T21:53:46.055607
140,6,19,0.0932,0.0426,0.0130,0.0375,0.6001,0.1640,0.2359,1,0.0470,0.0000,0.2521,142,2025-10-18T21:53:46.075150
141,6,20,0.0932,0.0426,0.0130,0.0375,0.6001,0.1640,0.2359,1,0.0470,0.0000,0.2521,143,2025-10-18T21:53:46.094504
142,6,21,0.0932,0.0426,0.0130,0.0375,0.6001,0.1640,0.2359,1,0.0470,0.0000,0.2521,144,2025-10-18T21:53:46.114000
143,6,22,0.0932,0.0426,0.0130,0.0375,0.6001,0.1640,0.2359,1,0.0470,0.0000,0.2521,145,2025-10-18T21:53:46.133836
144,6,23,0.0932,0.0426,0.0130,0.0375,0.6000,0.1640,0.2359,1,0.0470,0.0000,0.2521,146,2025-10-18T21:53:46.153486
145,7,0,0.0932,0.0426,0.0130,0.0375,0.5567,0.1820,0.2613,1,0.0470,0.0000,0.2521,147,2025-10-18T21:53:46.173968
146,7,1,0.0932,0.0426,0.0130,0.0375,0.5567,0.1820,0.2613,1,0.0470,0.0000,0.2521,148,2025-10-18T21:53:46.194459
147,7,2,0.0932,0.0426,0.0130,0.0375,0.5567,0.1820,0.2613,1,0.0470,0.0000,0.2521,149,2025-10-18T21:53:46.214354
148,7,3,0.0932,0.0426,0.0130,0.0375,0.5567,0.1820,0.2613,1,0.0470,0.0000,0.2521,150,2025-10-18T21:53:46.234118
149,7,4,0.0932,0.0426,0.0130,0.0375,0.5566,0.1820,0.2613,1,0.0470,0.0000,0.2521,151,2025-10-18T21:53:46.253579
150,7,5,0.0932,0.0426,0.0130,0.0375,0.5566,0.1820,0.2613,1,0.0470,0.0000,0.2521,152,2025-10-18T21:53:46.273143
151,7,6,0.0932,0.0426,0.0130,0.0375,0.5566,0.1820,0.2614,1,0.0470,0.0000,0.2521,153,2025-10-18T21:53:46.292817
152,7,7,0.0932,0.0426,0.0130,0.0375,0.5566,0.1820,0.2614,1,0.0470,0.0000,0.2521,154,2025-10-18T21:53:46.313186
153,7,8,0.0932,0.0426,0.0130,0.0375,0.5566,0.1820,0.2614,1,0.0470,0.0000,0.2521,155,2025-10-18T21:53:46.332597
154,7,9,0.0932,0.0426,0.0130,0.0375,0.5566,0.1820,0.2614,1,0.0470,0.0000,0.2521,156,2025-10-18T21:53:46.352524
155,7,10,0.0932,0.0426,0.0130,0.0375,0.5566,0.1820,0.2614,1,0.0470,0.0000,0.2521,157,2025-10-18T21:53:46.371876
156,7,11,0.0932,0.0426,0.0130,0.0375,0.5566,0.1820,0.2614,1,0.0470,0.0000,0.2521,158,2025-10-18T21:53:46.391580
157,7,12,0.0932,0.0426,0.0130,0.0375,0.5566,0.1820,0.2614,1,0.0470,0.0000,0.2521,159,2025-10-18T21:53:46.411202
158,7,13,0.0932,0.0426,0.0130,0.0375,0.5565,0.1820,0.2615,1,0.0470,0.0000,0.2521,160,2025-10-18T21:53:46.429760
159,7,14,0.0932,0.0426,0.0130,0.0375,0.5565,0.1820,0.2615,1,0.0470,0.0000,0.2521,161,2025-10-18T21:53:46.447364
160,7,15,0.0932,0.0426,0.0130,0.0375,0.5565,0.1820,0.2615,1,0.0470,0.0000,0.2521,162,2025-10-18T21:53:46.465177
161,7,16,0.0932,0.0426,0.0130,0.0375,0.5565,0.1820,0.2615,1,0.0470,0.0000,0.2521,163,2025-10-18T21:53:46.483018
162,7,17,0.0932,0.0426,0.0130,0.0375,0.5565,0.1820,0.2615,1,0.0470,0.0000,0.2521,164,2025-10-18T21:53:46.500760
163,7,18,0.0932,0.0426,0.0130,0.0375,0.5565,0.1820,0.2615,1,0.0470,0.0000,0.2521,165,2025-10-18T21:53:46.518710
164,7,19,0.0932,0.0426,0.0130,0.0375,0.5565,0.1820,0.2616,1,0.0470,0.0000,0.2521,166,2025-10-18T21:53:46.537349
165,7,20,0.0932,0.0426,0.0130,0.0375,0.5565,0.1820,0.2616,1,0.0470,0.0000,0.2521,167,2025-10-18T21:53:46.555811
166,7,21,0.0932,0.0426,0.0130,0.0375,0.5565,0.1820,0.2616,1,0.0470,0.0000,0.2521,168,2025-10-18T21:53:46.574470
167,7,22,0.0932,0.0426,0.0130,0.0375,0.5564,0.1819,0.2616,1,0.0470,0.0000,0.2521,169,2025-10-18T21:53:46.592943
168,7,23,0.0932,0.0426,0.0130,0.0375,0.5564,0.1819,0.2616,1,0.0470,0.0000,0.2521,170,2025-10-18T21:53:46.611582
169,8,0,0.0932,0.0426,0.0130,0.0375,0.6082,0.1607,0.2311,1,0.0470,0.0000,0.2521,171,2025-10-18T21:53:46.630727
170,8,1,0.0932,0.0426,0.0130,0.0375,0.6082,0.1607,0.2311,1,0.0470,0.0000,0.2521,172,2025-10-18T21:53:46.650509
171,8,2,0.0932,0.0426,0.0130,0.0375,0.6082,0.1607,0.2311,1,0.0470,0.0000,0.2521,173,2025-10-18T21:53:46.670116
172,8,3,0.0932,0.0426,0.0130,0.0375,0.6082,0.1607,0.2312,1,0.0470,0.0000,0.2521,174,2025-10-18T21:53:46.689694
173,8,4,0.0932,0.0426,0.0130,0.0375,0.6082,0.1607,0.2312,1,0.0470,0.0000,0.2521,175,2025-10-18T21:53:46.709517
174,8,5,0.0932,0.0426,0.0130,0.0375,0.6082,0.1607,0.2312,1,0.0470,0.0000,0.2521,176,2025-10-18T21:53:46.728755
175,8,6,0.0932,0.0426,0.0130,0.0375,0.6081,0.1607,0.2312,1,0.0470,0.0000,0.2521,177,2025-10-18T21:53:46.748300
176,8,7,0.0932,0.0426,0.0130,0.0375,0.6081,0.1606,0.2312,1,0.0470,0.0000,0.2521,178,2025-10-18T21:53:46.769099
177,8,8,0.0932,0.0426,0.0130,0.0375,0.6081,0.1606,0.2312,1,0.0470,0.0000,0.2521,179,2025-10-18T21:53:46.791260
178,8,9,0.0932,0.0426,0.0130,0.0375,0.6081,0.1606,0.2312,1,0.0470,0.0000,0.2521,180,2025-10-18T21:53:46.811836
179,8,10,0.0932,0.0426,0.0130,0.0375,0.6081,0.1606,0.2313,1,0.0470,0.0000,0.2521,181,2025-10-18T21:53:46.832999
180,8,11,0.0932,0.0426,0.0130,0.0375,0.6081,0.1606,0.2313,1,0.0470,0.0000,0.2521,182,2025-10-18T21:53:46.852696
181,8,12,0.0932,0.0426,0.0130,0.0375,0.6081,0.1606,0.2313,1,0.0470,0.0000,0.2521,183,2025-10-18T21:53:46.872147
182,8,13,0.0932,0.0426,0.0130,0.0375,0.6081,0.1606,0.2313,1,0.0470,0.0000,0.2521,184,2025-10-18T21:53:46.891938
