step,day,hour,water_uptake_rate,transpiration_rate,evapotranspiration,water_availability,root_water_potential,leaf_water_potential,hydraulic_conductance,crop_coefficient,cumulative_water_uptake,daily_water_uptake,cumulative_transpiration,daily_transpiration,step_count,last_update
641,27,16,0.0077,0.0077,0.1282,0.9815,-0.1258,-1.5253,0.4198,0.6887,5.2559,0.2436,5.2542,0.2435,1282,2025-10-17T21:54:12.418239
642,27,17,0.0077,0.0077,0.1283,0.9815,-0.1259,-1.5266,0.4201,0.6896,5.2712,0.2590,5.2696,0.2589,1284,2025-10-17T21:54:12.437151
643,27,18,0.0077,0.0077,0.1285,0.9815,-0.1259,-1.5279,0.4205,0.6904,5.2867,0.2744,5.2850,0.2743,1286,2025-10-17T21:54:12.455437
644,27,19,0.0077,0.0077,0.1286,0.9815,-0.1259,-1.5291,0.4208,0.6913,5.3021,0.2899,5.3004,0.2898,1288,2025-10-17T21:54:12.472896
645,27,20,0.0077,0.0077,0.1288,0.9814,-0.1260,-1.5304,0.4211,0.6921,5.3175,0.3053,5.3158,0.3052,1290,2025-10-17T21:54:12.491598
646,27,21,0.0077,0.0077,0.1290,0.9814,-0.1260,-1.5316,0.4215,0.6930,5.3330,0.3208,5.3313,0.3207,1292,2025-10-17T21:54:12.510125
647,27,22,0.0077,0.0077,0.1291,0.9814,-0.1260,-1.5329,0.4218,0.6938,5.3485,0.3363,5.3468,0.3362,1294,2025-10-17T21:54:12.528894
648,27,23,0.0078,0.0078,0.1293,0.9814,-0.1261,-1.5341,0.4221,0.6946,5.3640,0.3518,5.3623,0.3517,1296,2025-10-17T21:54:12.547876
649,28,0,0.0086,0.0086,0.1440,0.9793,-0.1290,-1.6518,0.4225,0.6955,5.3813,0.0000,5.3796,0.0000,1298,2025-10-17T21:54:12.567206
650,28,1,0.0087,0.0086,0.1441,0.9792,-0.1291,-1.6532,0.4228,0.6963,5.3986,0.0173,5.3969,0.0173,1300,2025-10-17T21:54:12.586286
651,28,2,0.0087,0.0087,0.1443,0.9792,-0.1291,-1.6546,0.4231,0.6971,5.4159,0.0346,5.4142,0.0346,1302,2025-10-17T21:54:12.606001
652,28,3,0.0087,0.0087,0.1445,0.9792,-0.1291,-1.6559,0.4234,0.6979,5.4332,0.0519,5.4315,0.0519,1304,2025-10-17T21:54:12.625976
653,28,4,0.0087,0.0087,0.1447,0.9792,-0.1292,-1.6573,0.4238,0.6988,5.4506,0.0693,5.4488,0.0693,1306,2025-10-17T21:54:12.646559
654,28,5,0.0087,0.0087,0.1448,0.9791,-0.1292,-1.6586,0.4241,0.6996,5.4680,0.0867,5.4662,0.0866,1308,2025-10-17T21:54:12.667021
655,28,6,0.0087,0.0087,0.1451,0.9791,-0.1293,-1.6609,0.4246,0.7009,5.4854,0.1041,5.4836,0.1040,1310,2025-10-17T21:54:12.687320
656,28,7,0.0087,0.0087,0.1455,0.9790,-0.1293,-1.6640,0.4253,0.7028,5.5028,0.1215,5.5010,0.1215,1312,2025-10-17T21:54:12.707269
657,28,8,0.0088,0.0088,0.1459,0.9790,-0.1294,-1.6670,0.4261,0.7047,5.5203,0.1390,5.5185,0.1390,1314,2025-10-17T21:54:12.726716
658,28,9,0.0088,0.0088,0.1463,0.9789,-0.1295,-1.6701,0.4268,0.7065,5.5378,0.1565,5.5360,0.1565,1316,2025-10-17T21:54:12.744012
659,28,10,0.0088,0.0088,0.1466,0.9789,-0.1296,-1.6732,0.4275,0.7084,5.5554,0.1741,5.5536,0.1741,1318,2025-10-17T21:54:12.760889
660,28,11,0.0088,0.0088,0.1470,0.9788,-0.1296,-1.6762,0.4282,0.7102,5.5730,0.1917,5.5712,0.1917,1320,2025-10-17T21:54:12.777860
661,28,12,0.0088,0.0088,0.1474,0.9788,-0.1297,-1.6792,0.4289,0.7120,5.5907,0.2094,5.5889,0.2093,1322,2025-10-17T21:54:12.794728
662,28,13,0.0089,0.0089,0.1478,0.9787,-0.1298,-1.6822,0.4296,0.7138,5.6084,0.2271,5.6066,0.2271,1324,2025-10-17T21:54:12.811417
663,28,14,0.0089,0.0089,0.1482,0.9787,-0.1299,-1.6852,0.4303,0.7156,5.6262,0.2449,5.6244,0.2448,1326,2025-10-17T21:54:12.828184
664,28,15,0.0089,0.0089,0.1485,0.9786,-0.1300,-1.6882,0.4310,0.7174,5.6440,0.2627,5.6422,0.2626,1328,2025-10-17T21:54:12.845040
665,28,16,0.0089,0.0089,0.1489,0.9786,-0.1300,-1.6911,0.4317,0.7192,5.6618,0.2805,5.6600,0.2805,1330,2025-10-17T21:54:12.861852
666,28,17,0.0090,0.0090,0.1493,0.9785,-0.1301,-1.6941,0.4324,0.7210,5.6797,0.2984,5.6779,0.2983,1332,2025-10-17T21:54:12.878702
667,28,18,0.0090,0.0090,0.1496,0.9784,-0.1302,-1.6970,0.4331,0.7227,5.6977,0.3164,5.6958,0.3163,1334,2025-10-17T21:54:12.899818
668,28,19,0.0090,0.0090,0.1500,0.9784,-0.1302,-1.6999,0.4337,0.7245,5.7157,0.3344,5.7138,0.3343,1336,2025-10-17T21:54:12.922437
669,28,20,0.0090,0.0090,0.1503,0.9784,-0.1303,-1.7022,0.4342,0.7259,5.7337,0.3524,5.7318,0.3523,1338,2025-10-17T21:54:12.942753
670,28,21,0.0090,0.0090,0.1505,0.9783,-0.1303,-1.7038,0.4346,0.7269,5.7517,0.3704,5.7499,0.3703,1340,2025-10-17T21:54:12.963824
671,28,22,0.0090,0.0090,0.1507,0.9783,-0.1304,-1.7055,0.4350,0.7278,5.7698,0.3885,5.7680,0.3884,1342,2025-10-17T21:54:12.984990
672,28,23,0.0091,0.0091,0.1509,0.9783,-0.1304,-1.7071,0.4354,0.7288,5.7879,0.4066,5.7860,0.4065,1344,2025-10-17T21:54:13.005935
673,29,0,0.0085,0.0085,0.1410,0.9797,-0.1284,-1.6281,0.4357,0.7298,5.8048,0.0000,5.8030,0.0000,1346,2025-10-17T21:54:13.026620
674,29,1,0.0127,0.0127,0.2118,0.9695,-0.1427,-2.1944,0.4361,1.0962,5.8260,0.0212,5.8241,0.0212,1348,2025-10-17T21:54:13.046297
675,29,2,0.0127,0.0127,0.2121,0.9695,-0.1428,-2.1966,0.4365,1.0976,5.8514,0.0466,5.8496,0.0466,1350,2025-10-17T21:54:13.066168
676,29,3,0.0127,0.0127,0.2124,0.9694,-0.1428,-2.1988,0.4368,1.0991,5.8769,0.0721,5.8750,0.0721,1352,2025-10-17T21:54:13.088484
677,29,4,0.0128,0.0128,0.2126,0.9694,-0.1429,-2.2010,0.4372,1.1005,5.9024,0.0976,5.9005,0.0976,1354,2025-10-17T21:54:13.107856
678,29,5,0.0128,0.0128,0.2129,0.9693,-0.1429,-2.2032,0.4376,1.1019,5.9279,0.1231,5.9261,0.1231,1356,2025-10-17T21:54:13.125421
679,29,6,0.0128,0.0128,0.2132,0.9693,-0.1430,-2.2054,0.4379,1.1033,5.9535,0.1487,5.9516,0.1487,1358,2025-10-17T21:54:13.142044
680,29,7,0.0128,0.0128,0.2134,0.9693,-0.1430,-2.2076,0.4383,1.1047,5.9791,0.1743,5.9772,0.1743,1360,2025-10-17T21:54:13.158754
681,29,8,0.0128,0.0128,0.2137,0.9692,-0.1431,-2.2100,0.4387,1.1063,6.0048,0.1999,6.0028,0.1999,1362,2025-10-17T21:54:13.175520
682,29,9,0.0128,0.0128,0.2140,0.9692,-0.1432,-2.2121,0.4390,1.1077,6.0304,0.2256,6.0285,0.2256,1364,2025-10-17T21:54:13.192371
683,29,10,0.0129,0.0129,0.2143,0.9691,-0.1432,-2.2143,0.4394,1.1090,6.0561,0.2513,6.0542,0.2513,1366,2025-10-17T21:54:13.209243
684,29,11,0.0129,0.0129,0.2145,0.9691,-0.1433,-2.2164,0.4397,1.1104,6.0819,0.2770,6.0799,0.2770,1368,2025-10-17T21:54:13.226079
685,29,12,0.0129,0.0129,0.2148,0.9691,-0.1433,-2.2185,0.4400,1.1118,6.1076,0.3028,6.1057,0.3027,1370,2025-10-17T21:54:13.243033
686,29,13,0.0129,0.0129,0.2151,0.9690,-0.1434,-2.2206,0.4404,1.1131,6.1334,0.3286,6.1315,0.3285,1372,2025-10-17T21:54:13.260918
687,29,14,0.0129,0.0129,0.2153,0.9690,-0.1434,-2.2227,0.4407,1.1145,6.1593,0.3544,6.1573,0.3544,1374,2025-10-17T21:54:13.288459
688,29,15,0.0129,0.0129,0.2156,0.9689,-0.1435,-2.2248,0.4411,1.1158,6.1851,0.3803,6.1832,0.3802,1376,2025-10-17T21:54:13.311344
689,29,16,0.0130,0.0130,0.2159,0.9689,-0.1435,-2.2268,0.4414,1.1172,6.2110,0.4062,6.2091,0.4061,1378,2025-10-17T21:54:13.334394
690,29,17,0.0130,0.0130,0.2161,0.9689,-0.1436,-2.2289,0.4417,1.1185,6.2369,0.4321,6.2350,0.4320,1380,2025-10-17T21:54:13.355726
691,29,18,0.0130,0.0130,0.2164,0.9688,-0.1436,-2.2309,0.4421,1.1198,6.2629,0.4581,6.2609,0.4580,1382,2025-10-17T21:54:13.377203
692,29,19,0.0130,0.0130,0.2166,0.9688,-0.1437,-2.2329,0.4424,1.1211,6.2889,0.4841,6.2869,0.4840,1384,2025-10-17T21:54:13.399653
693,29,20,0.0130,0.0130,0.2169,0.9688,-0.1437,-2.2350,0.4427,1.1224,6.3149,0.5101,6.3129,0.5100,1386,2025-10-17T21:54:13.419925
694,29,21,0.0130,0.0130,0.2171,0.9687,-0.1438,-2.2370,0.4430,1.1237,6.3409,0.5361,6.3390,0.5360,1388,2025-10-17T21:54:13.440638
695,29,22,0.0130,0.0130,0.2174,0.9687,-0.1438,-2.2390,0.4434,1.1250,6.3670,0.5622,6.3650,0.5621,1390,2025-10-17T21:54:13.460156
696,29,23,0.0131,0.0131,0.2176,0.9687,-0.1439,-2.2410,0.4437,1.1263,6.3931,0.5883,6.3911,0.5882,1392,2025-10-17T21:54:13.479420
697,30,0,0.0113,0.0113,0.1878,0.9729,-0.1379,-2.0027,0.4440,1.1276,6.4157,0.0000,6.4137,0.0000,1394,2025-10-17T21:54:13.496650
698,30,1,0.0113,0.0113,0.1880,0.9729,-0.1379,-2.0043,0.4443,1.1288,6.4382,0.0226,6.4362,0.0226,1396,2025-10-17T21:54:13.513215
699,30,2,0.0113,0.0113,0.1882,0.9729,-0.1380,-2.0058,0.4446,1.1300,6.4608,0.0451,6.4588,0.0451,1398,2025-10-17T21:54:13.530188
700,30,3,0.0113,0.0113,0.1884,0.9729,-0.1380,-2.0074,0.4449,1.1312,6.4834,0.0677,6.4814,0.0677,1400,2025-10-17T21:54:13.546910
701,30,4,0.0113,0.0113,0.1886,0.9728,-0.1380,-2.0090,0.4452,1.1324,6.5060,0.0904,6.5040,0.0904,1402,2025-10-17T21:54:13.563381
702,30,5,0.0113,0.0113,0.1888,0.9728,-0.1381,-2.0106,0.4455,1.1335,6.5287,0.1130,6.5266,0.1130,1404,2025-10-17T21:54:13.580190
703,30,6,0.0113,0.0113,0.1890,0.9728,-0.1381,-2.0121,0.4458,1.1347,6.5514,0.1357,6.5493,0.1357,1406,2025-10-17T21:54:13.597246
704,30,7,0.0114,0.0114,0.1892,0.9727,-0.1382,-2.0137,0.4460,1.1359,6.5741,0.1584,6.5720,0.1584,1408,2025-10-17T21:54:13.616857
705,30,8,0.0114,0.0114,0.1894,0.9727,-0.1382,-2.0152,0.4463,1.1370,6.5968,0.1811,6.5947,0.1811,1410,2025-10-17T21:54:13.641215
706,30,9,0.0114,0.0114,0.1896,0.9727,-0.1382,-2.0168,0.4466,1.1382,6.6195,0.2039,6.6175,0.2038,1412,2025-10-17T21:54:13.663293
707,30,10,0.0114,0.0114,0.1898,0.9727,-0.1383,-2.0183,0.4469,1.1393,6.6423,0.2266,6.6402,0.2266,1414,2025-10-17T21:54:13.685458
708,30,11,0.0114,0.0114,0.1900,0.9726,-0.1383,-2.0198,0.4472,1.1405,6.6651,0.2494,6.6630,0.2494,1416,2025-10-17T21:54:13.706788
709,30,12,0.0114,0.0114,0.1902,0.9726,-0.1383,-2.0213,0.4475,1.1416,6.6879,0.2722,6.6858,0.2722,1418,2025-10-17T21:54:13.727539
710,30,13,0.0114,0.0114,0.1905,0.9726,-0.1384,-2.0239,0.4479,1.1435,6.7107,0.2951,6.7087,0.2950,1420,2025-10-17T21:54:13.748152
711,30,14,0.0115,0.0115,0.1909,0.9725,-0.1385,-2.0274,0.4486,1.1461,6.7336,0.3180,6.7315,0.3179,1422,2025-10-17T21:54:13.769501
712,30,15,0.0115,0.0115,0.1914,0.9724,-0.1386,-2.0309,0.4492,1.1488,6.7566,0.3409,6.7545,0.3408,1424,2025-10-17T21:54:13.789371
713,30,16,0.0115,0.0115,0.1918,0.9724,-0.1387,-2.0343,0.4498,1.1514,6.7796,0.3639,6.7775,0.3638,1426,2025-10-17T21:54:13.809165
714,30,17,0.0115,0.0115,0.1922,0.9723,-0.1388,-2.0378,0.4505,1.1540,6.8026,0.3870,6.8005,0.3869,1428,2025-10-17T21:54:13.828396
715,30,18,0.0116,0.0116,0.1927,0.9723,-0.1388,-2.0412,0.4511,1.1565,6.8257,0.4101,6.8236,0.4100,1430,2025-10-17T21:54:13.847206
716,30,19,0.0116,0.0116,0.1931,0.9722,-0.1389,-2.0446,0.4517,1.1591,6.8489,0.4332,6.8468,0.4331,1432,2025-10-17T21:54:13.866264
717,30,20,0.0116,0.0116,0.1935,0.9721,-0.1390,-2.0480,0.4523,1.1617,6.8721,0.4564,6.8699,0.4563,1434,2025-10-17T21:54:13.885528
718,30,21,0.0116,0.0116,0.1939,0.9721,-0.1391,-2.0514,0.4530,1.1642,6.8953,0.4797,6.8932,0.4795,1436,2025-10-17T21:54:13.904673
719,30,22,0.0117,0.0117,0.1943,0.9720,-0.1392,-2.0548,0.4536,1.1667,6.9186,0.5030,6.9165,0.5028,1438,2025-10-17T21:54:13.923901
720,30,23,0.0117,0.0117,0.1948,0.9719,-0.1393,-2.0581,0.4542,1.1692,6.9420,0.5263,6.9398,0.5262,1440,2025-10-17T21:54:13.943022
721,31,0,0.0102,0.0102,0.1698,0.9755,-0.1342,-1.8585,0.4548,1.1717,6.9623,0.0000,6.9602,0.0000,1442,2025-10-17T21:54:13.962234
722,31,1,0.0102,0.0102,0.1701,0.9755,-0.1343,-1.8609,0.4553,1.1738,6.9827,0.0204,6.9806,0.0204,1444,2025-10-17T21:54:13.981292
723,31,2,0.0102,0.0102,0.1703,0.9755,-0.1343,-1.8626,0.4557,1.1753,7.0032,0.0408,7.0010,0.0408,1446,2025-10-17T21:54:14.000650
724,31,3,0.0102,0.0102,0.1705,0.9754,-0.1344,-1.8644,0.4560,1.1769,7.0236,0.0613,7.0215,0.0613,1448,2025-10-17T21:54:14.020095
725,31,4,0.0102,0.0102,0.1708,0.9754,-0.1344,-1.8661,0.4564,1.1784,7.0441,0.0818,7.0419,0.0818,1450,2025-10-17T21:54:14.039892
726,31,5,0.0103,0.0103,0.1710,0.9754,-0.1345,-1.8679,0.4567,1.1798,7.0646,0.1023,7.0625,0.1023,1452,2025-10-17T21:54:14.059590
727,31,6,0.0103,0.0103,0.1712,0.9753,-0.1345,-1.8696,0.4571,1.1813,7.0852,0.1228,7.0830,0.1228,1454,2025-10-17T21:54:14.079611
728,31,7,0.0103,0.0103,0.1714,0.9753,-0.1346,-1.8713,0.4574,1.1828,7.1057,0.1434,7.1035,0.1433,1456,2025-10-17T21:54:14.100152
729,31,8,0.0103,0.0103,0.1716,0.9753,-0.1346,-1.8730,0.4578,1.1843,7.1263,0.1640,7.1241,0.1639,1458,2025-10-17T21:54:14.121620
730,31,9,0.0103,0.0103,0.1718,0.9752,-0.1347,-1.8747,0.4581,1.1857,7.1469,0.1846,7.1447,0.1845,1460,2025-10-17T21:54:14.142259
731,31,10,0.0103,0.0103,0.1720,0.9752,-0.1347,-1.8764,0.4585,1.1872,7.1676,0.2052,7.1654,0.2052,1462,2025-10-17T21:54:14.162941
732,31,11,0.0103,0.0103,0.1723,0.9752,-0.1347,-1.8781,0.4588,1.1886,7.1882,0.2259,7.1860,0.2258,1464,2025-10-17T21:54:14.183615
733,31,12,0.0104,0.0103,0.1725,0.9752,-0.1348,-1.8797,0.4592,1.1901,7.2089,0.2466,7.2067,0.2465,1466,2025-10-17T21:54:14.204128
734,31,13,0.0104,0.0104,0.1727,0.9751,-0.1348,-1.8814,0.4595,1.1915,7.2296,0.2673,7.2274,0.2672,1468,2025-10-17T21:54:14.223766
735,31,14,0.0104,0.0104,0.1729,0.9751,-0.1349,-1.8832,0.4599,1.1931,7.2504,0.2880,7.2481,0.2880,1470,2025-10-17T21:54:14.243780
736,31,15,0.0104,0.0104,0.1731,0.9751,-0.1349,-1.8849,0.4602,1.1945,7.2712,0.3088,7.2689,0.3087,1472,2025-10-17T21:54:14.262854
737,31,16,0.0104,0.0104,0.1733,0.9750,-0.1350,-1.8865,0.4606,1.1959,7.2919,0.3296,7.2897,0.3295,1474,2025-10-17T21:54:14.282354
738,31,17,0.0104,0.0104,0.1735,0.9750,-0.1350,-1.8881,0.4609,1.1973,7.3128,0.3504,7.3105,0.3503,1476,2025-10-17T21:54:14.301409
739,31,18,0.0104,0.0104,0.1737,0.9750,-0.1350,-1.8897,0.4612,1.1987,7.3336,0.3713,7.3313,0.3711,1478,2025-10-17T21:54:14.320196
740,31,19,0.0104,0.0104,0.1739,0.9750,-0.1351,-1.8912,0.4616,1.2000,7.3545,0.3921,7.3522,0.3920,1480,2025-10-17T21:54:14.339184
741,31,20,0.0104,0.0104,0.1739,0.9750,-0.1351,-1.8912,0.4619,1.2000,7.3753,0.4130,7.3731,0.4129,1482,2025-10-17T21:54:14.358050
742,31,21,0.0104,0.0104,0.1739,0.9750,-0.1351,-1.8912,0.4622,1.2000,7.3962,0.4339,7.3939,0.4337,1484,2025-10-17T21:54:14.377071
743,31,22,0.0104,0.0104,0.1739,0.9750,-0.1351,-1.8912,0.4625,1.2000,7.4171,0.4547,7.4148,0.4546,1486,2025-10-17T21:54:14.395854
744,31,23,0.0104,0.0104,0.1739,0.9750,-0.1351,-1.8912,0.4629,1.2000,7.4380,0.4756,7.4357,0.4755,1488,2025-10-17T21:54:14.414544
745,32,0,0.0124,0.0124,0.2074,0.9701,-0.1418,-2.1592,0.4632,1.2000,7.4629,0.0000,7.4606,0.0000,1490,2025-10-17T21:54:14.434670
746,32,1,0.0124,0.0124,0.2074,0.9701,-0.1418,-2.1592,0.4635,1.2000,7.4878,0.0249,7.4854,0.0249,1492,2025-10-17T21:54:14.454994
747,32,2,0.0124,0.0124,0.2074,0.9701,-0.1418,-2.1592,0.4638,1.2000,7.5126,0.0498,7.5103,0.0498,1494,2025-10-17T21:54:14.474786
748,32,3,0.0124,0.0124,0.2074,0.9701,-0.1418,-2.1592,0.4641,1.2000,7.5375,0.0747,7.5352,0.0747,1496,2025-10-17T21:54:14.495275
749,32,4,0.0124,0.0124,0.2074,0.9701,-0.1418,-2.1592,0.4644,1.2000,7.5624,0.0996,7.5601,0.0996,1498,2025-10-17T21:54:14.515841
750,32,5,0.0124,0.0124,0.2074,0.9701,-0.1418,-2.1592,0.4647,1.2000,7.5873,0.1245,7.5850,0.1244,1500,2025-10-17T21:54:14.532921
751,32,6,0.0124,0.0124,0.2074,0.9701,-0.1418,-2.1592,0.4651,1.2000,7.6122,0.1494,7.6099,0.1493,1502,2025-10-17T21:54:14.550159
752,32,7,0.0124,0.0124,0.2074,0.9701,-0.1418,-2.1592,0.4654,1.2000,7.6371,0.1743,7.6348,0.1742,1504,2025-10-17T21:54:14.567234
753,32,8,0.0124,0.0124,0.2074,0.9701,-0.1418,-2.1592,0.4657,1.2000,7.6620,0.1992,7.6597,0.1991,1506,2025-10-17T21:54:14.584585
754,32,9,0.0124,0.0124,0.2074,0.9701,-0.1418,-2.1592,0.4660,1.2000,7.6869,0.2241,7.6846,0.2240,1508,2025-10-17T21:54:14.602208
755,32,10,0.0124,0.0124,0.2074,0.9701,-0.1418,-2.1592,0.4663,1.2000,7.7118,0.2490,7.7094,0.2489,1510,2025-10-17T21:54:14.620245
756,32,11,0.0124,0.0124,0.2074,0.9701,-0.1418,-2.1592,0.4666,1.2000,7.7367,0.2738,7.7343,0.2738,1512,2025-10-17T21:54:14.638256
757,32,12,0.0124,0.0124,0.2074,0.9701,-0.1418,-2.1592,0.4669,1.2000,7.7616,0.2987,7.7592,0.2987,1514,2025-10-17T21:54:14.656841
758,32,13,0.0124,0.0124,0.2074,0.9701,-0.1418,-2.1592,0.4672,1.2000,7.7865,0.3236,7.7841,0.3235,1516,2025-10-17T21:54:14.675815
759,32,14,0.0124,0.0124,0.2074,0.9701,-0.1418,-2.1592,0.4675,1.2000,7.8114,0.3485,7.8090,0.3484,1518,2025-10-17T21:54:14.694865
760,32,15,0.0124,0.0124,0.2074,0.9701,-0.1418,-2.1592,0.4677,1.2000,7.8363,0.3734,7.8339,0.3733,1520,2025-10-17T21:54:14.712236
761,32,16,0.0124,0.0124,0.2074,0.9701,-0.1418,-2.1592,0.4680,1.2000,7.8612,0.3983,7.8588,0.3982,1522,2025-10-17T21:54:14.731617
762,32,17,0.0124,0.0124,0.2074,0.9701,-0.1418,-2.1592,0.4683,1.2000,7.8861,0.4232,7.8837,0.4231,1524,2025-10-17T21:54:14.751526
763,32,18,0.0124,0.0124,0.2074,0.9701,-0.1418,-2.1592,0.4688,1.2000,7.9110,0.4481,7.9085,0.4480,1526,2025-10-17T21:54:14.772254
764,32,19,0.0124,0.0124,0.2074,0.9701,-0.1418,-2.1592,0.4695,1.2000,7.9359,0.4730,7.9334,0.4729,1528,2025-10-17T21:54:14.793956
765,32,20,0.0124,0.0124,0.2074,0.9701,-0.1418,-2.1592,0.4701,1.2000,7.9608,0.4979,7.9583,0.4978,1530,2025-10-17T21:54:14.813933
766,32,21,0.0124,0.0124,0.2074,0.9701,-0.1418,-2.1592,0.4708,1.2000,7.9857,0.5228,7.9832,0.5227,1532,2025-10-17T21:54:14.833053
767,32,22,0.0124,0.0124,0.2074,0.9701,-0.1418,-2.1592,0.4714,1.2000,8.0106,0.5477,8.0081,0.5475,1534,2025-10-17T21:54:14.853096
768,32,23,0.0124,0.0124,0.2074,0.9701,-0.1418,-2.1592,0.4721,1.2000,8.0354,0.5726,8.0330,0.5724,1536,2025-10-17T21:54:14.872843
769,33,0,0.0131,0.0131,0.2179,0.9686,-0.1439,-2.2433,0.4727,1.2000,8.0616,0.0000,8.0591,0.0000,1538,2025-10-17T21:54:14.892840
770,33,1,0.0131,0.0131,0.2179,0.9686,-0.1439,-2.2433,0.4733,1.2000,8.0878,0.0262,8.0853,0.0261,1540,2025-10-17T21:54:14.912327
771,33,2,0.0131,0.0131,0.2179,0.9686,-0.1439,-2.2433,0.4739,1.2000,8.1139,0.0523,8.1114,0.0523,1542,2025-10-17T21:54:14.931089
772,33,3,0.0131,0.0131,0.2179,0.9686,-0.1439,-2.2433,0.4745,1.2000,8.1401,0.0785,8.1376,0.0784,1544,2025-10-17T21:54:14.951325
773,33,4,0.0131,0.0131,0.2179,0.9686,-0.1439,-2.2433,0.4751,1.2000,8.1662,0.1046,8.1637,0.1046,1546,2025-10-17T21:54:14.971261
774,33,5,0.0131,0.0131,0.2179,0.9686,-0.1439,-2.2433,0.4756,1.2000,8.1924,0.1308,8.1899,0.1307,1548,2025-10-17T21:54:14.990337
775,33,6,0.0131,0.0131,0.2179,0.9686,-0.1439,-2.2433,0.4762,1.2000,8.2185,0.1569,8.2160,0.1569,1550,2025-10-17T21:54:15.009358
776,33,7,0.0131,0.0131,0.2179,0.9686,-0.1439,-2.2433,0.4768,1.2000,8.2447,0.1831,8.2422,0.1830,1552,2025-10-17T21:54:15.028459
777,33,8,0.0131,0.0131,0.2179,0.9686,-0.1439,-2.2433,0.4771,1.2000,8.2709,0.2093,8.2683,0.2092,1554,2025-10-17T21:54:15.047405
778,33,9,0.0131,0.0131,0.2179,0.9686,-0.1439,-2.2433,0.4774,1.2000,8.2970,0.2354,8.2945,0.2353,1556,2025-10-17T21:54:15.067092
779,33,10,0.0131,0.0131,0.2179,0.9686,-0.1439,-2.2433,0.4778,1.2000,8.3232,0.2616,8.3206,0.2615,1558,2025-10-17T21:54:15.085663
780,33,11,0.0131,0.0131,0.2179,0.9686,-0.1439,-2.2433,0.4781,1.2000,8.3493,0.2877,8.3468,0.2876,1560,2025-10-17T21:54:15.105218
781,33,12,0.0131,0.0131,0.2179,0.9686,-0.1439,-2.2433,0.4784,1.2000,8.3755,0.3139,8.3729,0.3138,1562,2025-10-17T21:54:15.124401
782,33,13,0.0131,0.0131,0.2179,0.9686,-0.1439,-2.2433,0.4787,1.2000,8.4016,0.3400,8.3991,0.3399,1564,2025-10-17T21:54:15.143764
783,33,14,0.0131,0.0131,0.2179,0.9686,-0.1439,-2.2433,0.4790,1.2000,8.4278,0.3662,8.4252,0.3661,1566,2025-10-17T21:54:15.162820
784,33,15,0.0131,0.0131,0.2179,0.9686,-0.1439,-2.2433,0.4793,1.2000,8.4539,0.3923,8.4514,0.3922,1568,2025-10-17T21:54:15.181992
785,33,16,0.0131,0.0131,0.2179,0.9686,-0.1439,-2.2433,0.4796,1.2000,8.4801,0.4185,8.4775,0.4184,1570,2025-10-17T21:54:15.201132
786,33,17,0.0131,0.0131,0.2179,0.9686,-0.1439,-2.2433,0.4800,1.2000,8.5063,0.4447,8.5037,0.4445,1572,2025-10-17T21:54:15.220125
787,33,18,0.0131,0.0131,0.2179,0.9686,-0.1439,-2.2433,0.4803,1.2000,8.5324,0.4708,8.5298,0.4707,1574,2025-10-17T21:54:15.238840
788,33,19,0.0131,0.0131,0.2179,0.9686,-0.1439,-2.2433,0.4806,1.2000,8.5586,0.4970,8.5560,0.4968,1576,2025-10-17T21:54:15.257661
789,33,20,0.0131,0.0131,0.2179,0.9686,-0.1439,-2.2433,0.4809,1.2000,8.5847,0.5231,8.5821,0.5230,1578,2025-10-17T21:54:15.276306
790,33,21,0.0131,0.0131,0.2179,0.9686,-0.1439,-2.2433,0.4812,1.2000,8.6109,0.5493,8.6083,0.5491,1580,2025-10-17T21:54:15.295034
791,33,22,0.0131,0.0131,0.2179,0.9686,-0.1439,-2.2433,0.4815,1.2000,8.6370,0.5754,8.6344,0.5753,1582,2025-10-17T21:54:15.314198
792,33,23,0.0131,0.0131,0.2179,0.9686,-0.1439,-2.2433,0.4818,1.2000,8.6632,0.6016,8.6606,0.6014,1584,2025-10-17T21:54:15.333440
793,34,0,0.0139,0.0139,0.2322,0.9666,-0.1468,-2.3577,0.4821,1.2000,8.6911,0.0000,8.6884,0.0000,1586,2025-10-17T21:54:15.352421
