step,day,hour,lai,leaf_area,canopy_height,canopy_width,ground_coverage,light_extinction_coefficient,sunlit_leaf_fraction,shaded_leaf_fraction,light_interception_efficiency,temperature_gradient,humidity_gradient,wind_speed_reduction,cumulative_light_interception,daily_light_interception,step_count,last_update
301,13,12,1.2212,0.1465,0.0775,0.3614,0.5194,0.7990,0.8851,0.1149,0.5320,0.4885,0.0000,0.2442,236.1947,12.7790,602,2025-10-17T21:51:36.054467
302,13,13,1.2242,0.1469,0.0776,0.3618,0.5203,0.7990,0.8849,0.1151,0.5328,0.4897,0.0000,0.2448,237.2702,13.8545,604,2025-10-17T21:51:36.073357
303,13,14,1.2272,0.1473,0.0777,0.3623,0.5211,0.7990,0.8846,0.1154,0.5335,0.4909,0.0000,0.2454,238.3474,14.9317,606,2025-10-17T21:51:36.092657
304,13,15,1.2302,0.1476,0.0778,0.3627,0.5220,0.7990,0.8843,0.1157,0.5343,0.4921,0.0000,0.2460,239.4261,16.0104,608,2025-10-17T21:51:36.112119
305,13,16,1.2331,0.1480,0.0780,0.3632,0.5228,0.7990,0.8841,0.1159,0.5351,0.4933,0.0000,0.2466,240.5063,17.0906,610,2025-10-17T21:51:36.132044
306,13,17,1.2361,0.1483,0.0780,0.3636,0.5237,0.7990,0.8838,0.1162,0.5358,0.4944,0.0000,0.2472,241.5880,18.1723,612,2025-10-17T21:51:36.151774
307,13,18,1.2390,0.1487,0.0781,0.3640,0.5245,0.7990,0.8836,0.1164,0.5366,0.4956,0.0000,0.2478,242.6713,19.2556,614,2025-10-17T21:51:36.171603
308,13,19,1.2420,0.1490,0.0782,0.3645,0.5254,0.7990,0.8833,0.1167,0.5373,0.4968,0.0000,0.2484,243.7560,20.3403,616,2025-10-17T21:51:36.191518
309,13,20,1.2449,0.1494,0.0783,0.3649,0.5262,0.7990,0.8831,0.1169,0.5380,0.4980,0.0000,0.2490,244.8423,21.4265,618,2025-10-17T21:51:36.211131
310,13,21,1.2478,0.1497,0.0783,0.3653,0.5270,0.7990,0.8828,0.1172,0.5388,0.4991,0.0000,0.2496,245.9300,22.5143,620,2025-10-17T21:51:36.230905
311,13,22,1.2507,0.1501,0.0784,0.3657,0.5278,0.7990,0.8826,0.1174,0.5395,0.5003,0.0000,0.2501,247.0191,23.6034,622,2025-10-17T21:51:36.250152
312,13,23,1.2535,0.1504,0.0784,0.3662,0.5286,0.7990,0.8823,0.1177,0.5402,0.5014,0.0000,0.2507,248.1098,24.6941,624,2025-10-17T21:51:36.269409
313,14,0,1.2566,0.1508,0.0784,0.3666,0.5295,0.7990,0.8821,0.1179,0.5410,0.5026,0.0000,0.2513,248.8621,0.0000,626,2025-10-17T21:51:36.290110
314,14,1,1.2596,0.1512,0.0785,0.3670,0.5304,0.7990,0.8818,0.1182,0.5417,0.5039,0.0000,0.2519,249.6156,0.7534,628,2025-10-17T21:51:36.309340
315,14,2,1.2627,0.1515,0.0787,0.3675,0.5312,0.7990,0.8816,0.1184,0.5425,0.5051,0.0000,0.2525,250.3700,1.5079,630,2025-10-17T21:51:36.328619
316,14,3,1.2657,0.1519,0.0788,0.3679,0.5321,0.7990,0.8813,0.1187,0.5432,0.5063,0.0000,0.2531,251.1255,2.2634,632,2025-10-17T21:51:36.348336
317,14,4,1.2687,0.1522,0.0789,0.3684,0.5329,0.7990,0.8810,0.1190,0.5440,0.5075,0.0000,0.2537,251.8821,3.0199,634,2025-10-17T21:51:36.367898
318,14,5,1.2716,0.1526,0.0790,0.3688,0.5337,0.7990,0.8808,0.1192,0.5447,0.5087,0.0000,0.2543,252.6396,3.7775,636,2025-10-17T21:51:36.387877
319,14,6,1.2746,0.1530,0.0791,0.3692,0.5346,0.7990,0.8801,0.1199,0.5454,0.5098,0.0000,0.2549,253.3982,4.5361,638,2025-10-17T21:51:36.407427
320,14,7,1.2775,0.1533,0.0791,0.3696,0.5354,0.7990,0.8803,0.1197,0.5461,0.5110,0.0000,0.2555,254.1578,5.2957,640,2025-10-17T21:51:36.426862
321,14,8,1.2805,0.1537,0.0792,0.3701,0.5362,0.7990,0.8800,0.1200,0.5469,0.5122,0.0000,0.2561,254.9184,6.0563,642,2025-10-17T21:51:36.447159
322,14,9,1.2834,0.1540,0.0792,0.3705,0.5370,0.7990,0.8798,0.1202,0.5476,0.5134,0.0000,0.2567,255.6800,6.8179,644,2025-10-17T21:51:36.466771
323,14,10,1.2863,0.1544,0.0793,0.3709,0.5378,0.7990,0.8795,0.1205,0.5483,0.5145,0.0000,0.2573,256.4426,7.5805,646,2025-10-17T21:51:36.486124
324,14,11,1.2892,0.1547,0.0793,0.3713,0.5386,0.7990,0.8793,0.1207,0.5490,0.5157,0.0000,0.2578,257.2062,8.3440,648,2025-10-17T21:51:36.505294
325,14,12,1.2920,0.1550,0.0793,0.3717,0.5394,0.7990,0.8790,0.1210,0.5497,0.5168,0.0000,0.2584,257.9707,9.1085,650,2025-10-17T21:51:36.524888
326,14,13,1.2949,0.1554,0.0794,0.3721,0.5402,0.7990,0.8788,0.1212,0.5504,0.5180,0.0000,0.2590,258.7362,9.8740,652,2025-10-17T21:51:36.544667
327,14,14,1.2977,0.1557,0.0796,0.3726,0.5410,0.7990,0.8781,0.1219,0.5511,0.5191,0.0000,0.2595,259.5026,10.6405,654,2025-10-17T21:51:36.564719
328,14,15,1.3005,0.1561,0.0797,0.3730,0.5417,0.7990,0.8783,0.1217,0.5517,0.5202,0.0000,0.2601,260.2701,11.4079,656,2025-10-17T21:51:36.584466
329,14,16,1.3033,0.1564,0.0798,0.3734,0.5425,0.7990,0.8781,0.1219,0.5524,0.5213,0.0000,0.2607,261.0384,12.1763,658,2025-10-17T21:51:36.603882
330,14,17,1.3081,0.1570,0.0799,0.3740,0.5438,0.7990,0.8777,0.1223,0.5536,0.5233,0.0000,0.2616,261.8080,12.9459,660,2025-10-17T21:51:36.624057
331,14,18,1.3149,0.1578,0.0799,0.3750,0.5457,0.7990,0.8771,0.1229,0.5552,0.5259,0.0000,0.2630,262.5796,13.7174,662,2025-10-17T21:51:36.644652
332,14,19,1.3215,0.1586,0.0800,0.3760,0.5475,0.7990,0.8765,0.1235,0.5568,0.5286,0.0000,0.2643,263.3533,14.4912,664,2025-10-17T21:51:36.664713
333,14,20,1.3282,0.1594,0.0801,0.3769,0.5493,0.7990,0.8755,0.1245,0.5583,0.5313,0.0000,0.2656,264.1293,15.2671,666,2025-10-17T21:51:36.684157
334,14,21,1.3348,0.1602,0.0801,0.3778,0.5511,0.7990,0.8754,0.1246,0.5599,0.5339,0.0000,0.2670,264.9074,16.0453,668,2025-10-17T21:51:36.703745
335,14,22,1.3414,0.1610,0.0802,0.3788,0.5528,0.7990,0.8749,0.1251,0.5614,0.5366,0.0000,0.2683,265.6877,16.8255,670,2025-10-17T21:51:36.723303
336,14,23,1.3480,0.1618,0.0802,0.3797,0.5546,0.7990,0.8738,0.1262,0.5629,0.5392,0.0000,0.2696,266.4701,17.6080,672,2025-10-17T21:51:36.742777
337,15,0,1.3541,0.1625,0.0802,0.3806,0.5562,0.7990,0.8738,0.1262,0.5644,0.5416,0.0000,0.2708,267.5496,0.0000,674,2025-10-17T21:51:36.762970
338,15,1,1.3602,0.1632,0.0803,0.3814,0.5579,0.7990,0.8733,0.1267,0.5658,0.5441,0.0000,0.2720,268.6318,1.0822,676,2025-10-17T21:51:36.783188
339,15,2,1.3651,0.1638,0.0805,0.3821,0.5591,0.7990,0.8729,0.1271,0.5669,0.5460,0.0000,0.2730,269.7164,2.1668,678,2025-10-17T21:51:36.802889
340,15,3,1.3686,0.1642,0.0806,0.3826,0.5601,0.7990,0.8721,0.1279,0.5677,0.5474,0.0000,0.2737,270.8028,3.2532,680,2025-10-17T21:51:36.822386
341,15,4,1.3722,0.1647,0.0807,0.3831,0.5610,0.7990,0.8723,0.1277,0.5685,0.5489,0.0000,0.2744,271.8908,4.3412,682,2025-10-17T21:51:36.841827
342,15,5,1.3757,0.1651,0.0808,0.3836,0.5619,0.7990,0.8720,0.1280,0.5693,0.5503,0.0000,0.2751,272.9803,5.4307,684,2025-10-17T21:51:36.862397
343,15,6,1.3792,0.1655,0.0809,0.3841,0.5629,0.7990,0.8717,0.1283,0.5701,0.5517,0.0000,0.2758,274.0714,6.5218,686,2025-10-17T21:51:36.882783
344,15,7,1.3827,0.1659,0.0810,0.3846,0.5638,0.7990,0.8714,0.1286,0.5709,0.5531,0.0000,0.2765,275.1640,7.6144,688,2025-10-17T21:51:36.902788
345,15,8,1.3861,0.1663,0.0810,0.3850,0.5647,0.7990,0.8711,0.1289,0.5717,0.5545,0.0000,0.2772,276.2580,8.7084,690,2025-10-17T21:51:36.922800
346,15,9,1.3896,0.1668,0.0811,0.3855,0.5656,0.7990,0.8708,0.1292,0.5724,0.5558,0.0000,0.2779,277.3536,9.8040,692,2025-10-17T21:51:36.943585
347,15,10,1.3930,0.1672,0.0811,0.3860,0.5665,0.7990,0.8705,0.1295,0.5732,0.5572,0.0000,0.2786,278.4506,10.9011,694,2025-10-17T21:51:36.963887
348,15,11,1.3965,0.1676,0.0812,0.3865,0.5674,0.7990,0.8697,0.1303,0.5740,0.5586,0.0000,0.2793,279.5492,11.9996,696,2025-10-17T21:51:36.983435
349,15,12,1.3999,0.1680,0.0812,0.3869,0.5683,0.7990,0.8694,0.1306,0.5747,0.5599,0.0000,0.2800,280.6491,13.0995,698,2025-10-17T21:51:37.002747
350,15,13,1.4032,0.1684,0.0813,0.3874,0.5691,0.7990,0.8696,0.1304,0.5755,0.5613,0.0000,0.2806,281.7505,14.2010,700,2025-10-17T21:51:37.021732
351,15,14,1.4066,0.1688,0.0814,0.3879,0.5700,0.7990,0.8694,0.1306,0.5762,0.5626,0.0000,0.2813,282.8534,15.3038,702,2025-10-17T21:51:37.040753
352,15,15,1.4100,0.1692,0.0816,0.3883,0.5709,0.7990,0.8691,0.1309,0.5770,0.5640,0.0000,0.2820,283.9577,16.4081,704,2025-10-17T21:51:37.059770
353,15,16,1.4133,0.1696,0.0817,0.3888,0.5717,0.7990,0.8688,0.1312,0.5777,0.5653,0.0000,0.2827,285.0634,17.5138,706,2025-10-17T21:51:37.078926
354,15,17,1.4166,0.1700,0.0818,0.3892,0.5726,0.7990,0.8685,0.1315,0.5784,0.5667,0.0000,0.2833,286.1705,18.6209,708,2025-10-17T21:51:37.098460
355,15,18,1.4199,0.1704,0.0818,0.3897,0.5734,0.7990,0.8682,0.1318,0.5792,0.5680,0.0000,0.2840,287.2789,19.7294,710,2025-10-17T21:51:37.117338
356,15,19,1.4232,0.1708,0.0819,0.3901,0.5743,0.7990,0.8680,0.1320,0.5799,0.5693,0.0000,0.2846,288.3888,20.8392,712,2025-10-17T21:51:37.136976
357,15,20,1.4265,0.1712,0.0820,0.3906,0.5751,0.7990,0.8677,0.1323,0.5806,0.5706,0.0000,0.2853,289.5001,21.9505,714,2025-10-17T21:51:37.156499
358,15,21,1.4298,0.1716,0.0820,0.3910,0.5759,0.7990,0.8674,0.1326,0.5813,0.5719,0.0000,0.2860,290.6127,23.0631,716,2025-10-17T21:51:37.175650
359,15,22,1.4330,0.1720,0.0821,0.3915,0.5768,0.7990,0.8672,0.1328,0.5820,0.5732,0.0000,0.2866,291.7266,24.1770,718,2025-10-17T21:51:37.194808
360,15,23,1.4366,0.1724,0.0821,0.3920,0.5777,0.7990,0.8669,0.1331,0.5828,0.5747,0.0000,0.2873,292.8420,25.2924,720,2025-10-17T21:51:37.213927
361,16,0,1.4400,0.1728,0.0821,0.3924,0.5785,0.7990,0.8666,0.1334,0.5835,0.5760,0.0000,0.2880,293.9946,0.0000,722,2025-10-17T21:51:37.233699
362,16,1,1.4433,0.1732,0.0823,0.3929,0.5794,0.7990,0.8663,0.1337,0.5842,0.5773,0.0000,0.2887,295.1486,1.1540,724,2025-10-17T21:51:37.252353
363,16,2,1.4466,0.1736,0.0824,0.3933,0.5802,0.7990,0.8660,0.1340,0.5849,0.5786,0.0000,0.2893,296.3039,2.3094,726,2025-10-17T21:51:37.271830
364,16,3,1.4498,0.1740,0.0826,0.3938,0.5810,0.7990,0.8658,0.1342,0.5856,0.5799,0.0000,0.2900,297.4607,3.4662,728,2025-10-17T21:51:37.291616
365,16,4,1.4531,0.1744,0.0828,0.3942,0.5818,0.7990,0.8655,0.1345,0.5863,0.5812,0.0000,0.2906,298.6189,4.6243,730,2025-10-17T21:51:37.311246
366,16,5,1.4563,0.1748,0.0829,0.3947,0.5826,0.7990,0.8652,0.1348,0.5870,0.5825,0.0000,0.2913,299.7784,5.7839,732,2025-10-17T21:51:37.330582
367,16,6,1.4596,0.1751,0.0830,0.3951,0.5834,0.7990,0.8649,0.1351,0.5877,0.5838,0.0000,0.2919,300.9393,6.9448,734,2025-10-17T21:51:37.350002
368,16,7,1.4628,0.1755,0.0831,0.3955,0.5842,0.7990,0.8647,0.1353,0.5884,0.5851,0.0000,0.2926,302.1016,8.1070,736,2025-10-17T21:51:37.370174
369,16,8,1.4660,0.1759,0.0832,0.3960,0.5850,0.7990,0.8644,0.1356,0.5891,0.5864,0.0000,0.2932,303.2651,9.2706,738,2025-10-17T21:51:37.390066
370,16,9,1.4691,0.1763,0.0832,0.3964,0.5858,0.7990,0.8641,0.1359,0.5897,0.5877,0.0000,0.2938,304.4300,10.4355,740,2025-10-17T21:51:37.409364
371,16,10,1.4723,0.1767,0.0833,0.3968,0.5866,0.7990,0.8639,0.1361,0.5904,0.5889,0.0000,0.2945,305.5963,11.6017,742,2025-10-17T21:51:37.429504
372,16,11,1.4754,0.1771,0.0833,0.3972,0.5874,0.7990,0.8636,0.1364,0.5910,0.5902,0.0000,0.2951,306.7638,12.7692,744,2025-10-17T21:51:37.449734
373,16,12,1.4786,0.1774,0.0834,0.3977,0.5882,0.7990,0.8634,0.1366,0.5917,0.5914,0.0000,0.2957,307.9326,13.9381,746,2025-10-17T21:51:37.470017
374,16,13,1.4817,0.1778,0.0835,0.3981,0.5889,0.7990,0.8631,0.1369,0.5923,0.5927,0.0000,0.2963,309.1027,15.1082,748,2025-10-17T21:51:37.490851
375,16,14,1.4848,0.1782,0.0837,0.3985,0.5897,0.7990,0.8628,0.1372,0.5930,0.5939,0.0000,0.2970,310.2741,16.2796,750,2025-10-17T21:51:37.510175
376,16,15,1.4878,0.1785,0.0838,0.3989,0.5905,0.7990,0.8626,0.1374,0.5936,0.5951,0.0000,0.2976,311.4468,17.4522,752,2025-10-17T21:51:37.529772
377,16,16,1.4909,0.1789,0.0840,0.3993,0.5912,0.7990,0.8618,0.1382,0.5943,0.5964,0.0000,0.2982,312.6207,18.6261,754,2025-10-17T21:51:37.549361
378,16,17,1.4940,0.1793,0.0841,0.3997,0.5920,0.7990,0.8621,0.1379,0.5949,0.5976,0.0000,0.2988,313.7959,19.8013,756,2025-10-17T21:51:37.568801
379,16,18,1.4970,0.1796,0.0842,0.4001,0.5927,0.7990,0.8618,0.1382,0.5955,0.5988,0.0000,0.2994,314.9723,20.9777,758,2025-10-17T21:51:37.588262
380,16,19,1.5000,0.1800,0.0843,0.4005,0.5934,0.7990,0.8616,0.1384,0.5961,0.6000,0.0000,0.3000,316.1499,22.1554,760,2025-10-17T21:51:37.607700
381,16,20,1.5030,0.1804,0.0843,0.4009,0.5942,0.7990,0.8613,0.1387,0.5968,0.6012,0.0000,0.3006,317.3288,23.3342,762,2025-10-17T21:51:37.627035
382,16,21,1.5060,0.1807,0.0844,0.4013,0.5949,0.7990,0.8605,0.1395,0.5974,0.6024,0.0000,0.3012,318.5088,24.5143,764,2025-10-17T21:51:37.646494
383,16,22,1.5090,0.1811,0.0845,0.4017,0.5956,0.7990,0.8608,0.1392,0.5980,0.6036,0.0000,0.3018,319.6901,25.6956,766,2025-10-17T21:51:37.665954
384,16,23,1.5119,0.1814,0.0845,0.4021,0.5963,0.7990,0.8606,0.1394,0.5986,0.6048,0.0000,0.3024,320.8726,26.8780,768,2025-10-17T21:51:37.685445
385,17,0,1.5149,0.1818,0.0846,0.4025,0.5970,0.7990,0.8604,0.1396,0.5992,0.6060,0.0000,0.3030,321.9926,0.0000,770,2025-10-17T21:51:37.705276
386,17,1,1.5179,0.1821,0.0846,0.4029,0.5978,0.7990,0.8601,0.1399,0.5998,0.6071,0.0000,0.3036,323.1138,1.1212,772,2025-10-17T21:51:37.724592
387,17,2,1.5208,0.1825,0.0848,0.4033,0.5985,0.7990,0.8599,0.1401,0.6004,0.6083,0.0000,0.3042,324.2361,2.2435,774,2025-10-17T21:51:37.743828
388,17,3,1.5237,0.1828,0.0849,0.4037,0.5992,0.7990,0.8596,0.1404,0.6010,0.6095,0.0000,0.3047,325.3595,3.3669,776,2025-10-17T21:51:37.763053
389,17,4,1.5306,0.1837,0.0850,0.4046,0.6008,0.7990,0.8591,0.1409,0.6023,0.6122,0.0000,0.3061,326.4848,4.4922,778,2025-10-17T21:51:37.782353
390,17,5,1.5374,0.1845,0.0851,0.4055,0.6025,0.7990,0.8579,0.1421,0.6037,0.6150,0.0000,0.3075,327.6126,5.6200,780,2025-10-17T21:51:37.801677
391,17,6,1.5442,0.1853,0.0852,0.4064,0.6041,0.7990,0.8574,0.1426,0.6051,0.6177,0.0000,0.3088,328.7430,6.7503,782,2025-10-17T21:51:37.820787
392,17,7,1.5509,0.1861,0.0852,0.4073,0.6057,0.7990,0.8574,0.1426,0.6064,0.6204,0.0000,0.3102,329.8758,7.8832,784,2025-10-17T21:51:37.840980
393,17,8,1.5576,0.1869,0.0853,0.4082,0.6073,0.7990,0.8568,0.1432,0.6077,0.6231,0.0000,0.3115,331.0112,9.0185,786,2025-10-17T21:51:37.860442
394,17,9,1.5643,0.1877,0.0854,0.4090,0.6088,0.7990,0.8557,0.1443,0.6090,0.6257,0.0000,0.3129,332.1489,10.1563,788,2025-10-17T21:51:37.879864
395,17,10,1.5710,0.1885,0.0854,0.4099,0.6104,0.7990,0.8557,0.1443,0.6103,0.6284,0.0000,0.3142,333.2892,11.2965,790,2025-10-17T21:51:37.899149
396,17,11,1.5776,0.1893,0.0855,0.4108,0.6119,0.7990,0.8552,0.1448,0.6116,0.6310,0.0000,0.3155,334.4318,12.4391,792,2025-10-17T21:51:37.918277
397,17,12,1.5841,0.1901,0.0855,0.4116,0.6134,0.7990,0.8547,0.1453,0.6128,0.6337,0.0000,0.3168,335.5768,13.5842,794,2025-10-17T21:51:37.938003
398,17,13,1.5893,0.1907,0.0856,0.4123,0.6146,0.7990,0.8542,0.1458,0.6138,0.6357,0.0000,0.3179,336.7239,14.7313,796,2025-10-17T21:51:37.957528
399,17,14,1.5930,0.1912,0.0857,0.4128,0.6155,0.7990,0.8539,0.1461,0.6145,0.6372,0.0000,0.3186,337.8726,15.8800,798,2025-10-17T21:51:37.977874
400,17,15,1.5967,0.1916,0.0858,0.4132,0.6164,0.7990,0.8536,0.1464,0.6153,0.6387,0.0000,0.3193,339.0226,17.0300,800,2025-10-17T21:51:37.997395
401,17,16,1.6004,0.1921,0.0860,0.4137,0.6172,0.7990,0.8533,0.1467,0.6160,0.6402,0.0000,0.3201,340.1740,18.1813,802,2025-10-17T21:51:38.017525
402,17,17,1.6041,0.1925,0.0860,0.4142,0.6181,0.7990,0.8530,0.1470,0.6167,0.6416,0.0000,0.3208,341.3266,19.3340,804,2025-10-17T21:51:38.036960
403,17,18,1.6078,0.1929,0.0861,0.4147,0.6189,0.7990,0.8527,0.1473,0.6173,0.6431,0.0000,0.3216,342.4806,20.4879,806,2025-10-17T21:51:38.056358
404,17,19,1.6114,0.1934,0.0862,0.4151,0.6197,0.7990,0.8518,0.1482,0.6180,0.6446,0.0000,0.3223,343.6358,21.6432,808,2025-10-17T21:51:38.075732
405,17,20,1.6150,0.1938,0.0863,0.4156,0.6205,0.7990,0.8521,0.1479,0.6187,0.6460,0.0000,0.3230,344.7923,22.7997,810,2025-10-17T21:51:38.095320
406,17,21,1.6186,0.1942,0.0863,0.4161,0.6214,0.7990,0.8519,0.1481,0.6194,0.6475,0.0000,0.3237,345.9501,23.9574,812,2025-10-17T21:51:38.114832
407,17,22,1.6222,0.1947,0.0864,0.4165,0.6222,0.7990,0.8516,0.1484,0.6201,0.6489,0.0000,0.3244,347.1091,25.1165,814,2025-10-17T21:51:38.134190
408,17,23,1.6258,0.1951,0.0864,0.4170,0.6230,0.7990,0.8513,0.1487,0.6207,0.6503,0.0000,0.3252,348.2694,26.2767,816,2025-10-17T21:51:38.153474
409,18,0,1.6292,0.1955,0.0864,0.4174,0.6238,0.7990,0.8510,0.1490,0.6214,0.6517,0.0000,0.3258,349.4472,0.0000,818,2025-10-17T21:51:38.174167
410,18,1,1.6326,0.1959,0.0865,0.4179,0.6245,0.7990,0.8507,0.1493,0.6220,0.6531,0.0000,0.3265,350.6262,1.1790,820,2025-10-17T21:51:38.193679
411,18,2,1.6361,0.1963,0.0866,0.4183,0.6253,0.7990,0.8504,0.1496,0.6226,0.6544,0.0000,0.3272,351.8064,2.3592,822,2025-10-17T21:51:38.212660
412,18,3,1.6395,0.1967,0.0868,0.4187,0.6261,0.7990,0.8502,0.1498,0.6232,0.6558,0.0000,0.3279,352.9879,3.5407,824,2025-10-17T21:51:38.231703
413,18,4,1.6428,0.1971,0.0869,0.4192,0.6268,0.7990,0.8499,0.1501,0.6239,0.6571,0.0000,0.3286,354.1704,4.7232,826,2025-10-17T21:51:38.250473
414,18,5,1.6466,0.1976,0.0869,0.4197,0.6277,0.7990,0.8496,0.1504,0.6245,0.6586,0.0000,0.3293,355.3543,5.9071,828,2025-10-17T21:51:38.269715
415,18,6,1.6499,0.1980,0.0870,0.4201,0.6284,0.7990,0.8493,0.1507,0.6252,0.6600,0.0000,0.3300,356.5393,7.0921,830,2025-10-17T21:51:38.289770
416,18,7,1.6533,0.1984,0.0871,0.4205,0.6292,0.7990,0.8490,0.1510,0.6258,0.6613,0.0000,0.3307,357.7256,8.2783,832,2025-10-17T21:51:38.309364
417,18,8,1.6566,0.1988,0.0871,0.4209,0.6299,0.7990,0.8488,0.1512,0.6264,0.6626,0.0000,0.3313,358.9129,9.4657,834,2025-10-17T21:51:38.329061
418,18,9,1.6599,0.1992,0.0872,0.4213,0.6306,0.7990,0.8485,0.1515,0.6270,0.6639,0.0000,0.3320,360.1014,10.6542,836,2025-10-17T21:51:38.348746
419,18,10,1.6631,0.1996,0.0872,0.4218,0.6313,0.7990,0.8476,0.1524,0.6276,0.6653,0.0000,0.3326,361.2910,11.8438,838,2025-10-17T21:51:38.367945
420,18,11,1.6664,0.2000,0.0873,0.4222,0.6321,0.7990,0.8480,0.1520,0.6281,0.6666,0.0000,0.3333,362.4817,13.0345,840,2025-10-17T21:51:38.387356
421,18,12,1.6696,0.2004,0.0873,0.4226,0.6328,0.7990,0.8477,0.1523,0.6287,0.6679,0.0000,0.3339,363.6736,14.2264,842,2025-10-17T21:51:38.406935
422,18,13,1.6729,0.2007,0.0874,0.4230,0.6335,0.7990,0.8475,0.1525,0.6293,0.6691,0.0000,0.3346,364.8665,15.4193,844,2025-10-17T21:51:38.426466
423,18,14,1.6761,0.2011,0.0875,0.4234,0.6342,0.7990,0.8472,0.1528,0.6299,0.6704,0.0000,0.3352,366.0606,16.6134,846,2025-10-17T21:51:38.446158
424,18,15,1.6793,0.2015,0.0876,0.4238,0.6349,0.7990,0.8463,0.1537,0.6304,0.6717,0.0000,0.3359,367.2557,17.8085,848,2025-10-17T21:51:38.465742
425,18,16,1.6824,0.2019,0.0877,0.4242,0.6356,0.7990,0.8467,0.1533,0.6310,0.6730,0.0000,0.3365,368.4519,19.0047,850,2025-10-17T21:51:38.485257
426,18,17,1.6856,0.2023,0.0878,0.4246,0.6363,0.7990,0.8464,0.1536,0.6316,0.6742,0.0000,0.3371,369.6491,20.2019,852,2025-10-17T21:51:38.504951
427,18,18,1.6887,0.2026,0.0879,0.4250,0.6370,0.7990,0.8462,0.1538,0.6321,0.6755,0.0000,0.3377,370.8474,21.4002,854,2025-10-17T21:51:38.525257
428,18,19,1.6919,0.2030,0.0879,0.4254,0.6376,0.7990,0.8459,0.1541,0.6327,0.6767,0.0000,0.3384,372.0468,22.5996,856,2025-10-17T21:51:38.545529
429,18,20,1.6950,0.2034,0.0880,0.4258,0.6383,0.7990,0.8457,0.1543,0.6332,0.6780,0.0000,0.3390,373.2472,23.8000,858,2025-10-17T21:51:38.566101
430,18,21,1.6981,0.2038,0.0880,0.4262,0.6390,0.7990,0.8454,0.1546,0.6338,0.6792,0.0000,0.3396,374.4487,25.0015,860,2025-10-17T21:51:38.585478
431,18,22,1.7012,0.2041,0.0881,0.4265,0.6397,0.7990,0.8452,0.1548,0.6343,0.6805,0.0000,0.3402,375.6511,26.2039,862,2025-10-17T21:51:38.604575
432,18,23,1.7042,0.2045,0.0881,0.4269,0.6403,0.7990,0.8449,0.1551,0.6348,0.6817,0.0000,0.3408,376.8546,27.4074,864,2025-10-17T21:51:38.624234
433,19,0,1.7075,0.2049,0.0881,0.4273,0.6410,0.7990,0.8447,0.1553,0.6354,0.6830,0.0000,0.3415,378.0872,0.0000,866,2025-10-17T21:51:38.644703
434,19,1,1.7107,0.2053,0.0882,0.4277,0.6417,0.7990,0.8438,0.1562,0.6360,0.6843,0.0000,0.3421,379.3208,1.2336,868,2025-10-17T21:51:38.664282
435,19,2,1.7139,0.2057,0.0884,0.4281,0.6424,0.7990,0.8442,0.1558,0.6365,0.6855,0.0000,0.3428,380.5555,2.4683,870,2025-10-17T21:51:38.683745
436,19,3,1.7171,0.2060,0.0885,0.4285,0.6431,0.7990,0.8439,0.1561,0.6371,0.6868,0.0000,0.3434,381.7913,3.7041,872,2025-10-17T21:51:38.703919
437,19,4,1.7202,0.2064,0.0886,0.4289,0.6438,0.7990,0.8436,0.1564,0.6376,0.6881,0.0000,0.3440,383.0282,4.9410,874,2025-10-17T21:51:38.724031
438,19,5,1.7234,0.2068,0.0887,0.4293,0.6444,0.7990,0.8434,0.1566,0.6382,0.6893,0.0000,0.3447,384.2661,6.1789,876,2025-10-17T21:51:38.744192
439,19,6,1.7265,0.2072,0.0888,0.4297,0.6451,0.7990,0.8431,0.1569,0.6387,0.6906,0.0000,0.3453,385.5050,7.4178,878,2025-10-17T21:51:38.764229
440,19,7,1.7296,0.2076,0.0889,0.4301,0.6458,0.7990,0.8429,0.1571,0.6392,0.6918,0.0000,0.3459,386.7450,8.6578,880,2025-10-17T21:51:38.783920
441,19,8,1.7327,0.2079,0.0889,0.4305,0.6464,0.7990,0.8420,0.1580,0.6398,0.6931,0.0000,0.3465,387.9860,9.8988,882,2025-10-17T21:51:38.803620
442,19,9,1.7358,0.2083,0.0890,0.4309,0.6471,0.7990,0.8424,0.1576,0.6403,0.6943,0.0000,0.3472,389.2281,11.1409,884,2025-10-17T21:51:38.822995
443,19,10,1.7429,0.2092,0.0890,0.4318,0.6486,0.7990,0.8418,0.1582,0.6415,0.6972,0.0000,0.3486,390.4718,12.3846,886,2025-10-17T21:51:38.842363
444,19,11,1.7500,0.2100,0.0891,0.4326,0.6501,0.7990,0.8413,0.1587,0.6427,0.7000,0.0000,0.3500,391.7179,13.6307,888,2025-10-17T21:51:38.861760
445,19,12,1.7571,0.2109,0.0891,0.4335,0.6515,0.7990,0.8407,0.1593,0.6439,0.7028,0.0000,0.3514,392.9663,14.8791,890,2025-10-17T21:51:38.881680
446,19,13,1.7641,0.2117,0.0892,0.4344,0.6530,0.7990,0.8401,0.1599,0.6450,0.7056,0.0000,0.3528,394.2169,16.1297,892,2025-10-17T21:51:38.901448
447,19,14,1.7711,0.2125,0.0893,0.4352,0.6545,0.7990,0.8389,0.1611,0.6462,0.7084,0.0000,0.3542,395.4698,17.3827,894,2025-10-17T21:51:38.921421
