step,day,hour,timestamp,total_respiration_rate,maintenance_respiration,growth_respiration,leaf_respiration,stem_respiration,root_respiration,cumulative_respiration,daily_respiration,temperature_factor,biomass_factor,step_count,last_update
309,13,20,2025-10-15 13:32:41.978299,0.0144,0.0104,0.0039,0.0048,0.0008,0.0048,4.5545,0.5037,1.0497,1.0000,618,2025-10-15T13:32:41.974265
310,13,21,2025-10-15 13:32:41.994076,0.0147,0.0104,0.0042,0.0048,0.0008,0.0048,4.5837,0.5328,1.0497,1.0000,620,2025-10-15T13:32:41.990085
311,13,22,2025-10-15 13:32:42.010215,0.0149,0.0105,0.0045,0.0048,0.0008,0.0049,4.6135,0.5626,1.0497,1.0000,622,2025-10-15T13:32:42.006226
312,13,23,2025-10-15 13:32:42.025857,0.0152,0.0105,0.0047,0.0048,0.0008,0.0049,4.6437,0.5928,1.0497,1.0000,624,2025-10-15T13:32:42.021862
313,14,0,2025-10-15 13:32:42.042308,0.0097,0.0096,0.0001,0.0044,0.0007,0.0045,4.6678,0.0000,0.9593,1.0000,626,2025-10-15T13:32:42.038354
314,14,1,2025-10-15 13:32:42.057710,0.0102,0.0096,0.0006,0.0044,0.0008,0.0045,4.6878,0.0200,0.9593,1.0000,628,2025-10-15T13:32:42.053714
315,14,2,2025-10-15 13:32:42.073522,0.0110,0.0097,0.0013,0.0045,0.0008,0.0045,4.7093,0.0416,0.9593,1.0000,630,2025-10-15T13:32:42.069527
316,14,3,2025-10-15 13:32:42.089372,0.0117,0.0098,0.0019,0.0045,0.0008,0.0045,4.7324,0.0646,0.9593,1.0000,632,2025-10-15T13:32:42.085366
317,14,4,2025-10-15 13:32:42.105287,0.0123,0.0098,0.0025,0.0045,0.0008,0.0045,4.7567,0.0889,0.9593,1.0000,634,2025-10-15T13:32:42.101278
318,14,5,2025-10-15 13:32:42.121112,0.0128,0.0099,0.0030,0.0045,0.0008,0.0046,4.7821,0.1143,0.9593,1.0000,636,2025-10-15T13:32:42.117130
319,14,6,2025-10-15 13:32:42.136832,0.0133,0.0099,0.0034,0.0045,0.0008,0.0046,4.8084,0.1407,0.9593,1.0000,638,2025-10-15T13:32:42.132832
320,14,7,2025-10-15 13:32:42.152436,0.0137,0.0099,0.0038,0.0046,0.0008,0.0046,4.8356,0.1678,0.9593,1.0000,640,2025-10-15T13:32:42.148598
321,14,8,2025-10-15 13:32:42.168202,0.0140,0.0100,0.0041,0.0046,0.0008,0.0046,4.8635,0.1957,0.9593,1.0000,642,2025-10-15T13:32:42.164184
322,14,9,2025-10-15 13:32:42.184154,0.0143,0.0100,0.0044,0.0046,0.0008,0.0046,4.8920,0.2243,0.9593,1.0000,644,2025-10-15T13:32:42.180117
323,14,10,2025-10-15 13:32:42.200208,0.0146,0.0100,0.0046,0.0046,0.0008,0.0046,4.9211,0.2533,0.9593,1.0000,646,2025-10-15T13:32:42.196233
324,14,11,2025-10-15 13:32:42.216554,0.0148,0.0100,0.0048,0.0046,0.0008,0.0046,4.9506,0.2828,0.9593,1.0000,648,2025-10-15T13:32:42.212053
325,14,12,2025-10-15 13:32:42.232453,0.0101,0.0100,0.0001,0.0046,0.0008,0.0046,4.9757,0.3079,0.9593,1.0000,650,2025-10-15T13:32:42.228446
326,14,13,2025-10-15 13:32:42.248194,0.0106,0.0101,0.0006,0.0046,0.0008,0.0047,4.9965,0.3287,0.9593,1.0000,652,2025-10-15T13:32:42.244221
327,14,14,2025-10-15 13:32:42.263909,0.0114,0.0101,0.0013,0.0046,0.0008,0.0047,5.0189,0.3511,0.9593,1.0000,654,2025-10-15T13:32:42.259875
328,14,15,2025-10-15 13:32:42.279718,0.0121,0.0102,0.0019,0.0047,0.0008,0.0047,5.0428,0.3750,0.9593,1.0000,656,2025-10-15T13:32:42.275739
329,14,16,2025-10-15 13:32:42.295310,0.0127,0.0102,0.0025,0.0047,0.0008,0.0047,5.0679,0.4002,0.9593,1.0000,658,2025-10-15T13:32:42.291549
330,14,17,2025-10-15 13:32:42.310907,0.0133,0.0103,0.0030,0.0047,0.0008,0.0048,5.0942,0.4264,0.9593,1.0000,660,2025-10-15T13:32:42.306970
331,14,18,2025-10-15 13:32:42.326479,0.0137,0.0103,0.0034,0.0047,0.0008,0.0048,5.1214,0.4536,0.9593,1.0000,662,2025-10-15T13:32:42.322493
332,14,19,2025-10-15 13:32:42.342192,0.0141,0.0103,0.0038,0.0047,0.0008,0.0048,5.1494,0.4816,0.9593,1.0000,664,2025-10-15T13:32:42.338207
