step,day,hour,timestamp,total_respiration_rate,maintenance_respiration,growth_respiration,leaf_respiration,stem_respiration,root_respiration,cumulative_respiration,daily_respiration,temperature_factor,biomass_factor,step_count,last_update
639,27,14,2025-10-15 13:32:47.209265,0.0230,0.0229,0.0001,0.0105,0.0018,0.0106,17.0967,0.6509,0.9862,1.0000,1278,2025-10-15T13:32:47.205266
640,27,15,2025-10-15 13:32:47.225001,0.0231,0.0229,0.0001,0.0105,0.0018,0.0106,17.1428,0.6970,0.9862,1.0000,1280,2025-10-15T13:32:47.221027
641,27,16,2025-10-15 13:32:47.240966,0.0231,0.0229,0.0002,0.0105,0.0018,0.0106,17.1889,0.7432,0.9862,1.0000,1282,2025-10-15T13:32:47.236990
642,27,17,2025-10-15 13:32:47.256665,0.0231,0.0229,0.0002,0.0105,0.0018,0.0106,17.2352,0.7894,0.9862,1.0000,1284,2025-10-15T13:32:47.252694
643,27,18,2025-10-15 13:32:47.272525,0.0231,0.0229,0.0002,0.0105,0.0018,0.0106,17.2815,0.8357,0.9862,1.0000,1286,2025-10-15T13:32:47.268568
644,27,19,2025-10-15 13:32:47.288937,0.0232,0.0229,0.0002,0.0105,0.0018,0.0106,17.3278,0.8820,0.9862,1.0000,1288,2025-10-15T13:32:47.284923
645,27,20,2025-10-15 13:32:47.305252,0.0232,0.0229,0.0002,0.0105,0.0018,0.0106,17.3741,0.9284,0.9862,1.0000,1290,2025-10-15T13:32:47.301215
646,27,21,2025-10-15 13:32:47.321203,0.0232,0.0229,0.0002,0.0105,0.0018,0.0106,17.4205,0.9748,0.9862,1.0000,1292,2025-10-15T13:32:47.317196
647,27,22,2025-10-15 13:32:47.337015,0.0232,0.0229,0.0002,0.0105,0.0018,0.0106,17.4669,1.0211,0.9862,1.0000,1294,2025-10-15T13:32:47.333011
648,27,23,2025-10-15 13:32:47.352804,0.0232,0.0229,0.0002,0.0105,0.0018,0.0106,17.5133,1.0675,0.9862,1.0000,1296,2025-10-15T13:32:47.348814
649,28,0,2025-10-15 13:32:47.368826,0.0225,0.0225,0.0000,0.0103,0.0017,0.0104,17.5584,0.0000,0.9659,1.0000,1298,2025-10-15T13:32:47.364790
650,28,1,2025-10-15 13:32:47.384657,0.0225,0.0225,0.0001,0.0103,0.0017,0.0104,17.6034,0.0450,0.9659,1.0000,1300,2025-10-15T13:32:47.380641
651,28,2,2025-10-15 13:32:47.400214,0.0226,0.0225,0.0002,0.0103,0.0017,0.0104,17.6487,0.0902,0.9659,1.0000,1302,2025-10-15T13:32:47.396222
652,28,3,2025-10-15 13:32:47.415993,0.0228,0.0225,0.0003,0.0103,0.0018,0.0104,17.6941,0.1357,0.9659,1.0000,1304,2025-10-15T13:32:47.411982
653,28,4,2025-10-15 13:32:47.431758,0.0228,0.0225,0.0004,0.0103,0.0018,0.0104,17.7398,0.1813,0.9659,1.0000,1306,2025-10-15T13:32:47.427771
654,28,5,2025-10-15 13:32:47.447627,0.0229,0.0225,0.0004,0.0103,0.0018,0.0104,17.7856,0.2271,0.9659,1.0000,1308,2025-10-15T13:32:47.443722
655,28,6,2025-10-15 13:32:47.463292,0.0230,0.0225,0.0005,0.0103,0.0018,0.0104,17.8315,0.2731,0.9659,1.0000,1310,2025-10-15T13:32:47.459374
656,28,7,2025-10-15 13:32:47.479110,0.0230,0.0225,0.0005,0.0103,0.0018,0.0104,17.8775,0.3191,0.9659,1.0000,1312,2025-10-15T13:32:47.475139
657,28,8,2025-10-15 13:32:47.494912,0.0231,0.0225,0.0006,0.0103,0.0018,0.0104,17.9237,0.3652,0.9659,1.0000,1314,2025-10-15T13:32:47.490906
658,28,9,2025-10-15 13:32:47.510674,0.0231,0.0225,0.0006,0.0103,0.0018,0.0104,17.9699,0.4114,0.9659,1.0000,1316,2025-10-15T13:32:47.506691
659,28,10,2025-10-15 13:32:47.526294,0.0231,0.0225,0.0006,0.0103,0.0018,0.0104,18.0161,0.4577,0.9659,1.0000,1318,2025-10-15T13:32:47.522331
660,28,11,2025-10-15 13:32:47.541964,0.0231,0.0225,0.0006,0.0103,0.0018,0.0104,18.0624,0.5039,0.9659,1.0000,1320,2025-10-15T13:32:47.537971
661,28,12,2025-10-15 13:32:47.557580,0.0225,0.0225,0.0000,0.0103,0.0018,0.0104,18.1080,0.5496,0.9659,1.0000,1322,2025-10-15T13:32:47.553572
662,28,13,2025-10-15 13:32:47.572801,0.0226,0.0225,0.0000,0.0103,0.0018,0.0104,18.1531,0.5946,0.9659,1.0000,1324,2025-10-15T13:32:47.569028
663,28,14,2025-10-15 13:32:47.588585,0.0226,0.0225,0.0001,0.0103,0.0018,0.0104,18.1983,0.6399,0.9659,1.0000,1326,2025-10-15T13:32:47.584627
664,28,15,2025-10-15 13:32:47.604986,0.0227,0.0225,0.0001,0.0103,0.0018,0.0104,18.2436,0.6852,0.9659,1.0000,1328,2025-10-15T13:32:47.601162
665,28,16,2025-10-15 13:32:47.620721,0.0227,0.0225,0.0002,0.0103,0.0018,0.0104,18.2890,0.7306,0.9659,1.0000,1330,2025-10-15T13:32:47.616728
666,28,17,2025-10-15 13:32:47.636693,0.0228,0.0225,0.0002,0.0103,0.0018,0.0104,18.3346,0.7761,0.9659,1.0000,1332,2025-10-15T13:32:47.632626
667,28,18,2025-10-15 13:32:47.652550,0.0228,0.0225,0.0002,0.0103,0.0018,0.0104,18.3801,0.8217,0.9659,1.0000,1334,2025-10-15T13:32:47.648544
668,28,19,2025-10-15 13:32:47.668252,0.0228,0.0225,0.0003,0.0103,0.0018,0.0105,18.4257,0.8673,0.9659,1.0000,1336,2025-10-15T13:32:47.664278
669,28,20,2025-10-15 13:32:47.683815,0.0228,0.0225,0.0003,0.0103,0.0018,0.0105,18.4713,0.9129,0.9659,1.0000,1338,2025-10-15T13:32:47.679833
670,28,21,2025-10-15 13:32:47.699385,0.0228,0.0225,0.0003,0.0103,0.0018,0.0105,18.5169,0.9585,0.9659,1.0000,1340,2025-10-15T13:32:47.695393
671,28,22,2025-10-15 13:32:47.715013,0.0228,0.0225,0.0003,0.0103,0.0018,0.0105,18.5625,1.0041,0.9659,1.0000,1342,2025-10-15T13:32:47.711027
672,28,23,2025-10-15 13:32:47.730752,0.0228,0.0225,0.0002,0.0103,0.0018,0.0105,18.6081,1.0496,0.9659,1.0000,1344,2025-10-15T13:32:47.726724
673,29,0,2025-10-15 13:32:47.747000,0.0224,0.0224,0.0000,0.0103,0.0017,0.0104,18.6531,0.0000,0.9593,1.0000,1346,2025-10-15T13:32:47.742984
674,29,1,2025-10-15 13:32:47.762655,0.0224,0.0224,0.0000,0.0103,0.0017,0.0104,18.6979,0.0448,0.9593,1.0000,1348,2025-10-15T13:32:47.758774
675,29,2,2025-10-15 13:32:47.778254,0.0225,0.0224,0.0001,0.0103,0.0017,0.0104,18.7428,0.0897,0.9593,1.0000,1350,2025-10-15T13:32:47.774279
676,29,3,2025-10-15 13:32:47.793906,0.0226,0.0224,0.0002,0.0103,0.0017,0.0104,18.7879,0.1348,0.9593,1.0000,1352,2025-10-15T13:32:47.789933
677,29,4,2025-10-15 13:32:47.809887,0.0226,0.0224,0.0002,0.0103,0.0017,0.0104,18.8331,0.1801,0.9593,1.0000,1354,2025-10-15T13:32:47.805869
678,29,5,2025-10-15 13:32:47.825650,0.0227,0.0224,0.0003,0.0103,0.0017,0.0104,18.8785,0.2254,0.9593,1.0000,1356,2025-10-15T13:32:47.821670
679,29,6,2025-10-15 13:32:47.841234,0.0227,0.0224,0.0003,0.0103,0.0017,0.0104,18.9238,0.2707,0.9593,1.0000,1358,2025-10-15T13:32:47.837165
680,29,7,2025-10-15 13:32:47.857119,0.0227,0.0224,0.0003,0.0103,0.0017,0.0104,18.9693,0.3162,0.9593,1.0000,1360,2025-10-15T13:32:47.853112
681,29,8,2025-10-15 13:32:47.872900,0.0227,0.0224,0.0003,0.0103,0.0017,0.0104,19.0147,0.3616,0.9593,1.0000,1362,2025-10-15T13:32:47.868927
682,29,9,2025-10-15 13:32:47.889533,0.0227,0.0224,0.0003,0.0103,0.0017,0.0104,19.0602,0.4071,0.9593,1.0000,1364,2025-10-15T13:32:47.884764
683,29,10,2025-10-15 13:32:47.905246,0.0227,0.0224,0.0003,0.0103,0.0017,0.0104,19.1057,0.4526,0.9593,1.0000,1366,2025-10-15T13:32:47.901358
684,29,11,2025-10-15 13:32:47.921088,0.0227,0.0224,0.0003,0.0103,0.0017,0.0104,19.1512,0.4981,0.9593,1.0000,1368,2025-10-15T13:32:47.917144
685,29,12,2025-10-15 13:32:47.936809,0.0224,0.0224,0.0000,0.0103,0.0017,0.0104,19.1964,0.5433,0.9593,1.0000,1370,2025-10-15T13:32:47.932776
686,29,13,2025-10-15 13:32:47.952524,0.0224,0.0224,0.0000,0.0103,0.0017,0.0104,19.2412,0.5881,0.9593,1.0000,1372,2025-10-15T13:32:47.948575
687,29,14,2025-10-15 13:32:47.968241,0.0225,0.0224,0.0000,0.0103,0.0017,0.0104,19.2861,0.6330,0.9593,1.0000,1374,2025-10-15T13:32:47.964260
688,29,15,2025-10-15 13:32:47.983925,0.0225,0.0224,0.0001,0.0103,0.0017,0.0104,19.3311,0.6780,0.9593,1.0000,1376,2025-10-15T13:32:47.979900
689,29,16,2025-10-15 13:32:47.999552,0.0225,0.0224,0.0001,0.0103,0.0017,0.0104,19.3762,0.7231,0.9593,1.0000,1378,2025-10-15T13:32:47.995565
690,29,17,2025-10-15 13:32:48.015208,0.0225,0.0224,0.0001,0.0103,0.0017,0.0104,19.4212,0.7681,0.9593,1.0000,1380,2025-10-15T13:32:48.011210
691,29,18,2025-10-15 13:32:48.030881,0.0225,0.0224,0.0001,0.0103,0.0017,0.0104,19.4663,0.8132,0.9593,1.0000,1382,2025-10-15T13:32:48.026912
692,29,19,2025-10-15 13:32:48.046582,0.0226,0.0224,0.0001,0.0103,0.0017,0.0104,19.5114,0.8583,0.9593,1.0000,1384,2025-10-15T13:32:48.042616
693,29,20,2025-10-15 13:32:48.062332,0.0226,0.0224,0.0001,0.0103,0.0017,0.0104,19.5566,0.9035,0.9593,1.0000,1386,2025-10-15T13:32:48.058336
694,29,21,2025-10-15 13:32:48.078352,0.0226,0.0224,0.0001,0.0103,0.0017,0.0104,19.6017,0.9486,0.9593,1.0000,1388,2025-10-15T13:32:48.074351
695,29,22,2025-10-15 13:32:48.094122,0.0226,0.0224,0.0001,0.0103,0.0017,0.0104,19.6469,0.9938,0.9593,1.0000,1390,2025-10-15T13:32:48.090143
696,29,23,2025-10-15 13:32:48.109873,0.0226,0.0224,0.0001,0.0103,0.0017,0.0104,19.6920,1.0389,0.9593,1.0000,1392,2025-10-15T13:32:48.105839
697,30,0,2025-10-15 13:32:48.125850,0.0197,0.0197,0.0000,0.0090,0.0015,0.0091,19.7315,0.0000,0.8409,1.0000,1394,2025-10-15T13:32:48.121868
698,30,1,2025-10-15 13:32:48.141604,0.0199,0.0197,0.0002,0.0090,0.0015,0.0091,19.7710,0.0396,0.8409,1.0000,1396,2025-10-15T13:32:48.137575
699,30,2,2025-10-15 13:32:48.157252,0.0204,0.0197,0.0007,0.0090,0.0015,0.0091,19.8115,0.0801,0.8409,1.0000,1398,2025-10-15T13:32:48.153265
700,30,3,2025-10-15 13:32:48.172978,0.0208,0.0197,0.0011,0.0091,0.0015,0.0092,19.8530,0.1215,0.8409,1.0000,1400,2025-10-15T13:32:48.168974
701,30,4,2025-10-15 13:32:48.188962,0.0212,0.0198,0.0014,0.0091,0.0015,0.0092,19.8952,0.1637,0.8409,1.0000,1402,2025-10-15T13:32:48.185114
702,30,5,2025-10-15 13:32:48.204694,0.0215,0.0198,0.0017,0.0091,0.0015,0.0092,19.9380,0.2066,0.8409,1.0000,1404,2025-10-15T13:32:48.200711
703,30,6,2025-10-15 13:32:48.219941,0.0218,0.0198,0.0020,0.0091,0.0015,0.0092,19.9814,0.2500,0.8409,1.0000,1406,2025-10-15T13:32:48.215961
704,30,7,2025-10-15 13:32:48.235933,0.0220,0.0198,0.0022,0.0091,0.0015,0.0092,20.0253,0.2939,0.8409,1.0000,1408,2025-10-15T13:32:48.231955
705,30,8,2025-10-15 13:32:48.251875,0.0222,0.0198,0.0024,0.0091,0.0015,0.0092,20.0696,0.3382,0.8409,1.0000,1410,2025-10-15T13:32:48.247876
706,30,9,2025-10-15 13:32:48.268052,0.0224,0.0199,0.0025,0.0091,0.0015,0.0092,20.1143,0.3828,0.8409,1.0000,1412,2025-10-15T13:32:48.264069
707,30,10,2025-10-15 13:32:48.284119,0.0225,0.0199,0.0027,0.0091,0.0015,0.0092,20.1592,0.4278,0.8409,1.0000,1414,2025-10-15T13:32:48.280082
708,30,11,2025-10-15 13:32:48.300039,0.0226,0.0199,0.0028,0.0091,0.0015,0.0092,20.2044,0.4730,0.8409,1.0000,1416,2025-10-15T13:32:48.296112
709,30,12,2025-10-15 13:32:48.315991,0.0199,0.0199,0.0000,0.0091,0.0015,0.0092,20.2470,0.5156,0.8409,1.0000,1418,2025-10-15T13:32:48.312006
710,30,13,2025-10-15 13:32:48.331900,0.0202,0.0199,0.0003,0.0091,0.0015,0.0092,20.2872,0.5557,0.8409,1.0000,1420,2025-10-15T13:32:48.327881
711,30,14,2025-10-15 13:32:48.347805,0.0206,0.0199,0.0007,0.0091,0.0016,0.0092,20.3282,0.5967,0.8409,1.0000,1422,2025-10-15T13:32:48.343814
712,30,15,2025-10-15 13:32:48.363765,0.0210,0.0200,0.0010,0.0091,0.0016,0.0092,20.3700,0.6385,0.8409,1.0000,1424,2025-10-15T13:32:48.359699
713,30,16,2025-10-15 13:32:48.379731,0.0213,0.0200,0.0013,0.0092,0.0016,0.0093,20.4124,0.6809,0.8409,1.0000,1426,2025-10-15T13:32:48.375737
714,30,17,2025-10-15 13:32:48.395621,0.0215,0.0200,0.0016,0.0092,0.0016,0.0093,20.4553,0.7239,0.8409,1.0000,1428,2025-10-15T13:32:48.391615
715,30,18,2025-10-15 13:32:48.411599,0.0218,0.0200,0.0018,0.0092,0.0016,0.0093,20.4988,0.7673,0.8409,1.0000,1430,2025-10-15T13:32:48.407583
716,30,19,2025-10-15 13:32:48.427555,0.0219,0.0200,0.0019,0.0092,0.0016,0.0093,20.5426,0.8111,0.8409,1.0000,1432,2025-10-15T13:32:48.423563
717,30,20,2025-10-15 13:32:48.443506,0.0221,0.0200,0.0021,0.0092,0.0016,0.0093,20.5867,0.8552,0.8409,1.0000,1434,2025-10-15T13:32:48.439450
718,30,21,2025-10-15 13:32:48.459425,0.0222,0.0200,0.0022,0.0092,0.0016,0.0093,20.6311,0.8996,0.8409,1.0000,1436,2025-10-15T13:32:48.455415
719,30,22,2025-10-15 13:32:48.475377,0.0223,0.0200,0.0023,0.0092,0.0016,0.0093,20.6757,0.9442,0.8409,1.0000,1438,2025-10-15T13:32:48.471372
720,30,23,2025-10-15 13:32:48.494277,0.0224,0.0201,0.0024,0.0092,0.0016,0.0093,20.7205,0.9890,0.8409,1.0000,1440,2025-10-15T13:32:48.490274
721,31,0,2025-10-15 13:32:48.510693,0.0218,0.0218,0.0000,0.0100,0.0017,0.0101,20.7665,0.0000,0.9138,1.0000,1442,2025-10-15T13:32:48.506657
722,31,1,2025-10-15 13:32:48.526425,0.0219,0.0218,0.0001,0.0100,0.0017,0.0101,20.8102,0.0438,0.9138,1.0000,1444,2025-10-15T13:32:48.522421
723,31,2,2025-10-15 13:32:48.542108,0.0220,0.0218,0.0002,0.0100,0.0017,0.0101,20.8542,0.0877,0.9138,1.0000,1446,2025-10-15T13:32:48.538088
724,31,3,2025-10-15 13:32:48.557941,0.0221,0.0218,0.0002,0.0100,0.0017,0.0101,20.8983,0.1318,0.9138,1.0000,1448,2025-10-15T13:32:48.553969
725,31,4,2025-10-15 13:32:48.573464,0.0221,0.0218,0.0003,0.0100,0.0017,0.0101,20.9425,0.1760,0.9138,1.0000,1450,2025-10-15T13:32:48.569484
726,31,5,2025-10-15 13:32:48.589301,0.0222,0.0218,0.0003,0.0100,0.0017,0.0101,20.9868,0.2203,0.9138,1.0000,1452,2025-10-15T13:32:48.585259
727,31,6,2025-10-15 13:32:48.604754,0.0222,0.0218,0.0004,0.0100,0.0017,0.0101,21.0312,0.2647,0.9138,1.0000,1454,2025-10-15T13:32:48.600788
728,31,7,2025-10-15 13:32:48.620474,0.0222,0.0218,0.0004,0.0100,0.0017,0.0101,21.0757,0.3092,0.9138,1.0000,1456,2025-10-15T13:32:48.616470
729,31,8,2025-10-15 13:32:48.636176,0.0223,0.0218,0.0004,0.0100,0.0017,0.0101,21.1202,0.3537,0.9138,1.0000,1458,2025-10-15T13:32:48.632204
730,31,9,2025-10-15 13:32:48.652021,0.0223,0.0218,0.0004,0.0100,0.0017,0.0101,21.1647,0.3982,0.9138,1.0000,1460,2025-10-15T13:32:48.647960
731,31,10,2025-10-15 13:32:48.667761,0.0223,0.0218,0.0005,0.0100,0.0017,0.0101,21.2093,0.4428,0.9138,1.0000,1462,2025-10-15T13:32:48.663795
732,31,11,2025-10-15 13:32:48.683580,0.0223,0.0218,0.0005,0.0100,0.0017,0.0101,21.2539,0.4874,0.9138,1.0000,1464,2025-10-15T13:32:48.679584
733,31,12,2025-10-15 13:32:48.699339,0.0218,0.0218,0.0000,0.0100,0.0017,0.0101,21.2980,0.5315,0.9138,1.0000,1466,2025-10-15T13:32:48.695344
734,31,13,2025-10-15 13:32:48.714895,0.0219,0.0218,0.0000,0.0100,0.0017,0.0101,21.3417,0.5752,0.9138,1.0000,1468,2025-10-15T13:32:48.710901
735,31,14,2025-10-15 13:32:48.730528,0.0219,0.0218,0.0001,0.0100,0.0017,0.0101,21.3855,0.6190,0.9138,1.0000,1470,2025-10-15T13:32:48.726525
736,31,15,2025-10-15 13:32:48.746416,0.0220,0.0218,0.0001,0.0100,0.0017,0.0101,21.4294,0.6629,0.9138,1.0000,1472,2025-10-15T13:32:48.742433
737,31,16,2025-10-15 13:32:48.762192,0.0220,0.0218,0.0002,0.0100,0.0017,0.0101,21.4734,0.7070,0.9138,1.0000,1474,2025-10-15T13:32:48.758166
738,31,17,2025-10-15 13:32:48.778219,0.0220,0.0218,0.0002,0.0100,0.0017,0.0101,21.5175,0.7510,0.9138,1.0000,1476,2025-10-15T13:32:48.774218
739,31,18,2025-10-15 13:32:48.794778,0.0221,0.0219,0.0002,0.0100,0.0017,0.0101,21.5616,0.7951,0.9138,1.0000,1478,2025-10-15T13:32:48.790756
740,31,19,2025-10-15 13:32:48.810419,0.0221,0.0219,0.0002,0.0100,0.0017,0.0101,21.6058,0.8393,0.9138,1.0000,1480,2025-10-15T13:32:48.806455
741,31,20,2025-10-15 13:32:48.826101,0.0221,0.0219,0.0002,0.0100,0.0017,0.0101,21.6499,0.8835,0.9138,1.0000,1482,2025-10-15T13:32:48.822165
742,31,21,2025-10-15 13:32:48.841836,0.0221,0.0219,0.0003,0.0100,0.0017,0.0101,21.6942,0.9277,0.9138,1.0000,1484,2025-10-15T13:32:48.837846
743,31,22,2025-10-15 13:32:48.857599,0.0221,0.0219,0.0003,0.0100,0.0017,0.0101,21.7384,0.9719,0.9138,1.0000,1486,2025-10-15T13:32:48.853631
744,31,23,2025-10-15 13:32:48.873324,0.0221,0.0219,0.0003,0.0100,0.0017,0.0101,21.7826,1.0161,0.9138,1.0000,1488,2025-10-15T13:32:48.869334
745,32,0,2025-10-15 13:32:48.889199,0.0225,0.0225,0.0000,0.0103,0.0017,0.0104,21.8278,0.0000,0.9395,1.0000,1490,2025-10-15T13:32:48.885228
746,32,1,2025-10-15 13:32:48.904968,0.0225,0.0225,0.0000,0.0103,0.0017,0.0104,21.8727,0.0449,0.9395,1.0000,1492,2025-10-15T13:32:48.900966
747,32,2,2025-10-15 13:32:48.920698,0.0225,0.0225,0.0000,0.0103,0.0017,0.0104,21.9177,0.0899,0.9395,1.0000,1494,2025-10-15T13:32:48.916712
748,32,3,2025-10-15 13:32:48.936603,0.0225,0.0225,0.0000,0.0103,0.0017,0.0104,21.9626,0.1348,0.9395,1.0000,1496,2025-10-15T13:32:48.932620
749,32,4,2025-10-15 13:32:48.952308,0.0225,0.0225,0.0000,0.0103,0.0017,0.0104,22.0075,0.1797,0.9395,1.0000,1498,2025-10-15T13:32:48.948334
750,32,5,2025-10-15 13:32:48.968186,0.0225,0.0225,0.0000,0.0103,0.0017,0.0104,22.0525,0.2247,0.9395,1.0000,1500,2025-10-15T13:32:48.964180
751,32,6,2025-10-15 13:32:48.983934,0.0225,0.0225,0.0000,0.0103,0.0017,0.0104,22.0974,0.2696,0.9395,1.0000,1502,2025-10-15T13:32:48.979938
752,32,7,2025-10-15 13:32:48.999874,0.0225,0.0225,0.0000,0.0103,0.0017,0.0104,22.1423,0.3146,0.9395,1.0000,1504,2025-10-15T13:32:48.995865
753,32,8,2025-10-15 13:32:49.015776,0.0225,0.0225,0.0000,0.0103,0.0017,0.0104,22.1873,0.3595,0.9395,1.0000,1506,2025-10-15T13:32:49.011802
754,32,9,2025-10-15 13:32:49.031669,0.0225,0.0225,0.0000,0.0103,0.0017,0.0104,22.2322,0.4044,0.9395,1.0000,1508,2025-10-15T13:32:49.027661
755,32,10,2025-10-15 13:32:49.047659,0.0225,0.0225,0.0000,0.0103,0.0017,0.0104,22.2771,0.4494,0.9395,1.0000,1510,2025-10-15T13:32:49.043680
756,32,11,2025-10-15 13:32:49.063062,0.0225,0.0225,0.0000,0.0103,0.0017,0.0104,22.3221,0.4943,0.9395,1.0000,1512,2025-10-15T13:32:49.059079
757,32,12,2025-10-15 13:32:49.078780,0.0225,0.0225,0.0000,0.0103,0.0017,0.0104,22.3670,0.5392,0.9395,1.0000,1514,2025-10-15T13:32:49.074791
758,32,13,2025-10-15 13:32:49.095096,0.0225,0.0225,0.0000,0.0103,0.0017,0.0104,22.4120,0.5842,0.9395,1.0000,1516,2025-10-15T13:32:49.091128
759,32,14,2025-10-15 13:32:49.110650,0.0225,0.0225,0.0000,0.0103,0.0017,0.0104,22.4569,0.6291,0.9395,1.0000,1518,2025-10-15T13:32:49.106827
760,32,15,2025-10-15 13:32:49.126481,0.0225,0.0225,0.0000,0.0103,0.0017,0.0104,22.5018,0.6740,0.9395,1.0000,1520,2025-10-15T13:32:49.122465
761,32,16,2025-10-15 13:32:49.142267,0.0225,0.0225,0.0000,0.0103,0.0017,0.0104,22.5468,0.7190,0.9395,1.0000,1522,2025-10-15T13:32:49.138238
762,32,17,2025-10-15 13:32:49.158350,0.0225,0.0225,0.0000,0.0103,0.0017,0.0104,22.5917,0.7639,0.9395,1.0000,1524,2025-10-15T13:32:49.154325
763,32,18,2025-10-15 13:32:49.174334,0.0225,0.0225,0.0000,0.0103,0.0017,0.0104,22.6366,0.8089,0.9395,1.0000,1526,2025-10-15T13:32:49.170320
764,32,19,2025-10-15 13:32:49.190064,0.0225,0.0225,0.0000,0.0103,0.0017,0.0104,22.6816,0.8538,0.9395,1.0000,1528,2025-10-15T13:32:49.186074
765,32,20,2025-10-15 13:32:49.206130,0.0225,0.0225,0.0000,0.0103,0.0017,0.0104,22.7265,0.8987,0.9395,1.0000,1530,2025-10-15T13:32:49.202090
766,32,21,2025-10-15 13:32:49.222076,0.0225,0.0225,0.0000,0.0103,0.0017,0.0104,22.7714,0.9437,0.9395,1.0000,1532,2025-10-15T13:32:49.218055
767,32,22,2025-10-15 13:32:49.238230,0.0225,0.0225,0.0000,0.0103,0.0017,0.0104,22.8164,0.9886,0.9395,1.0000,1534,2025-10-15T13:32:49.234236
768,32,23,2025-10-15 13:32:49.254176,0.0225,0.0225,0.0000,0.0103,0.0017,0.0104,22.8613,1.0335,0.9395,1.0000,1536,2025-10-15T13:32:49.250158
769,33,0,2025-10-15 13:32:49.270547,0.0205,0.0205,0.0000,0.0094,0.0016,0.0095,22.9024,0.0000,0.8586,1.0000,1538,2025-10-15T13:32:49.266585
770,33,1,2025-10-15 13:32:49.286476,0.0205,0.0205,0.0000,0.0094,0.0016,0.0095,22.9435,0.0411,0.8586,1.0000,1540,2025-10-15T13:32:49.282444
771,33,2,2025-10-15 13:32:49.302282,0.0206,0.0205,0.0000,0.0094,0.0016,0.0095,22.9846,0.0822,0.8586,1.0000,1542,2025-10-15T13:32:49.298476
772,33,3,2025-10-15 13:32:49.318258,0.0207,0.0206,0.0001,0.0094,0.0016,0.0095,23.0259,0.1235,0.8586,1.0000,1544,2025-10-15T13:32:49.314248
773,33,4,2025-10-15 13:32:49.334272,0.0208,0.0206,0.0003,0.0094,0.0016,0.0095,23.0675,0.1651,0.8586,1.0000,1546,2025-10-15T13:32:49.330264
774,33,5,2025-10-15 13:32:49.350378,0.0209,0.0206,0.0004,0.0094,0.0016,0.0095,23.1093,0.2069,0.8586,1.0000,1548,2025-10-15T13:32:49.346377
775,33,6,2025-10-15 13:32:49.366116,0.0210,0.0206,0.0004,0.0094,0.0016,0.0095,23.1513,0.2489,0.8586,1.0000,1550,2025-10-15T13:32:49.362101
776,33,7,2025-10-15 13:32:49.382126,0.0211,0.0206,0.0005,0.0094,0.0016,0.0095,23.1934,0.2910,0.8586,1.0000,1552,2025-10-15T13:32:49.378125
777,33,8,2025-10-15 13:32:49.398674,0.0211,0.0206,0.0005,0.0094,0.0016,0.0095,23.2357,0.3333,0.8586,1.0000,1554,2025-10-15T13:32:49.394657
778,33,9,2025-10-15 13:32:49.414340,0.0212,0.0206,0.0006,0.0094,0.0016,0.0095,23.2780,0.3756,0.8586,1.0000,1556,2025-10-15T13:32:49.410383
779,33,10,2025-10-15 13:32:49.430031,0.0212,0.0206,0.0006,0.0094,0.0016,0.0095,23.3204,0.4180,0.8586,1.0000,1558,2025-10-15T13:32:49.426230
780,33,11,2025-10-15 13:32:49.445995,0.0212,0.0206,0.0006,0.0094,0.0016,0.0095,23.3629,0.4605,0.8586,1.0000,1560,2025-10-15T13:32:49.441841
781,33,12,2025-10-15 13:32:49.461866,0.0206,0.0206,0.0000,0.0094,0.0016,0.0095,23.4047,0.5024,0.8586,1.0000,1562,2025-10-15T13:32:49.457856
782,33,13,2025-10-15 13:32:49.477948,0.0207,0.0206,0.0001,0.0094,0.0016,0.0096,23.4461,0.5437,0.8586,1.0000,1564,2025-10-15T13:32:49.473919
783,33,14,2025-10-15 13:32:49.493973,0.0208,0.0206,0.0002,0.0095,0.0016,0.0096,23.4876,0.5852,0.8586,1.0000,1566,2025-10-15T13:32:49.490065
784,33,15,2025-10-15 13:32:49.509882,0.0209,0.0206,0.0003,0.0095,0.0016,0.0096,23.5293,0.6269,0.8586,1.0000,1568,2025-10-15T13:32:49.505900
785,33,16,2025-10-15 13:32:49.525951,0.0210,0.0206,0.0003,0.0095,0.0016,0.0096,23.5712,0.6688,0.8586,1.0000,1570,2025-10-15T13:32:49.521963
786,33,17,2025-10-15 13:32:49.541800,0.0210,0.0206,0.0004,0.0095,0.0016,0.0096,23.6132,0.7108,0.8586,1.0000,1572,2025-10-15T13:32:49.537814
787,33,18,2025-10-15 13:32:49.557630,0.0211,0.0206,0.0004,0.0095,0.0016,0.0096,23.6553,0.7529,0.8586,1.0000,1574,2025-10-15T13:32:49.553562
788,33,19,2025-10-15 13:32:49.573459,0.0211,0.0206,0.0005,0.0095,0.0016,0.0096,23.6975,0.7951,0.8586,1.0000,1576,2025-10-15T13:32:49.569473
789,33,20,2025-10-15 13:32:49.589070,0.0211,0.0206,0.0005,0.0095,0.0016,0.0096,23.7397,0.8373,0.8586,1.0000,1578,2025-10-15T13:32:49.585034
790,33,21,2025-10-15 13:32:49.604927,0.0211,0.0206,0.0005,0.0095,0.0016,0.0096,23.7820,0.8796,0.8586,1.0000,1580,2025-10-15T13:32:49.600941
