step,day,hour,total_nitrogen_uptake,nitrate_uptake,ammonium_uptake,amino_acid_uptake,total_nitrogen_allocation,leaf_nitrogen_allocation,stem_nitrogen_allocation,root_nitrogen_allocation,reproductive_nitrogen_allocation,total_nitrogen_remobilization,nitrogen_use_efficiency,photosynthetic_n_use_efficiency,growth_n_use_efficiency,nitrogen_stress_index,luxury_uptake_factor,nitrogen_pools,nitrogen_concentrations,uptake_rates,allocation_rates,remobilization_rates,cumulative_nitrogen_uptake,daily_nitrogen_uptake,step_count,last_update
521,22,16,1.5901,4.2829,1.1840,0.0000,0.0080,0.0050,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},1.5901,0.0578,1042,2025-10-17T21:54:09.927640
522,22,17,1.5937,4.2735,1.1814,0.0000,0.0080,0.0050,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},1.5937,0.0615,1044,2025-10-17T21:54:09.951066
523,22,18,1.5974,4.3042,1.1898,0.0000,0.0080,0.0050,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},1.5974,0.0651,1046,2025-10-17T21:54:09.972724
524,22,19,1.6011,4.3100,1.1913,0.0000,0.0080,0.0050,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},1.6011,0.0688,1048,2025-10-17T21:54:09.992919
525,22,20,1.6047,4.2796,1.1829,0.0000,0.0080,0.0050,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},1.6047,0.0724,1050,2025-10-17T21:54:10.013501
526,22,21,1.6084,4.3164,1.1930,0.0000,0.0080,0.0050,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},1.6084,0.0761,1052,2025-10-17T21:54:10.034061
527,22,22,1.6120,4.2643,1.1785,0.0000,0.0080,0.0050,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},1.6120,0.0797,1054,2025-10-17T21:54:10.055121
528,22,23,1.6156,4.2040,1.1618,0.0000,0.0080,0.0050,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},1.6156,0.0833,1056,2025-10-17T21:54:10.077352
529,23,0,1.6190,3.8237,1.0566,0.0000,0.0080,0.0050,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},1.6190,0.0000,1058,2025-10-17T21:54:10.098303
530,23,1,1.6223,3.8230,1.0564,0.0000,0.0080,0.0050,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},1.6223,0.0033,1060,2025-10-17T21:54:10.119963
531,23,2,1.6256,3.8487,1.0635,0.0000,0.0080,0.0050,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},1.6256,0.0065,1062,2025-10-17T21:54:10.140488
532,23,3,1.6288,3.8072,1.0519,0.0000,0.0080,0.0050,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},1.6288,0.0098,1064,2025-10-17T21:54:10.160942
533,23,4,1.6321,3.8373,1.0602,0.0000,0.0080,0.0050,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},1.6321,0.0130,1066,2025-10-17T21:54:10.182166
534,23,5,1.6353,3.8271,1.0573,0.0000,0.0080,0.0050,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},1.6353,0.0163,1068,2025-10-17T21:54:10.202844
535,23,6,1.6386,3.8638,1.0674,0.0000,0.0080,0.0050,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},1.6386,0.0196,1070,2025-10-17T21:54:10.223236
536,23,7,1.6419,3.8124,1.0532,0.0000,0.0080,0.0050,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},1.6419,0.0228,1072,2025-10-17T21:54:10.243709
537,23,8,1.6451,3.8370,1.0599,0.0000,0.0080,0.0050,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},1.6451,0.0261,1074,2025-10-17T21:54:10.264127
538,23,9,1.6484,3.8750,1.0703,0.0000,0.0080,0.0050,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},1.6484,0.0294,1076,2025-10-17T21:54:10.285087
539,23,10,1.6517,3.9124,1.0806,0.0000,0.0080,0.0050,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},1.6517,0.0327,1078,2025-10-17T21:54:10.307025
540,23,11,1.6550,3.8649,1.0674,0.0000,0.0080,0.0050,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},1.6550,0.0360,1080,2025-10-17T21:54:10.327586
541,23,12,1.6583,3.8679,1.0682,0.0000,0.0080,0.0050,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},1.6583,0.0393,1082,2025-10-17T21:54:10.348752
542,23,13,1.6616,3.8865,1.0733,0.0000,0.0080,0.0050,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},1.6616,0.0426,1084,2025-10-17T21:54:10.371945
543,23,14,1.6649,3.8589,1.0656,0.0000,0.0080,0.0050,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},1.6649,0.0459,1086,2025-10-17T21:54:10.393117
544,23,15,1.6682,3.8182,1.0544,0.0000,0.0080,0.0050,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},1.6682,0.0491,1088,2025-10-17T21:54:10.414510
545,23,16,1.6714,3.8316,1.0580,0.0000,0.0080,0.0050,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},1.6714,0.0524,1090,2025-10-17T21:54:10.435025
546,23,17,1.6747,3.8767,1.0704,0.0000,0.0080,0.0050,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},1.6747,0.0557,1092,2025-10-17T21:54:10.455532
547,23,18,1.6780,3.8435,1.0612,0.0000,0.0080,0.0050,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},1.6780,0.0589,1094,2025-10-17T21:54:10.476617
548,23,19,1.6812,3.8363,1.0591,0.0000,0.0080,0.0050,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},1.6812,0.0622,1096,2025-10-17T21:54:10.498822
549,23,20,1.6845,3.8881,1.0734,0.0000,0.0080,0.0050,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},1.6845,0.0655,1098,2025-10-17T21:54:10.519998
550,23,21,1.6879,3.9473,1.0897,0.0000,0.0080,0.0050,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},1.6879,0.0688,1100,2025-10-17T21:54:10.542282
551,23,22,1.6912,3.9550,1.0917,0.0000,0.0080,0.0050,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},1.6912,0.0722,1102,2025-10-17T21:54:10.564399
552,23,23,1.6946,3.9407,1.0878,0.0000,0.0080,0.0050,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},1.6946,0.0756,1104,2025-10-17T21:54:10.585561
553,24,0,1.6979,3.9294,1.0846,0.0000,0.0080,0.0050,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},1.6979,0.0000,1106,2025-10-17T21:54:10.606523
554,24,1,1.7013,3.9583,1.0925,0.0000,0.0080,0.0050,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},1.7013,0.0034,1108,2025-10-17T21:54:10.626946
555,24,2,1.7047,3.9763,1.0974,0.0000,0.0080,0.0050,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},1.7047,0.0067,1110,2025-10-17T21:54:10.647716
556,24,3,1.7080,3.9850,1.0998,0.0000,0.0080,0.0050,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},1.7080,0.0101,1112,2025-10-17T21:54:10.670112
557,24,4,1.7114,3.9506,1.0902,0.0000,0.0080,0.0050,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},1.7114,0.0135,1114,2025-10-17T21:54:10.691153
558,24,5,1.7148,3.9066,1.0780,0.0000,0.0080,0.0050,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},1.7148,0.0168,1116,2025-10-17T21:54:10.713637
559,24,6,1.7181,3.9261,1.0834,0.0000,0.0080,0.0050,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},1.7181,0.0202,1118,2025-10-17T21:54:10.734354
560,24,7,1.7214,3.8991,1.0758,0.0000,0.0080,0.0050,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},1.7214,0.0235,1120,2025-10-17T21:54:10.756100
561,24,8,1.7247,3.9001,1.0761,0.0000,0.0080,0.0050,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},1.7247,0.0268,1122,2025-10-17T21:54:10.776487
562,24,9,1.7281,3.9038,1.0770,0.0000,0.0080,0.0050,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},1.7281,0.0301,1124,2025-10-17T21:54:10.796954
563,24,10,1.7314,3.9167,1.0805,0.0000,0.0080,0.0050,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},1.7314,0.0335,1126,2025-10-17T21:54:10.817555
564,24,11,1.7347,3.9073,1.0779,0.0000,0.0080,0.0050,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},1.7347,0.0368,1128,2025-10-17T21:54:10.838127
565,24,12,1.7381,3.9412,1.0872,0.0000,0.0080,0.0050,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},1.7381,0.0401,1130,2025-10-17T21:54:10.861659
566,24,13,1.7414,3.9451,1.0882,0.0000,0.0080,0.0050,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},1.7414,0.0435,1132,2025-10-17T21:54:10.882202
567,24,14,1.7448,3.9603,1.0924,0.0000,0.0080,0.0050,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},1.7448,0.0468,1134,2025-10-17T21:54:10.902480
568,24,15,1.7482,4.0165,1.1078,0.0000,0.0080,0.0050,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},1.7482,0.0502,1136,2025-10-17T21:54:10.922812
569,24,16,1.7515,3.9466,1.0884,0.0000,0.0080,0.0050,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},1.7515,0.0536,1138,2025-10-17T21:54:10.945104
570,24,17,1.7549,3.9852,1.0990,0.0000,0.0080,0.0050,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},1.7549,0.0570,1140,2025-10-17T21:54:10.967575
571,24,18,1.7583,4.0086,1.1055,0.0000,0.0080,0.0050,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},1.7583,0.0604,1142,2025-10-17T21:54:10.988700
572,24,19,1.7617,4.0558,1.1184,0.0000,0.0080,0.0050,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},1.7617,0.0638,1144,2025-10-17T21:54:11.010123
573,24,20,1.7652,4.0880,1.1272,0.0000,0.0080,0.0050,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},1.7652,0.0673,1146,2025-10-17T21:54:11.030449
574,24,21,1.7687,4.0806,1.1251,0.0000,0.0080,0.0050,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},1.7687,0.0708,1148,2025-10-17T21:54:11.051631
575,24,22,1.7721,4.0503,1.1167,0.0000,0.0080,0.0050,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},1.7721,0.0742,1150,2025-10-17T21:54:11.074155
576,24,23,1.7756,4.0193,1.1081,0.0000,0.0080,0.0050,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},1.7756,0.0776,1152,2025-10-17T21:54:11.095155
577,25,0,1.7791,4.2341,1.1673,0.0000,0.0080,0.0050,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},1.7791,0.0000,1154,2025-10-17T21:54:11.116233
578,25,1,1.7827,4.2536,1.1726,0.0000,0.0080,0.0050,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},1.7827,0.0036,1156,2025-10-17T21:54:11.136653
579,25,2,1.7863,4.2799,1.1798,0.0000,0.0080,0.0050,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},1.7863,0.0072,1158,2025-10-17T21:54:11.159104
580,25,3,1.7900,4.3079,1.1874,0.0000,0.0080,0.0050,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},1.7900,0.0109,1160,2025-10-17T21:54:11.181209
581,25,4,1.7936,4.2439,1.1697,0.0000,0.0080,0.0050,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},1.7936,0.0145,1162,2025-10-17T21:54:11.202972
582,25,5,1.7972,4.1863,1.1538,0.0000,0.0080,0.0050,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},1.7972,0.0181,1164,2025-10-17T21:54:11.223053
583,25,6,1.8008,4.2505,1.1714,0.0000,0.0080,0.0050,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},1.8008,0.0217,1166,2025-10-17T21:54:11.243810
584,25,7,1.8044,4.2479,1.1706,0.0000,0.0080,0.0050,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},1.8044,0.0253,1168,2025-10-17T21:54:11.263806
585,25,8,1.8080,4.2494,1.1710,0.0000,0.0080,0.0050,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},1.8080,0.0289,1170,2025-10-17T21:54:11.284378
586,25,9,1.8116,4.2745,1.1778,0.0000,0.0080,0.0050,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},1.8116,0.0325,1172,2025-10-17T21:54:11.304796
587,25,10,1.8153,4.2564,1.1728,0.0000,0.0080,0.0050,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},1.8153,0.0362,1174,2025-10-17T21:54:11.327633
588,25,11,1.8189,4.2883,1.1815,0.0000,0.0080,0.0050,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},1.8189,0.0398,1176,2025-10-17T21:54:11.349556
589,25,12,1.8225,4.2794,1.1790,0.0000,0.0080,0.0050,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},1.8225,0.0435,1178,2025-10-17T21:54:11.372093
590,25,13,1.8262,4.2916,1.1823,0.0000,0.0080,0.0050,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},1.8262,0.0471,1180,2025-10-17T21:54:11.392888
591,25,14,1.8298,4.3318,1.1933,0.0000,0.0080,0.0050,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},1.8298,0.0508,1182,2025-10-17T21:54:11.414488
592,25,15,1.8335,4.3225,1.1907,0.0000,0.0080,0.0050,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},1.8335,0.0544,1184,2025-10-17T21:54:11.435236
593,25,16,1.8372,4.3350,1.1940,0.0000,0.0080,0.0050,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},1.8372,0.0581,1186,2025-10-17T21:54:11.455946
594,25,17,1.8409,4.3297,1.1925,0.0000,0.0080,0.0050,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},1.8409,0.0618,1188,2025-10-17T21:54:11.476998
595,25,18,1.8445,4.2806,1.1789,0.0000,0.0080,0.0050,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},1.8445,0.0655,1190,2025-10-17T21:54:11.498777
596,25,19,1.8482,4.3258,1.1913,0.0000,0.0080,0.0050,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},1.8482,0.0691,1192,2025-10-17T21:54:11.519328
597,25,20,1.8518,4.2376,1.1669,0.0000,0.0080,0.0050,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},1.8518,0.0728,1194,2025-10-17T21:54:11.539436
598,25,21,1.8555,4.2504,1.1704,0.0000,0.0080,0.0050,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},1.8555,0.0764,1196,2025-10-17T21:54:11.559674
599,25,22,1.8591,4.2087,1.1589,0.0000,0.0080,0.0050,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},1.8591,0.0800,1198,2025-10-17T21:54:11.581968
600,25,23,1.8626,4.1925,1.1544,0.0000,0.0080,0.0050,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},1.8626,0.0835,1200,2025-10-17T21:54:11.602617
601,26,0,1.8659,3.4526,0.9506,0.0000,0.0080,0.0050,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},1.8659,0.0000,1202,2025-10-17T21:54:11.624602
602,26,1,1.8688,3.4429,0.9479,0.0000,0.0080,0.0050,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},1.8688,0.0029,1204,2025-10-17T21:54:11.644539
603,26,2,1.8718,3.4878,0.9602,0.0000,0.0080,0.0050,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},1.8718,0.0059,1206,2025-10-17T21:54:11.664349
604,26,3,1.8747,3.4881,0.9602,0.0000,0.0080,0.0050,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},1.8747,0.0088,1208,2025-10-17T21:54:11.684682
605,26,4,1.8777,3.4777,0.9573,0.0000,0.0080,0.0050,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},1.8777,0.0118,1210,2025-10-17T21:54:11.705800
606,26,5,1.8806,3.4700,0.9552,0.0000,0.0080,0.0050,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},1.8806,0.0148,1212,2025-10-17T21:54:11.726304
607,26,6,1.8836,3.4943,0.9618,0.0000,0.0080,0.0050,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},1.8836,0.0177,1214,2025-10-17T21:54:11.747077
608,26,7,1.8865,3.4519,0.9501,0.0000,0.0080,0.0050,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},1.8865,0.0207,1216,2025-10-17T21:54:11.768845
609,26,8,1.8895,3.4823,0.9584,0.0000,0.0080,0.0050,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},1.8895,0.0236,1218,2025-10-17T21:54:11.789331
610,26,9,1.8925,3.5230,0.9696,0.0000,0.0080,0.0050,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},1.8925,0.0266,1220,2025-10-17T21:54:11.809728
611,26,10,1.8954,3.4741,0.9561,0.0000,0.0080,0.0050,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},1.8954,0.0296,1222,2025-10-17T21:54:11.829814
612,26,11,1.8984,3.4818,0.9581,0.0000,0.0080,0.0050,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},1.8984,0.0325,1224,2025-10-17T21:54:11.850116
613,26,12,1.9013,3.4393,0.9464,0.0000,0.0080,0.0050,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},1.9013,0.0355,1226,2025-10-17T21:54:11.870026
614,26,13,1.9043,3.4148,0.9396,0.0000,0.0080,0.0050,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},1.9043,0.0384,1228,2025-10-17T21:54:11.890019
615,26,14,1.9071,3.3899,0.9327,0.0000,0.0080,0.0050,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},1.9071,0.0413,1230,2025-10-17T21:54:11.910479
616,26,15,1.9100,3.4192,0.9408,0.0000,0.0080,0.0050,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},1.9100,0.0442,1232,2025-10-17T21:54:11.930955
617,26,16,1.9129,3.4159,0.9398,0.0000,0.0080,0.0050,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},1.9129,0.0471,1234,2025-10-17T21:54:11.951102
618,26,17,1.9159,3.4285,0.9432,0.0000,0.0080,0.0050,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},1.9159,0.0500,1236,2025-10-17T21:54:11.971057
619,26,18,1.9188,3.4143,0.9393,0.0000,0.0080,0.0050,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},1.9188,0.0529,1238,2025-10-17T21:54:11.990488
620,26,19,1.9217,3.3886,0.9322,0.0000,0.0080,0.0050,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},1.9217,0.0558,1240,2025-10-17T21:54:12.009980
621,26,20,1.9245,3.4107,0.9382,0.0000,0.0080,0.0050,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},1.9245,0.0587,1242,2025-10-17T21:54:12.029543
622,26,21,1.9274,3.4157,0.9395,0.0000,0.0080,0.0050,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},1.9274,0.0616,1244,2025-10-17T21:54:12.049553
623,26,22,1.9304,3.4182,0.9402,0.0000,0.0080,0.0050,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},1.9304,0.0645,1246,2025-10-17T21:54:12.070171
624,26,23,1.9333,3.4141,0.9390,0.0000,0.0080,0.0050,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},1.9333,0.0674,1248,2025-10-17T21:54:12.089660
625,27,0,1.9366,4.3560,1.1980,0.0000,0.0080,0.0050,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},1.9366,0.0000,1250,2025-10-17T21:54:12.110027
626,27,1,1.9403,4.3387,1.1932,0.0000,0.0080,0.0050,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},1.9403,0.0037,1252,2025-10-17T21:54:12.130068
627,27,2,1.9440,4.3760,1.2034,0.0000,0.0080,0.0050,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},1.9440,0.0074,1254,2025-10-17T21:54:12.150835
628,27,3,1.9477,4.3844,1.2056,0.0000,0.0080,0.0050,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},1.9477,0.0111,1256,2025-10-17T21:54:12.172740
629,27,4,1.9514,4.3996,1.2097,0.0000,0.0080,0.0050,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},1.9514,0.0149,1258,2025-10-17T21:54:12.193322
630,27,5,1.9551,4.3629,1.1996,0.0000,0.0080,0.0050,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},1.9551,0.0186,1260,2025-10-17T21:54:12.213985
631,27,6,1.9588,4.3498,1.1959,0.0000,0.0080,0.0050,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},1.9588,0.0223,1262,2025-10-17T21:54:12.236033
632,27,7,1.9625,4.3095,1.1848,0.0000,0.0080,0.0050,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},1.9625,0.0260,1264,2025-10-17T21:54:12.256062
633,27,8,1.9662,4.2896,1.1792,0.0000,0.0080,0.0050,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},1.9662,0.0296,1266,2025-10-17T21:54:12.276060
634,27,9,1.9698,4.3028,1.1828,0.0000,0.0080,0.0050,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},1.9698,0.0333,1268,2025-10-17T21:54:12.295825
