step,day,hour,total_nitrogen_uptake,nitrate_uptake,ammonium_uptake,amino_acid_uptake,total_nitrogen_allocation,leaf_nitrogen_allocation,stem_nitrogen_allocation,root_nitrogen_allocation,reproductive_nitrogen_allocation,total_nitrogen_remobilization,nitrogen_use_efficiency,photosynthetic_n_use_efficiency,growth_n_use_efficiency,nitrogen_stress_index,luxury_uptake_factor,nitrogen_pools,nitrogen_concentrations,uptake_rates,allocation_rates,remobilization_rates,cumulative_nitrogen_uptake,daily_nitrogen_uptake,step_count,last_update
1,1,0,0.0001,0.1330,0.0446,0.0000,0.0080,0.0050,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},0.0001,0.0000,2,2025-10-17T21:53:59.084568
2,1,1,0.0002,0.2369,0.0794,0.0000,0.0080,0.0050,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},0.0002,0.0002,4,2025-10-17T21:53:59.099846
3,1,2,0.0005,0.3396,0.1139,0.0000,0.0080,0.0050,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},0.0005,0.0004,6,2025-10-17T21:53:59.115522
4,1,3,0.0008,0.4347,0.1458,0.0000,0.0080,0.0050,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},0.0008,0.0008,8,2025-10-17T21:53:59.131148
5,1,4,0.0013,0.5358,0.1797,0.0000,0.0080,0.0050,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},0.0013,0.0012,10,2025-10-17T21:53:59.146679
6,1,5,0.0018,0.6033,0.2023,0.0000,0.0080,0.0050,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},0.0018,0.0017,12,2025-10-17T21:53:59.162566
7,1,6,0.0023,0.6870,0.2304,0.0000,0.0080,0.0050,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},0.0023,0.0023,14,2025-10-17T21:53:59.178703
8,1,7,0.0030,0.7777,0.2608,0.0000,0.0080,0.0050,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},0.0030,0.0029,16,2025-10-17T21:53:59.195015
9,1,8,0.0037,0.8576,0.2876,0.0000,0.0080,0.0050,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},0.0037,0.0037,18,2025-10-17T21:53:59.211259
10,1,9,0.0045,0.9354,0.3137,0.0000,0.0080,0.0050,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},0.0045,0.0045,20,2025-10-17T21:53:59.227426
11,1,10,0.0054,1.0132,0.3397,0.0000,0.0080,0.0050,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},0.0054,0.0053,22,2025-10-17T21:53:59.244002
12,1,11,0.0063,1.0607,0.3557,0.0000,0.0080,0.0050,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},0.0063,0.0062,24,2025-10-17T21:53:59.260717
13,1,12,0.0073,1.1146,0.3737,0.0000,0.0080,0.0050,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},0.0073,0.0072,26,2025-10-17T21:53:59.277552
14,1,13,0.0083,1.1701,0.3923,0.0000,0.0080,0.0050,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},0.0083,0.0082,28,2025-10-17T21:53:59.294489
15,1,14,0.0093,1.2011,0.4027,0.0000,0.0080,0.0050,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},0.0093,0.0093,30,2025-10-17T21:53:59.311784
16,1,15,0.0104,1.2586,0.4220,0.0000,0.0080,0.0050,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},0.0104,0.0104,32,2025-10-17T21:53:59.329228
17,1,16,0.0116,1.3318,0.4465,0.0000,0.0080,0.0050,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},0.0116,0.0115,34,2025-10-17T21:53:59.347718
18,1,17,0.0128,1.3961,0.4681,0.0000,0.0080,0.0050,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},0.0128,0.0128,36,2025-10-17T21:53:59.367092
19,1,18,0.0141,1.4478,0.4854,0.0000,0.0080,0.0050,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},0.0141,0.0140,38,2025-10-17T21:53:59.386339
20,1,19,0.0154,1.5089,0.5059,0.0000,0.0080,0.0050,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},0.0154,0.0153,40,2025-10-17T21:53:59.406228
21,1,20,0.0168,1.5484,0.5191,0.0000,0.0080,0.0050,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},0.0168,0.0167,42,2025-10-17T21:53:59.426531
22,1,21,0.0182,1.6062,0.5385,0.0000,0.0080,0.0050,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},0.0182,0.0181,44,2025-10-17T21:53:59.447085
23,1,22,0.0196,1.6733,0.5609,0.0000,0.0080,0.0050,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},0.0196,0.0196,46,2025-10-17T21:53:59.467287
24,1,23,0.0211,1.7580,0.5893,0.0000,0.0080,0.0050,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},0.0211,0.0211,48,2025-10-17T21:53:59.487299
25,2,0,0.0228,2.0447,0.6989,0.0000,0.0080,0.0050,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},0.0228,0.0000,50,2025-10-17T21:53:59.508233
26,2,1,0.0247,2.1101,0.7212,0.0000,0.0080,0.0050,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},0.0247,0.0019,52,2025-10-17T21:53:59.528187
27,2,2,0.0266,2.1263,0.7268,0.0000,0.0080,0.0050,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},0.0266,0.0038,54,2025-10-17T21:53:59.549140
28,2,3,0.0285,2.1211,0.7250,0.0000,0.0080,0.0050,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},0.0285,0.0057,56,2025-10-17T21:53:59.571858
29,2,4,0.0304,2.1506,0.7350,0.0000,0.0080,0.0050,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},0.0304,0.0076,58,2025-10-17T21:53:59.590635
30,2,5,0.0323,2.1270,0.7269,0.0000,0.0080,0.0050,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},0.0323,0.0095,60,2025-10-17T21:53:59.609602
31,2,6,0.0342,2.1627,0.7391,0.0000,0.0080,0.0050,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},0.0342,0.0114,62,2025-10-17T21:53:59.629014
32,2,7,0.0362,2.1907,0.7486,0.0000,0.0080,0.0050,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},0.0362,0.0133,64,2025-10-17T21:53:59.650108
33,2,8,0.0382,2.2362,0.7641,0.0000,0.0080,0.0050,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},0.0382,0.0153,66,2025-10-17T21:53:59.671125
34,2,9,0.0402,2.2481,0.7682,0.0000,0.0080,0.0050,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},0.0402,0.0173,68,2025-10-17T21:53:59.691217
35,2,10,0.0422,2.2607,0.7724,0.0000,0.0080,0.0050,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},0.0422,0.0193,70,2025-10-17T21:53:59.711159
36,2,11,0.0442,2.3146,0.7908,0.0000,0.0080,0.0050,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},0.0442,0.0214,72,2025-10-17T21:53:59.731623
37,2,12,0.0463,2.3483,0.8023,0.0000,0.0080,0.0050,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},0.0463,0.0235,74,2025-10-17T21:53:59.753565
38,2,13,0.0484,2.3634,0.8074,0.0000,0.0080,0.0050,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},0.0484,0.0256,76,2025-10-17T21:53:59.774928
39,2,14,0.0505,2.3843,0.8146,0.0000,0.0080,0.0050,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},0.0505,0.0277,78,2025-10-17T21:53:59.801112
40,2,15,0.0527,2.4030,0.8209,0.0000,0.0080,0.0050,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},0.0527,0.0298,80,2025-10-17T21:53:59.826061
41,2,16,0.0548,2.4326,0.8310,0.0000,0.0080,0.0050,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},0.0548,0.0320,82,2025-10-17T21:53:59.845530
42,2,17,0.0570,2.4724,0.8445,0.0000,0.0080,0.0050,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},0.0570,0.0342,84,2025-10-17T21:53:59.864962
43,2,18,0.0593,2.5026,0.8548,0.0000,0.0080,0.0050,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},0.0593,0.0364,86,2025-10-17T21:53:59.884423
44,2,19,0.0615,2.4681,0.8430,0.0000,0.0080,0.0050,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},0.0615,0.0387,88,2025-10-17T21:53:59.905077
45,2,20,0.0637,2.5043,0.8553,0.0000,0.0080,0.0050,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},0.0637,0.0409,90,2025-10-17T21:53:59.926424
46,2,21,0.0660,2.5218,0.8612,0.0000,0.0080,0.0050,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},0.0660,0.0431,92,2025-10-17T21:53:59.947109
47,2,22,0.0682,2.5336,0.8653,0.0000,0.0080,0.0050,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},0.0682,0.0454,94,2025-10-17T21:53:59.968110
48,2,23,0.0705,2.5397,0.8673,0.0000,0.0080,0.0050,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},0.0705,0.0477,96,2025-10-17T21:53:59.988731
49,3,0,0.0727,2.3548,0.7928,0.0000,0.0080,0.0050,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},0.0727,0.0000,98,2025-10-17T21:54:00.010764
50,3,1,0.0748,2.3800,0.8013,0.0000,0.0080,0.0050,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},0.0748,0.0021,100,2025-10-17T21:54:00.033701
51,3,2,0.0769,2.4557,0.8267,0.0000,0.0080,0.0050,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},0.0769,0.0043,102,2025-10-17T21:54:00.055618
52,3,3,0.0791,2.4777,0.8341,0.0000,0.0080,0.0050,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},0.0791,0.0065,104,2025-10-17T21:54:00.075744
53,3,4,0.0814,2.5194,0.8481,0.0000,0.0080,0.0050,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},0.0814,0.0087,106,2025-10-17T21:54:00.096609
54,3,5,0.0836,2.5499,0.8583,0.0000,0.0080,0.0050,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},0.0836,0.0109,108,2025-10-17T21:54:00.117769
55,3,6,0.0859,2.5843,0.8699,0.0000,0.0080,0.0050,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},0.0859,0.0132,110,2025-10-17T21:54:00.138602
56,3,7,0.0882,2.5962,0.8738,0.0000,0.0080,0.0050,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},0.0882,0.0155,112,2025-10-17T21:54:00.160207
57,3,8,0.0905,2.6188,0.8814,0.0000,0.0080,0.0050,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},0.0905,0.0179,114,2025-10-17T21:54:00.181202
58,3,9,0.0929,2.6033,0.8762,0.0000,0.0080,0.0050,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},0.0929,0.0202,116,2025-10-17T21:54:00.201240
59,3,10,0.0952,2.6285,0.8846,0.0000,0.0080,0.0050,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},0.0952,0.0225,118,2025-10-17T21:54:00.219424
60,3,11,0.0975,2.6290,0.8847,0.0000,0.0080,0.0050,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},0.0975,0.0249,120,2025-10-17T21:54:00.236879
61,3,12,0.0999,2.6287,0.8846,0.0000,0.0080,0.0050,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},0.0999,0.0272,122,2025-10-17T21:54:00.254785
62,3,13,0.1022,2.6377,0.8875,0.0000,0.0080,0.0050,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},0.1022,0.0296,124,2025-10-17T21:54:00.272698
63,3,14,0.1046,2.6707,0.8986,0.0000,0.0080,0.0050,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},0.1046,0.0319,126,2025-10-17T21:54:00.291045
64,3,15,0.1070,2.6866,0.9039,0.0000,0.0080,0.0050,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},0.1070,0.0343,128,2025-10-17T21:54:00.309768
65,3,16,0.1094,2.7627,0.9295,0.0000,0.0080,0.0050,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},0.1094,0.0367,130,2025-10-17T21:54:00.328717
66,3,17,0.1119,2.7561,0.9272,0.0000,0.0080,0.0050,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},0.1119,0.0392,132,2025-10-17T21:54:00.347808
67,3,18,0.1143,2.7715,0.9324,0.0000,0.0080,0.0050,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},0.1143,0.0417,134,2025-10-17T21:54:00.367021
68,3,19,0.1168,2.7804,0.9353,0.0000,0.0080,0.0050,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},0.1168,0.0441,136,2025-10-17T21:54:00.386492
69,3,20,0.1193,2.8169,0.9476,0.0000,0.0080,0.0050,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},0.1193,0.0466,138,2025-10-17T21:54:00.405039
70,3,21,0.1218,2.8277,0.9511,0.0000,0.0080,0.0050,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},0.1218,0.0491,140,2025-10-17T21:54:00.424238
71,3,22,0.1243,2.8352,0.9536,0.0000,0.0080,0.0050,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},0.1243,0.0517,142,2025-10-17T21:54:00.442634
72,3,23,0.1269,2.9090,0.9784,0.0000,0.0080,0.0050,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},0.1269,0.0542,144,2025-10-17T21:54:00.461350
73,4,0,0.1294,2.7511,0.9183,0.0000,0.0080,0.0050,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},0.1294,0.0000,146,2025-10-17T21:54:00.480988
74,4,1,0.1319,2.7654,0.9230,0.0000,0.0080,0.0050,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},0.1319,0.0025,148,2025-10-17T21:54:00.500511
75,4,2,0.1343,2.7935,0.9323,0.0000,0.0080,0.0050,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},0.1343,0.0049,150,2025-10-17T21:54:00.519438
76,4,3,0.1368,2.8374,0.9470,0.0000,0.0080,0.0050,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},0.1368,0.0074,152,2025-10-17T21:54:00.537767
77,4,4,0.1394,2.8473,0.9502,0.0000,0.0080,0.0050,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},0.1394,0.0100,154,2025-10-17T21:54:00.555976
78,4,5,0.1419,2.8950,0.9661,0.0000,0.0080,0.0050,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},0.1419,0.0125,156,2025-10-17T21:54:00.574079
79,4,6,0.1445,2.9566,0.9866,0.0000,0.0080,0.0050,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},0.1445,0.0151,158,2025-10-17T21:54:00.592612
80,4,7,0.1471,2.9419,0.9816,0.0000,0.0080,0.0050,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},0.1471,0.0177,160,2025-10-17T21:54:00.611525
81,4,8,0.1498,2.9916,0.9982,0.0000,0.0080,0.0050,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},0.1498,0.0204,162,2025-10-17T21:54:00.630564
82,4,9,0.1524,2.9833,0.9953,0.0000,0.0080,0.0050,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},0.1524,0.0230,164,2025-10-17T21:54:00.649920
83,4,10,0.1551,2.9932,0.9986,0.0000,0.0080,0.0050,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},0.1551,0.0257,166,2025-10-17T21:54:00.669844
84,4,11,0.1578,3.0259,1.0095,0.0000,0.0080,0.0050,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},0.1578,0.0284,168,2025-10-17T21:54:00.690895
85,4,12,0.1605,3.0872,1.0298,0.0000,0.0080,0.0050,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},0.1605,0.0311,170,2025-10-17T21:54:00.713024
86,4,13,0.1632,3.1131,1.0384,0.0000,0.0080,0.0050,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},0.1632,0.0338,172,2025-10-17T21:54:00.733527
87,4,14,0.1660,3.1205,1.0408,0.0000,0.0080,0.0050,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},0.1660,0.0366,174,2025-10-17T21:54:00.753757
88,4,15,0.1688,3.1554,1.0524,0.0000,0.0080,0.0050,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},0.1688,0.0394,176,2025-10-17T21:54:00.773749
89,4,16,0.1716,3.1591,1.0536,0.0000,0.0080,0.0050,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},0.1716,0.0422,178,2025-10-17T21:54:00.793102
90,4,17,0.1744,3.0954,1.0323,0.0000,0.0080,0.0050,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},0.1744,0.0450,180,2025-10-17T21:54:00.813179
91,4,18,0.1772,3.1180,1.0398,0.0000,0.0080,0.0050,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},0.1772,0.0477,182,2025-10-17T21:54:00.833352
92,4,19,0.1799,3.1305,1.0439,0.0000,0.0080,0.0050,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},0.1799,0.0505,184,2025-10-17T21:54:00.853852
93,4,20,0.1827,3.1463,1.0491,0.0000,0.0080,0.0050,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},0.1827,0.0533,186,2025-10-17T21:54:00.873758
94,4,21,0.1855,3.1704,1.0571,0.0000,0.0080,0.0050,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},0.1855,0.0561,188,2025-10-17T21:54:00.893809
95,4,22,0.1883,3.1717,1.0575,0.0000,0.0080,0.0050,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},0.1883,0.0589,190,2025-10-17T21:54:00.914286
96,4,23,0.1912,3.2116,1.0707,0.0000,0.0080,0.0050,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},0.1912,0.0618,192,2025-10-17T21:54:00.935013
97,5,0,0.1941,3.4482,0.9736,0.0000,0.0080,0.0050,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},0.1941,0.0000,194,2025-10-17T21:54:00.957675
98,5,1,0.1971,3.5132,0.9919,0.0000,0.0080,0.0050,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},0.1971,0.0030,196,2025-10-17T21:54:00.977733
99,5,2,0.2001,3.5279,0.9960,0.0000,0.0080,0.0050,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},0.2001,0.0060,198,2025-10-17T21:54:00.998258
100,5,3,0.2031,3.5474,1.0015,0.0000,0.0080,0.0050,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},0.2031,0.0090,200,2025-10-17T21:54:01.018874
101,5,4,0.2061,3.5704,1.0080,0.0000,0.0080,0.0050,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},0.2061,0.0121,202,2025-10-17T21:54:01.040213
102,5,5,0.2092,3.5443,1.0005,0.0000,0.0080,0.0050,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},0.2092,0.0151,204,2025-10-17T21:54:01.061387
103,5,6,0.2122,3.5707,1.0080,0.0000,0.0080,0.0050,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},0.2122,0.0181,206,2025-10-17T21:54:01.080786
104,5,7,0.2153,3.6182,1.0213,0.0000,0.0080,0.0050,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},0.2153,0.0212,208,2025-10-17T21:54:01.100566
105,5,8,0.2184,3.6243,1.0230,0.0000,0.0080,0.0050,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},0.2184,0.0243,210,2025-10-17T21:54:01.120444
106,5,9,0.2215,3.6315,1.0250,0.0000,0.0080,0.0050,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},0.2215,0.0274,212,2025-10-17T21:54:01.140861
107,5,10,0.2246,3.5901,1.0132,0.0000,0.0080,0.0050,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},0.2246,0.0305,214,2025-10-17T21:54:01.160975
108,5,11,0.2277,3.6161,1.0206,0.0000,0.0080,0.0050,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},0.2277,0.0336,216,2025-10-17T21:54:01.181342
109,5,12,0.2307,3.6212,1.0220,0.0000,0.0080,0.0050,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},0.2307,0.0367,218,2025-10-17T21:54:01.201859
110,5,13,0.2339,3.6878,1.0407,0.0000,0.0080,0.0050,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},0.2339,0.0398,220,2025-10-17T21:54:01.222401
111,5,14,0.2370,3.7169,1.0489,0.0000,0.0080,0.0050,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},0.2370,0.0430,222,2025-10-17T21:54:01.243264
112,5,15,0.2402,3.7291,1.0523,0.0000,0.0080,0.0050,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},0.2402,0.0461,224,2025-10-17T21:54:01.263865
113,5,16,0.2434,3.7624,1.0616,0.0000,0.0080,0.0050,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},0.2434,0.0493,226,2025-10-17T21:54:01.284353
114,5,17,0.2466,3.7613,1.0613,0.0000,0.0080,0.0050,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},0.2466,0.0526,228,2025-10-17T21:54:01.305041
115,5,18,0.2499,3.8011,1.0724,0.0000,0.0080,0.0050,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},0.2499,0.0558,230,2025-10-17T21:54:01.327538
