step,day,hour,timestamp,photosynthesis_simulator_net_assimilation_rate,photosynthesis_simulator_gross_photosynthesis_rate,photosynthesis_simulator_respiration_rate,photosynthesis_simulator_light_use_efficiency,photosynthesis_simulator_co2_uptake_rate,photosynthesis_simulator_cumulative_carbon_gained,photosynthesis_simulator_daily_carbon_gained,photosynthesis_simulator_leaf_temperature,photosynthesis_simulator_temperature_stress_factor,photosynthesis_simulator_light_stress_factor,photosynthesis_simulator_step_count,photosynthesis_simulator_last_update,respiration_simulator_total_respiration_rate,respiration_simulator_maintenance_respiration,respiration_simulator_growth_respiration,respiration_simulator_leaf_respiration,respiration_simulator_stem_respiration,respiration_simulator_root_respiration,respiration_simulator_cumulative_respiration,respiration_simulator_daily_respiration,respiration_simulator_temperature_factor,respiration_simulator_biomass_factor,respiration_simulator_step_count,respiration_simulator_last_update,biomass_allocation_simulator_total_biomass,biomass_allocation_simulator_leaf_biomass,biomass_allocation_simulator_stem_biomass,biomass_allocation_simulator_root_biomass,biomass_allocation_simulator_leaf_allocation_fraction,biomass_allocation_simulator_stem_allocation_fraction,biomass_allocation_simulator_root_allocation_fraction,biomass_allocation_simulator_allocation_efficiency,biomass_allocation_simulator_cumulative_biomass_gain,biomass_allocation_simulator_daily_biomass_gain,biomass_allocation_simulator_step_count,biomass_allocation_simulator_last_update
160,7,15,2025-09-29 05:27:29.512721,0.7819413279534162,0.8601354607487579,0.07819413279534163,0.0006886802486775081,0.7819413279534162,912189.3704260924,84449.66341896889,26.3,1.0,1.0,320,2025-09-29T05:27:29.402885,0.0031984848348767677,0.0015124848348767677,0.001686,0.0005041616116255893,0.00040332928930047145,0.0006049939339507071,3678.5538038143663,352.1086912630563,1.0083232232511783,1.0,320,2025-09-29T05:27:29.444674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,314,2025-09-29T05:27:29.498958
161,7,16,2025-09-29 05:27:29.649903,0.7819413279534162,0.8601354607487579,0.07819413279534163,0.0006886802486775081,0.7819413279534162,917819.347987357,90079.64098023348,26.3,1.0,1.0,322,2025-09-29T05:27:29.543804,0.003196104746342762,0.0015101047463427619,0.001686,0.0005033682487809206,0.0004026945990247365,0.0006040418985371047,3701.569814983274,375.12470243196367,1.0067364975618411,1.0,322,2025-09-29T05:27:29.585634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,316,2025-09-29T05:27:29.638385
162,7,17,2025-09-29 05:27:29.787938,0.7819413279534162,0.8601354607487579,0.07819413279534163,0.0006886802486775081,0.7819413279534162,923449.3255486215,95709.61854149807,26.3,1.0,1.0,324,2025-09-29T05:27:29.680339,0.003194179620450411,0.0015081796204504112,0.001686,0.0005027265401501371,0.0004021812321201097,0.0006032718481801645,3724.5711899947514,398.12607744344103,1.0054530803002741,1.0,324,2025-09-29T05:27:29.722097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,318,2025-09-29T05:27:29.774108
163,7,18,2025-09-29 05:27:29.925050,0.7819413279534162,0.8601354607487579,0.07819413279534163,0.0006886802486775081,0.7819413279534162,929079.303109886,101339.59610276266,26.3,1.0,1.0,326,2025-09-29T05:27:29.818376,0.0031926220676793886,0.0015066220676793886,0.001686,0.0005022073558931295,0.0004017658847145036,0.0006026488270717554,3747.5607241971948,421.1156116458842,1.0044147117862587,1.0,326,2025-09-29T05:27:29.860060,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,320,2025-09-29T05:27:29.911479
164,7,19,2025-09-29 05:27:30.063223,0.7819413279534162,0.8601354607487579,0.07819413279534163,0.0006886802486775081,0.7819413279534162,934709.2806711505,106969.57366402725,26.3,1.0,1.0,328,2025-09-29T05:27:29.955572,0.003191361629153901,0.001505361629153901,0.001686,0.000501787209717967,0.0004014297677743736,0.0006021446516615604,3770.5406768330863,444.09556428177575,1.0035744194359337,1.0,328,2025-09-29T05:27:29.997209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,322,2025-09-29T05:27:30.049902
165,7,20,2025-09-29 05:27:30.201205,0.7819413279534162,0.8601354607487579,0.07819413279534163,0.0006886802486775081,0.7819413279534162,940339.2582324151,112599.55122529184,26.3,1.0,1.0,330,2025-09-29T05:27:30.093860,0.003190341446976973,0.001504341446976973,0.001686,0.0005014471489923244,0.0004011577191938595,0.0006017365787907892,3793.5128746200403,467.0677620687297,1.0028942979846485,1.0,330,2025-09-29T05:27:30.135524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,324,2025-09-29T05:27:30.189650
166,7,21,2025-09-29 05:27:30.342092,0.7819413279534162,0.8601354607487579,0.07819413279534163,0.0006886802486775081,0.7819413279534162,945969.2357936796,118229.52878655643,26.3,1.0,1.0,332,2025-09-29T05:27:30.231952,0.0031895156062489724,0.0015035156062489722,0.001686,0.0005011718687496574,0.00040093749499972597,0.0006014062424995888,3816.4787950572972,490.0336825059869,1.0023437374993145,1.0,332,2025-09-29T05:27:30.273777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,326,2025-09-29T05:27:30.328232
167,7,22,2025-09-29 05:27:30.482277,0.7819413279534162,0.8601354607487579,0.07819413279534163,0.0006886802486775081,0.7819413279534162,951599.2133549441,123859.50634782102,26.3,1.0,1.0,334,2025-09-29T05:27:30.372872,0.0031888470076086714,0.0015028470076086714,0.001686,0.0005009490025362238,0.0004007592020289791,0.0006011388030434686,3839.4396335152564,512.9945209639459,1.0018980050724475,1.0,334,2025-09-29T05:27:30.414742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,328,2025-09-29T05:27:30.468286
168,7,23,2025-09-29 05:27:30.621430,0.7819413279534162,0.8601354607487579,0.07819413279534163,0.0006886802486775081,0.7819413279534162,957229.1909162087,129489.48390908561,26.3,1.0,1.0,336,2025-09-29T05:27:30.512370,0.0031883056606660473,0.0015023056606660473,0.001686,0.0005007685535553491,0.00040061484284427927,0.0006009222642664189,3862.396357323526,535.9512447722155,1.001537107110698,1.0,336,2025-09-29T05:27:30.554373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,330,2025-09-29T05:27:30.607519
169,8,0,2025-09-29 05:27:30.762253,0.7192668243461438,0.7911935067807582,0.07192668243461438,0.0006845661654209555,0.7192668243461438,962407.9120515009,0.0,24.4,1.0,1.0,338,2025-09-29T05:27:30.652621,0.0030061419568824604,0.0013201419568824604,0.001686,0.00044004731896082016,0.00035203785516865613,0.0005280567827529841,3884.0327485244247,0.0,0.8800946379216403,1.0,338,2025-09-29T05:27:30.694491,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,332,2025-09-29T05:27:30.748386
170,8,1,2025-09-29 05:27:30.902591,0.7192668243461438,0.7911935067807582,0.07192668243461438,0.0006845661654209555,0.7192668243461438,967586.6331867931,5178.721135292235,24.4,1.0,1.0,340,2025-09-29T05:27:30.792643,0.0030134864374614157,0.0013274864374614157,0.001686,0.0004424954791538053,0.00035399638332304424,0.0005309945749845663,3905.714949026484,21.68220050205917,0.8849909583076104,1.0,340,2025-09-29T05:27:30.834684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,334,2025-09-29T05:27:30.888745
171,8,2,2025-09-29 05:27:31.042853,0.7192668243461438,0.7911935067807582,0.07192668243461438,0.0006845661654209555,0.7192668243461438,972765.3543220853,10357.44227058447,24.4,1.0,1.0,342,2025-09-29T05:27:30.933442,0.0030242406227985724,0.0013382406227985721,0.001686,0.00044608020759952406,0.00035686416607961927,0.0005352962491194289,3927.468728289087,43.435979764661916,0.892160415199048,1.0,342,2025-09-29T05:27:30.975512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,336,2025-09-29T05:27:31.029922
172,8,3,2025-09-29 05:27:31.182214,0.7192668243461438,0.7911935067807582,0.07192668243461438,0.0006845661654209555,0.7192668243461438,977944.0754573775,15536.163405876705,24.4,1.0,1.0,344,2025-09-29T05:27:31.073666,0.003037839081627208,0.001351839081627208,0.001686,0.0004506130272090693,0.00036049042176725544,0.0005407356326508832,3949.315521640976,65.28277311655091,0.9012260544181385,1.0,344,2025-09-29T05:27:31.115008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,338,2025-09-29T05:27:31.168350
173,8,4,2025-09-29 05:27:31.323358,0.7192668243461438,0.7911935067807582,0.07192668243461438,0.0006845661654209555,0.7192668243461438,983122.7965926697,20714.88454116894,24.4,1.0,1.0,346,2025-09-29T05:27:31.212817,0.003053835879183249,0.0013678358791832492,0.001686,0.000455945293061083,0.00036475623444886645,0.0005471343516732996,3971.2733529111433,87.24060438671846,0.9118905861221659,1.0,346,2025-09-29T05:27:31.254829,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,340,2025-09-29T05:27:31.309352
174,8,5,2025-09-29 05:27:31.463369,0.7192668243461438,0.7911935067807582,0.07192668243461438,0.0006845661654209555,0.7192668243461438,988301.5177279619,25893.60567646117,24.4,1.0,1.0,348,2025-09-29T05:27:31.354227,0.003071877139171327,0.001385877139171327,0.001686,0.0004619590463904424,0.00036956723711235396,0.0005543508556685308,3993.357542853667,109.32479432924207,0.9239180927808848,1.0,348,2025-09-29T05:27:31.396069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,342,2025-09-29T05:27:31.449474
175,8,6,2025-09-29 05:27:31.602233,0.7192668243461438,0.7911935067807582,0.07192668243461438,0.0006845661654209555,0.7192668243461438,993480.2388632541,31072.326811753403,24.4,1.0,1.0,350,2025-09-29T05:27:31.494260,0.003091680708404947,0.001405680708404947,0.001686,0.0004685602361349823,0.0003748481889079859,0.0005622722833619788,4015.5812594938625,131.5485109694377,0.9371204722699646,1.0,350,2025-09-29T05:27:31.536043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,344,2025-09-29T05:27:31.589381
176,8,7,2025-09-29 05:27:31.739582,0.7192668243461438,0.7911935067807582,0.07192668243461438,0.0006845661654209555,0.7192668243461438,998658.9599985463,36251.047947045634,24.4,1.0,1.0,352,2025-09-29T05:27:31.633217,0.0031091332111702636,0.0014231332111702636,0.001686,0.0004743777370567546,0.0003795021896454037,0.0005692532844681055,4037.937160854723,153.9044123302983,0.948755474113509,1.0,352,2025-09-29T05:27:31.674983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,346,2025-09-29T05:27:31.727620
177,8,8,2025-09-29 05:27:31.879216,0.7192668243461438,0.7911935067807582,0.07192668243461438,0.0006845661654209555,0.7192668243461438,1003837.6811338385,41429.769082337865,24.4,1.0,1.0,354,2025-09-29T05:27:31.769912,0.003123428454870026,0.001437428454870026,0.001686,0.0004791428182900086,0.00038331425463200694,0.0005749713819480103,4060.401404454878,176.3686559304536,0.9582856365800171,1.0,354,2025-09-29T05:27:31.811801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,348,2025-09-29T05:27:31.866017
178,8,9,2025-09-29 05:27:32.018468,0.7192668243461438,0.7911935067807582,0.07192668243461438,0.0006845661654209555,0.7192668243461438,1009016.4022691307,46608.4902176301,24.4,1.0,1.0,356,2025-09-29T05:27:31.909585,0.003135112797392663,0.0014491127973926628,0.001686,0.0004830375991308876,0.0003864300793047101,0.0005796451189570651,4082.9542492649775,198.9215007405531,0.9660751982617751,1.0,356,2025-09-29T05:27:31.951726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,350,2025-09-29T05:27:32.006046
179,8,10,2025-09-29 05:27:32.158282,0.7192668243461438,0.7911935067807582,0.07192668243461438,0.0006845661654209555,0.7192668243461438,1014195.1234044229,51787.21135292233,24.4,1.0,1.0,358,2025-09-29T05:27:32.051345,0.003144646702590119,0.001458646702590119,0.001686,0.00048621556753003964,0.0003889724540240317,0.0005834586810360476,4105.579419648961,221.54667112453672,0.9724311350600792,1.0,358,2025-09-29T05:27:32.093607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,352,2025-09-29T05:27:32.145678
180,8,11,2025-09-29 05:27:32.297263,0.7192668243461438,0.7911935067807582,0.07192668243461438,0.0006845661654209555,0.7192668243461438,1019373.8445397151,56965.93248821456,24.4,1.0,1.0,360,2025-09-29T05:27:32.188845,0.003152415127112219,0.0014664151271122192,0.001686,0.0004888050423707398,0.0003910440338965918,0.0005865660508448877,4128.2635428382255,244.23079431380071,0.9776100847414795,1.0,360,2025-09-29T05:27:32.230674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,354,2025-09-29T05:27:32.284222
181,8,12,2025-09-29 05:27:32.437469,0.7192668243461438,0.7911935067807582,0.07192668243461438,0.0006845661654209555,0.7192668243461438,1024552.5656750073,62144.65362350679,24.4,1.0,1.0,362,2025-09-29T05:27:32.327719,0.003158737869153531,0.0014727378691535308,0.001686,0.000490912623051177,0.0003927300984409416,0.0005890951476614124,4150.995661349101,266.9629128246767,0.9818252461023538,1.0,362,2025-09-29T05:27:32.369496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,355,2025-09-29T05:27:32.423575
182,8,13,2025-09-29 05:27:32.576204,0.7192668243461438,0.7911935067807582,0.07192668243461438,0.0006845661654209555,0.7192668243461438,1029731.2868102995,67323.37475879902,24.4,1.0,1.0,364,2025-09-29T05:27:32.467473,0.003163879268994797,0.001477879268994797,0.001686,0.0004926264229982657,0.00039410113839861256,0.0005911517075979188,4173.766816605296,289.7340680808719,0.9852528459965314,1.0,364,2025-09-29T05:27:32.509302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,357,2025-09-29T05:27:32.563210
183,8,14,2025-09-29 05:27:32.717171,0.7192668243461438,0.7911935067807582,0.07192668243461438,0.0006845661654209555,0.7192668243461438,1034910.0079455917,72502.09589409125,24.4,1.0,1.0,366,2025-09-29T05:27:32.607312,0.0031680569573851484,0.0014820569573851484,0.001686,0.0004940189857950495,0.0003952151886360396,0.0005928227829540593,4196.5696973481445,312.5369488237202,0.9880379715900988,1.0,366,2025-09-29T05:27:32.649349,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,359,2025-09-29T05:27:32.703678
184,8,15,2025-09-29 05:27:32.853215,0.7192668243461438,0.7911935067807582,0.07192668243461438,0.0006845661654209555,0.7192668243461438,1040088.7290808839,77680.81702938348,24.4,1.0,1.0,368,2025-09-29T05:27:32.747478,0.003171449540419007,0.0014854495404190069,0.001686,0.0004951498468063356,0.00039611987744506854,0.0005941798161676027,4219.398345311208,335.3655967867837,0.9902996936126711,1.0,368,2025-09-29T05:27:32.788847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,361,2025-09-29T05:27:32.840666
185,8,16,2025-09-29 05:27:32.992995,0.7192668243461438,0.7911935067807582,0.07192668243461438,0.0006845661654209555,0.7192668243461438,1045267.4502161761,82859.53816467572,24.4,1.0,1.0,370,2025-09-29T05:27:32.884024,0.003174203224700806,0.0014882032247008061,0.001686,0.0004960677415669353,0.0003968541932535483,0.0005952812898803224,4242.24791048403,358.21516195960623,0.9921354831338705,1.0,370,2025-09-29T05:27:32.925226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,363,2025-09-29T05:27:32.979310
186,8,17,2025-09-29 05:27:33.133736,0.7192668243461438,0.7911935067807582,0.07192668243461438,0.0006845661654209555,0.7192668243461438,1050446.1713514684,88038.25929996795,24.4,1.0,1.0,372,2025-09-29T05:27:33.023750,0.0031764374505317172,0.0014904374505317172,0.001686,0.0004968124835105724,0.00039744998680845794,0.0005961749802126868,4265.1144486807525,381.08170015632874,0.9936249670211449,1.0,372,2025-09-29T05:27:33.065561,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,365,2025-09-29T05:27:33.119963
187,8,18,2025-09-29 05:27:33.272737,0.7192668243461438,0.7911935067807582,0.07192668243461438,0.0006845661654209555,0.7192668243461438,1055624.8924867606,93216.98043526018,24.4,1.0,1.0,374,2025-09-29T05:27:33.164166,0.0031782496320340347,0.0014922496320340347,0.001686,0.0004974165440113449,0.0003979332352090759,0.0005968998528136138,4287.994754796861,403.9620062724377,0.9948330880226897,1.0,374,2025-09-29T05:27:33.206066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,367,2025-09-29T05:27:33.259730
188,8,19,2025-09-29 05:27:33.412898,0.7192668243461438,0.7911935067807582,0.07192668243461438,0.0006845661654209555,0.7192668243461438,1060803.6136220528,98395.70157055241,24.4,1.0,1.0,376,2025-09-29T05:27:33.303212,0.0031797191141151367,0.0014937191141151367,0.001686,0.0004979063713717122,0.0003983250970973698,0.0005974876456460547,4310.886225915776,426.8534773913525,0.9958127427434244,1.0,376,2025-09-29T05:27:33.344763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,369,2025-09-29T05:27:33.398999
189,8,20,2025-09-29 05:27:33.551361,0.7192668243461438,0.7911935067807582,0.07192668243461438,0.0006845661654209555,0.7192668243461438,1065982.334757345,103574.42270584464,24.4,1.0,1.0,378,2025-09-29T05:27:33.443075,0.0031809104553034173,0.0014949104553034173,0.001686,0.0004983034851011391,0.00039864278808091134,0.0005979641821213669,4333.786749217496,449.7540006930731,0.9966069702022783,1.0,378,2025-09-29T05:27:33.485082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,371,2025-09-29T05:27:33.538261
190,8,21,2025-09-29 05:27:33.688606,0.7192668243461438,0.7911935067807582,0.07192668243461438,0.0006845661654209555,0.7192668243461438,1071161.0558926372,108753.14384113687,24.4,1.0,1.0,380,2025-09-29T05:27:33.581601,0.003181876138156174,0.001495876138156174,0.001686,0.0004986253793853913,0.0003989003035083131,0.0005983504552624695,4356.694610388981,472.66186186455747,0.9972507587707826,1.0,380,2025-09-29T05:27:33.623480,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,373,2025-09-29T05:27:33.675290
191,8,22,2025-09-29 05:27:33.828811,0.7192668243461438,0.7911935067807582,0.07192668243461438,0.0006845661654209555,0.7192668243461438,1076339.7770279294,113931.8649764291,24.4,1.0,1.0,382,2025-09-29T05:27:33.719302,0.003182658798533731,0.001496658798533731,0.001686,0.0004988862661779104,0.00039910901294232834,0.0005986635194134924,4379.6084189128005,495.5756703883772,0.9977725323558206,1.0,382,2025-09-29T05:27:33.761136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,375,2025-09-29T05:27:33.814907
192,8,23,2025-09-29 05:27:33.969823,0.7192668243461438,0.7911935067807582,0.07192668243461438,0.0006845661654209555,0.7192668243461438,1081518.4981632216,119110.58611172134,24.4,1.0,1.0,384,2025-09-29T05:27:33.859790,0.0031832930536116162,0.0014972930536116162,0.001686,0.0004990976845372055,0.0003992781476297644,0.0005989172214446465,4402.527047206394,518.4942986819707,0.9981953690744108,1.0,384,2025-09-29T05:27:33.901419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,377,2025-09-29T05:27:33.956088
193,9,0,2025-09-29 05:27:34.110411,0.8070923621468695,0.8878015983615566,0.08070923621468695,0.0006557727906941861,0.8070923621468695,1087329.5631706791,0.0,26.4,1.0,1.0,386,2025-09-29T05:27:34.000530,0.003401594834700318,0.001715594834700318,0.001686,0.0005718649449001059,0.00045749195592008476,0.0006862379338801271,4427.029154918911,0.0,1.1437298898002117,1.0,386,2025-09-29T05:27:34.042666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,379,2025-09-29T05:27:34.096517
194,9,1,2025-09-29 05:27:34.249008,0.8070923621468695,0.8878015983615566,0.08070923621468695,0.0006557727906941861,0.8070923621468695,1093140.6281781367,5811.0650074574605,26.4,1.0,1.0,388,2025-09-29T05:27:34.140736,0.0033916547312134266,0.0017056547312134266,0.001686,0.0005685515770711422,0.0004548412616569138,0.0006822618924853706,4451.4692033426845,24.440048423773113,1.1371031541422845,1.0,388,2025-09-29T05:27:34.182365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,381,2025-09-29T05:27:34.236727
195,9,2,2025-09-29 05:27:34.389371,0.8070923621468695,0.8878015983615566,0.08070923621468695,0.0006557727906941861,0.8070923621468695,1098951.6931855942,11622.130014914921,26.4,1.0,1.0,390,2025-09-29T05:27:34.279670,0.0033772695856459822,0.0016912695856459822,0.001686,0.0005637565285486608,0.00045100522283892866,0.000676507834258393,4475.81320687363,48.78405195471939,1.1275130570973215,1.0,390,2025-09-29T05:27:34.321361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,383,2025-09-29T05:27:34.375475
196,9,3,2025-09-29 05:27:34.526190,0.8070923621468695,0.8878015983615566,0.08070923621468695,0.0006557727906941861,0.8070923621468695,1104762.7581930517,17433.19502237238,26.4,1.0,1.0,392,2025-09-29T05:27:34.419894,0.003359398078020759,0.0016733980780207591,0.001686,0.0005577993593402531,0.0004462394874722025,0.0006693592312083037,4500.034419740408,73.00526482149711,1.1155987186805059,1.0,392,2025-09-29T05:27:34.461515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,385,2025-09-29T05:27:34.514138
197,9,4,2025-09-29 05:27:34.665541,0.8070923621468695,0.8878015983615566,0.08070923621468695,0.0006557727906941861,0.8070923621468695,1110573.8232005092,23244.26002982984,26.4,1.0,1.0,394,2025-09-29T05:27:34.558468,0.003338829702369049,0.0016528297023690487,0.001686,0.0005509432341230162,0.00044075458729841304,0.0006611318809476195,4524.1120740014,97.08291908248879,1.1018864682460323,1.0,394,2025-09-29T05:27:34.600293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,387,2025-09-29T05:27:34.653599
198,9,5,2025-09-29 05:27:34.802110,0.8070923621468695,0.8878015983615566,0.08070923621468695,0.0006557727906941861,0.8070923621468695,1116384.8882079667,29055.325037287297,26.4,1.0,1.0,396,2025-09-29T05:27:34.695984,0.0033162090836715364,0.0016302090836715361,0.001686,0.0005434030278905121,0.00043472242231240967,0.0006520836334686145,4548.030293053254,121.00113813434221,1.086806055781024,1.0,396,2025-09-29T05:27:34.737901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,389,2025-09-29T05:27:34.790676
199,9,6,2025-09-29 05:27:34.942258,0.8070923621468695,0.8878015983615566,0.08070923621468695,0.0006557727906941861,0.8070923621468695,1122195.9532154242,34866.39004474476,26.4,1.0,1.0,398,2025-09-29T05:27:34.833054,0.0032920588610795857,0.0016060588610795855,0.001686,0.0005353529536931952,0.00042828236295455616,0.0006424235444318342,4571.777173047579,144.74801812866662,1.0707059073863903,1.0,398,2025-09-29T05:27:34.875151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,391,2025-09-29T05:27:34.929279
200,9,7,2025-09-29 05:27:35.081837,0.8070923621468695,0.8878015983615566,0.08070923621468695,0.0006557727906941861,0.8070923621468695,1128007.0182228817,40677.455052202225,26.4,1.0,1.0,400,2025-09-29T05:27:34.972699,0.0032713462150210973,0.0015853462150210973,0.001686,0.0005284487383403658,0.00042275899067229265,0.0006341384860084389,4595.366065670501,168.33691075158885,1.0568974766807313,1.0,400,2025-09-29T05:27:35.014482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,393,2025-09-29T05:27:35.068710
201,9,8,2025-09-29 05:27:35.220876,0.8070923621468695,0.8878015983615566,0.08070923621468695,0.0006557727906941861,0.8070923621468695,1133818.0832303392,46488.52005965969,26.4,1.0,1.0,402,2025-09-29T05:27:35.112200,0.0032547649460738324,0.0015687649460738324,0.001686,0.0005229216486912774,0.00041833731895302194,0.0006275059784295329,4618.828570481808,191.7994155628969,1.0458432973825547,1.0,402,2025-09-29T05:27:35.153698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,395,2025-09-29T05:27:35.207021
202,9,9,2025-09-29 05:27:35.358399,0.8070923621468695,0.8878015983615566,0.08070923621468695,0.0006557727906941861,0.8070923621468695,1139629.1482377967,52299.58506711716,26.4,1.0,1.0,404,2025-09-29T05:27:35.251362,0.003241461331810786,0.001555461331810786,0.001686,0.0005184871106035954,0.00041478968848287633,0.0006221845327243144,4642.1897273942795,215.16057247536824,1.0369742212071906,1.0,404,2025-09-29T05:27:35.292934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,397,2025-09-29T05:27:35.346142
203,9,10,2025-09-29 05:27:35.499283,0.8070923621468695,0.8878015983615566,0.08070923621468695,0.0006557727906941861,0.8070923621468695,1145440.2132452542,58110.65007457462,26.4,1.0,1.0,406,2025-09-29T05:27:35.388969,0.003230768150597291,0.001544768150597291,0.001686,0.0005149227168657636,0.0004119381734926109,0.0006179072602389163,4665.469459666175,238.44030474726407,1.0298454337315273,1.0,406,2025-09-29T05:27:35.431030,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,399,2025-09-29T05:27:35.485436
204,9,11,2025-09-29 05:27:35.639442,0.8070923621468695,0.8878015983615566,0.08070923621468695,0.0006557727906941861,0.8070923621468695,1151251.2782527118,63921.71508203209,26.4,1.0,1.0,408,2025-09-29T05:27:35.530150,0.003222160584849045,0.0015361605848490448,0.001686,0.0005120535282830149,0.00040964282262641197,0.0006144642339396179,4688.683672459602,261.654517540692,1.0241070565660297,1.0,408,2025-09-29T05:27:35.571236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,401,2025-09-29T05:27:35.625475
205,9,12,2025-09-29 05:27:35.778096,0.8070923621468695,0.8878015983615566,0.08070923621468695,0.0006557727906941861,0.8070923621468695,1157062.3432601693,69732.78008948955,26.4,1.0,1.0,410,2025-09-29T05:27:35.669488,0.0032152236275736473,0.0015292236275736473,0.001686,0.0005097412091912158,0.0004077929673529726,0.0006116894510294589,4711.845097826994,284.8159429080841,1.0194824183824316,1.0,410,2025-09-29T05:27:35.710836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,403,2025-09-29T05:27:35.764213
206,9,13,2025-09-29 05:27:35.918000,0.8070923621468695,0.8878015983615566,0.08070923621468695,0.0006557727906941861,0.8070923621468695,1162873.4082676268,75543.845096947,26.4,1.0,1.0,412,2025-09-29T05:27:35.808201,0.0032096276620949896,0.0015236276620949896,0.001686,0.0005078758873649966,0.00040630070989199725,0.0006094510648379959,4734.963950381892,307.9347954629816,1.0157517747299931,1.0,412,2025-09-29T05:27:35.849951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,405,2025-09-29T05:27:35.904145
207,9,14,2025-09-29 05:27:36.056206,0.8070923621468695,0.8878015983615566,0.08070923621468695,0.0006557727906941861,0.8070923621468695,1168684.4732750843,81354.91010440445,26.4,1.0,1.0,414,2025-09-29T05:27:35.948499,0.0032051099446446514,0.0015191099446446514,0.001686,0.0005063699815482171,0.0004050959852385737,0.0006076439778578605,4758.048439860405,331.01928494149524,1.0127399630964338,1.0,414,2025-09-29T05:27:35.990303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,407,2025-09-29T05:27:36.042861
