step,day,hour,timestamp,photosynthesis_simulator_net_assimilation_rate,photosynthesis_simulator_gross_photosynthesis_rate,photosynthesis_simulator_respiration_rate,photosynthesis_simulator_light_use_efficiency,photosynthesis_simulator_co2_uptake_rate,photosynthesis_simulator_cumulative_carbon_gained,photosynthesis_simulator_daily_carbon_gained,photosynthesis_simulator_leaf_temperature,photosynthesis_simulator_temperature_stress_factor,photosynthesis_simulator_light_stress_factor,photosynthesis_simulator_step_count,photosynthesis_simulator_last_update,respiration_simulator_total_respiration_rate,respiration_simulator_maintenance_respiration,respiration_simulator_growth_respiration,respiration_simulator_leaf_respiration,respiration_simulator_stem_respiration,respiration_simulator_root_respiration,respiration_simulator_cumulative_respiration,respiration_simulator_daily_respiration,respiration_simulator_temperature_factor,respiration_simulator_biomass_factor,respiration_simulator_step_count,respiration_simulator_last_update,biomass_allocation_simulator_total_biomass,biomass_allocation_simulator_leaf_biomass,biomass_allocation_simulator_stem_biomass,biomass_allocation_simulator_root_biomass,biomass_allocation_simulator_leaf_allocation_fraction,biomass_allocation_simulator_stem_allocation_fraction,biomass_allocation_simulator_root_allocation_fraction,biomass_allocation_simulator_allocation_efficiency,biomass_allocation_simulator_cumulative_biomass_gain,biomass_allocation_simulator_daily_biomass_gain,biomass_allocation_simulator_step_count,biomass_allocation_simulator_last_update
208,9,15,2025-09-29 05:27:36.195875,0.8070923621468695,0.8878015983615566,0.08070923621468695,0.0006557727906941861,0.8070923621468695,1174495.5382825418,87165.9751118619,26.4,1.0,1.0,416,2025-09-29T05:27:36.086729,0.003201460414934793,0.0015154604149347928,0.001686,0.000505153471644931,0.00040412277731594477,0.0006061841659739171,4781.105174317317,354.0760193984075,1.010306943289862,1.0,416,2025-09-29T05:27:36.128463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,409,2025-09-29T05:27:36.182024
209,9,16,2025-09-29 05:27:36.334629,0.8070923621468695,0.8878015983615566,0.08070923621468695,0.0006557727906941861,0.8070923621468695,1180306.6032899993,92977.04011931935,26.4,1.0,1.0,418,2025-09-29T05:27:36.226332,0.0031985107239949,0.0015125107239949,0.001686,0.0005041702413316334,0.0004033361930653067,0.00060500428959796,4804.139478950483,377.1103240315739,1.0083404826632665,1.0,418,2025-09-29T05:27:36.267926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,411,2025-09-29T05:27:36.321481
210,9,17,2025-09-29 05:27:36.470556,0.8070923621468695,0.8878015983615566,0.08070923621468695,0.0006557727906941861,0.8070923621468695,1186117.6682974568,98788.1051267768,26.4,1.0,1.0,420,2025-09-29T05:27:36.365297,0.0031961256834951305,0.0015101256834951305,0.001686,0.0005033752278317102,0.0004027001822653682,0.0006040502733980522,4827.155649304312,400.12649438540274,1.0067504556634204,1.0,420,2025-09-29T05:27:36.406592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,413,2025-09-29T05:27:36.458442
211,9,18,2025-09-29 05:27:36.609095,0.8070923621468695,0.8878015983615566,0.08070923621468695,0.0006557727906941861,0.8070923621468695,1191928.7333049143,104599.17013423426,26.4,1.0,1.0,422,2025-09-29T05:27:36.501065,0.0031941965579015707,0.0015081965579015707,0.001686,0.0005027321859671903,0.00040218574877375226,0.0006032786231606283,4850.15715308141,423.1279981625015,1.0054643719343805,1.0,422,2025-09-29T05:27:36.542739,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,415,2025-09-29T05:27:36.596869
212,9,19,2025-09-29 05:27:36.747328,0.8070923621468695,0.8878015983615566,0.08070923621468695,0.0006557727906941861,0.8070923621468695,1197739.7983123718,110410.23514169171,26.4,1.0,1.0,424,2025-09-29T05:27:36.639561,0.0031926357728317414,0.0015066357728317414,0.001686,0.0005022119242772471,0.0004017695394217977,0.0006026543091326965,4873.146791469877,446.1176365509685,1.0044238485544938,1.0,424,2025-09-29T05:27:36.680854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,416,2025-09-29T05:27:36.735340
213,9,20,2025-09-29 05:27:36.884935,0.8070923621468695,0.8878015983615566,0.08070923621468695,0.0006557727906941861,0.8070923621468695,1203550.8633198293,116221.30014914916,26.4,1.0,1.0,426,2025-09-29T05:27:36.778203,0.0031913727210304906,0.0015053727210304906,0.001686,0.0005017909070101636,0.0004014327256081309,0.0006021490884121962,4896.126828421642,469.09767350273324,1.0035818140203272,1.0,426,2025-09-29T05:27:36.819547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,418,2025-09-29T05:27:36.873433
214,9,21,2025-09-29 05:27:37.025297,0.8070923621468695,0.8878015983615566,0.08070923621468695,0.0006557727906941861,0.8070923621468695,1209361.9283272868,122032.36515660661,26.4,1.0,1.0,428,2025-09-29T05:27:36.915567,0.0031903504253019935,0.0015043504253019935,0.001686,0.0005014501417673311,0.0004011601134138649,0.0006017401701207974,4919.099094455413,492.06993953650374,1.002900283534662,1.0,428,2025-09-29T05:27:36.957501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,420,2025-09-29T05:27:37.011512
215,9,22,2025-09-29 05:27:37.165244,0.8070923621468695,0.8878015983615566,0.08070923621468695,0.0006557727906941861,0.8070923621468695,1215172.9933347444,127843.43016406406,26.4,1.0,1.0,430,2025-09-29T05:27:37.056041,0.0031895228746957527,0.0015035228746957527,0.001686,0.0005011742915652508,0.0004009394332522007,0.000601409149878301,4942.0650701404375,515.0359152215277,1.0023485831305017,1.0,430,2025-09-29T05:27:37.098127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,422,2025-09-29T05:27:37.151233
216,9,23,2025-09-29 05:27:37.304551,0.8070923621468695,0.8878015983615566,0.08070923621468695,0.0006557727906941861,0.8070923621468695,1220984.0583422019,133654.49517152153,26.4,1.0,1.0,432,2025-09-29T05:27:37.196111,0.003188852892429773,0.0015028528924297731,0.001686,0.0005009509641432578,0.0004007607713146062,0.0006011411569719092,4965.025953328001,537.9967984090922,1.0019019282865156,1.0,432,2025-09-29T05:27:37.238009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,424,2025-09-29T05:27:37.290696
217,10,0,2025-09-29 05:27:37.443260,0.7277107037133393,0.8004817740846734,0.07277107037133394,0.0005486400709545001,0.7277107037133393,1226223.575408938,0.0,22.8,1.0,1.0,434,2025-09-29T05:27:37.334992,0.0028626131732316833,0.0011766131732316833,0.001686,0.0003922043910772278,0.00031376351286178223,0.00047064526929267334,4985.6231697767425,0.0,0.7844087821544555,1.0,434,2025-09-29T05:27:37.376712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,426,2025-09-29T05:27:37.431141
218,10,1,2025-09-29 05:27:37.580563,0.7277107037133393,0.8004817740846734,0.07277107037133394,0.0005486400709545001,0.7277107037133393,1231463.0924756743,5239.5170667360435,22.8,1.0,1.0,436,2025-09-29T05:27:37.473886,0.002875231780217731,0.001189231780217731,0.001686,0.0003964105934059103,0.00031712847472472824,0.0004756927120870923,5006.299266053746,20.676096277003197,0.7928211868118206,1.0,436,2025-09-29T05:27:37.516088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,428,2025-09-29T05:27:37.568725
219,10,2,2025-09-29 05:27:37.721649,0.7277107037133393,0.8004817740846734,0.07277107037133394,0.0005486400709545001,0.7277107037133393,1236702.6095424106,10479.034133472087,22.8,1.0,1.0,438,2025-09-29T05:27:37.611526,0.0028937041749982897,0.0012077041749982897,0.001686,0.0004025680583327632,0.0003220544466662106,0.00048308166999931585,5027.098261015443,41.47509123870155,0.8051361166655264,1.0,438,2025-09-29T05:27:37.653489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,430,2025-09-29T05:27:37.707913
220,10,3,2025-09-29 05:27:37.859902,0.7277107037133393,0.8004817740846734,0.07277107037133394,0.0005486400709545001,0.7277107037133393,1241942.1266091468,15718.55120020813,22.8,1.0,1.0,440,2025-09-29T05:27:37.752000,0.0029171876495510543,0.0012311876495510541,0.001686,0.0004103958831836847,0.0003283167065469478,0.0004924750598204217,5048.0576454061775,62.43447562943568,0.8207917663673693,1.0,440,2025-09-29T05:27:37.793809,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,432,2025-09-29T05:27:37.846019
221,10,4,2025-09-29 05:27:37.997205,0.7277107037133393,0.8004817740846734,0.07277107037133394,0.0005486400709545001,0.7277107037133393,1247181.643675883,20958.068266944174,22.8,1.0,1.0,442,2025-09-29T05:27:37.890993,0.002945042314524102,0.0012590423145241018,0.001686,0.00041968077150803397,0.0003357446172064272,0.0005036169258096408,5069.209965670736,83.58679589399368,0.8393615430160679,1.0,442,2025-09-29T05:27:37.932736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,434,2025-09-29T05:27:37.985363
222,10,5,2025-09-29 05:27:38.135573,0.7277107037133393,0.8004817740846734,0.07277107037133394,0.0005486400709545001,0.7277107037133393,1252421.1607426193,26197.585333680217,22.8,1.0,1.0,444,2025-09-29T05:27:38.027807,0.0029767788510682105,0.0012907788510682105,0.001686,0.00043025961702273683,0.0003442076936181895,0.0005163115404272842,5090.583993618559,104.96082384181699,0.8605192340454736,1.0,444,2025-09-29T05:27:38.070273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,436,2025-09-29T05:27:38.122132
223,10,6,2025-09-29 05:27:38.274424,0.7277107037133393,0.8004817740846734,0.07277107037133394,0.0005486400709545001,0.7277107037133393,1257660.6778093555,31437.10240041626,22.8,1.0,1.0,446,2025-09-29T05:27:38.166238,0.0030120217909831376,0.0013260217909831374,0.001686,0.0004420072636610458,0.00035360581092883667,0.000530408716393255,5112.205606597013,126.58243682027077,0.8840145273220916,1.0,446,2025-09-29T05:27:38.208088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,438,2025-09-29T05:27:38.261986
224,10,7,2025-09-29 05:27:38.413822,0.7277107037133393,0.8004817740846734,0.07277107037133394,0.0005486400709545001,0.7277107037133393,1262900.1948760918,36676.6194671523,22.8,1.0,1.0,448,2025-09-29T05:27:38.304908,0.0030434485397357477,0.0013574485397357477,0.001686,0.00045248284657858255,0.00036198627726286605,0.000542979415894299,5134.064514803239,148.44134502649783,0.904965693157165,1.0,448,2025-09-29T05:27:38.346308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,440,2025-09-29T05:27:38.399854
225,10,8,2025-09-29 05:27:38.553361,0.7277107037133393,0.8004817740846734,0.07277107037133394,0.0005486400709545001,0.7277107037133393,1268139.711942828,41916.13653388833,22.8,1.0,1.0,450,2025-09-29T05:27:38.444601,0.0030694493788419124,0.0013834493788419124,0.001686,0.0004611497929473041,0.00036891983435784334,0.0005533797515367649,5156.119990645606,170.49682086886517,0.9222995858946081,1.0,450,2025-09-29T05:27:38.486336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,442,2025-09-29T05:27:38.539411
226,10,9,2025-09-29 05:27:38.693986,0.7277107037133393,0.8004817740846734,0.07277107037133394,0.0005486400709545001,0.7277107037133393,1273379.2290095643,47155.65360062437,22.8,1.0,1.0,452,2025-09-29T05:27:38.584264,0.003090874695547368,0.001404874695547368,0.001686,0.000468291565182456,0.0003746332521459648,0.0005619498782189472,5178.337604870882,192.71443509414112,0.9365831303649118,1.0,452,2025-09-29T05:27:38.625932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,444,2025-09-29T05:27:38.680176
227,10,10,2025-09-29 05:27:38.833961,0.7277107037133393,0.8004817740846734,0.07277107037133394,0.0005486400709545001,0.7277107037133393,1278618.7460763005,52395.170667360406,22.8,1.0,1.0,454,2025-09-29T05:27:38.724686,0.0031084721989024125,0.0014224721989024125,0.001686,0.00047415739963413753,0.00037932591970731006,0.0005689888795609651,5200.688498015496,215.06532823875517,0.9483147992682749,1.0,454,2025-09-29T05:27:38.766425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,446,2025-09-29T05:27:38.820685
228,10,11,2025-09-29 05:27:38.974472,0.7277107037133393,0.8004817740846734,0.07277107037133394,0.0005486400709545001,0.7277107037133393,1283858.2631430367,57634.68773409644,22.8,1.0,1.0,456,2025-09-29T05:27:38.864768,0.003122887632821211,0.0014368876328212112,0.001686,0.00047896254427373707,0.0003831700354189897,0.0005747550531284845,5223.148641630704,237.52547185396296,0.957925088547474,1.0,456,2025-09-29T05:27:38.906462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,448,2025-09-29T05:27:38.960608
229,10,12,2025-09-29 05:27:39.114203,0.7277107037133393,0.8004817740846734,0.07277107037133394,0.0005486400709545001,0.7277107037133393,1289097.780209773,62874.20480083248,22.8,1.0,1.0,458,2025-09-29T05:27:39.004996,0.003134671154864761,0.001448671154864761,0.001686,0.0004828903849549204,0.00038631230796393635,0.0005794684619459045,5245.69813674894,260.07496697219847,0.9657807699098407,1.0,458,2025-09-29T05:27:39.046253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,450,2025-09-29T05:27:39.100297
230,10,13,2025-09-29 05:27:39.251075,0.7277107037133393,0.8004817740846734,0.07277107037133394,0.0005486400709545001,0.7277107037133393,1294337.2972765092,68113.72186756851,22.8,1.0,1.0,460,2025-09-29T05:27:39.144440,0.0031442866081597383,0.0014582866081597383,0.001686,0.0004860955360532461,0.00038887642884259687,0.0005833146432638953,5268.320574902142,282.6974051254006,0.9721910721064921,1.0,460,2025-09-29T05:27:39.186198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,452,2025-09-29T05:27:39.239407
231,10,14,2025-09-29 05:27:39.391469,0.7277107037133393,0.8004817740846734,0.07277107037133394,0.0005486400709545001,0.7277107037133393,1299576.8143432455,73353.23893430455,22.8,1.0,1.0,462,2025-09-29T05:27:39.281750,0.0031521218903425244,0.0014661218903425247,0.001686,0.0004887072967808416,0.0003909658374246733,0.0005864487561370098,5291.002472452429,305.3793026756878,0.9774145935616829,1.0,462,2025-09-29T05:27:39.323518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,454,2025-09-29T05:27:39.377492
