step,day,hour,timestamp,photosynthesis_simulator_net_assimilation_rate,photosynthesis_simulator_gross_photosynthesis_rate,photosynthesis_simulator_respiration_rate,photosynthesis_simulator_light_use_efficiency,photosynthesis_simulator_co2_uptake_rate,photosynthesis_simulator_cumulative_carbon_gained,photosynthesis_simulator_daily_carbon_gained,photosynthesis_simulator_leaf_temperature,photosynthesis_simulator_temperature_stress_factor,photosynthesis_simulator_light_stress_factor,photosynthesis_simulator_step_count,photosynthesis_simulator_last_update
237,10,20,2025-09-29 00:13:15.252772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,1.0,1.0,0,2025-09-29T00:13:08.027782
238,10,21,2025-09-29 00:13:15.283247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,1.0,1.0,0,2025-09-29T00:13:08.027782
239,10,22,2025-09-29 00:13:15.313637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,1.0,1.0,0,2025-09-29T00:13:08.027782
240,10,23,2025-09-29 00:13:15.344292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,1.0,1.0,0,2025-09-29T00:13:08.027782
241,11,0,2025-09-29 00:13:15.374988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,1.0,1.0,0,2025-09-29T00:13:08.027782
242,11,1,2025-09-29 00:13:15.405570,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,1.0,1.0,0,2025-09-29T00:13:08.027782
243,11,2,2025-09-29 00:13:15.436316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,1.0,1.0,0,2025-09-29T00:13:08.027782
244,11,3,2025-09-29 00:13:15.466878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,1.0,1.0,0,2025-09-29T00:13:08.027782
245,11,4,2025-09-29 00:13:15.497125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,1.0,1.0,0,2025-09-29T00:13:08.027782
246,11,5,2025-09-29 00:13:15.527687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,1.0,1.0,0,2025-09-29T00:13:08.027782
247,11,6,2025-09-29 00:13:15.557849,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,1.0,1.0,0,2025-09-29T00:13:08.027782
248,11,7,2025-09-29 00:13:15.588098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,1.0,1.0,0,2025-09-29T00:13:08.027782
249,11,8,2025-09-29 00:13:15.618740,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,1.0,1.0,0,2025-09-29T00:13:08.027782
250,11,9,2025-09-29 00:13:15.649240,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,1.0,1.0,0,2025-09-29T00:13:08.027782
251,11,10,2025-09-29 00:13:15.679810,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,1.0,1.0,0,2025-09-29T00:13:08.027782
252,11,11,2025-09-29 00:13:15.710302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,1.0,1.0,0,2025-09-29T00:13:08.027782
253,11,12,2025-09-29 00:13:15.740595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,1.0,1.0,0,2025-09-29T00:13:08.027782
254,11,13,2025-09-29 00:13:15.771281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,1.0,1.0,0,2025-09-29T00:13:08.027782
255,11,14,2025-09-29 00:13:15.801762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,1.0,1.0,0,2025-09-29T00:13:08.027782
256,11,15,2025-09-29 00:13:15.832251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,1.0,1.0,0,2025-09-29T00:13:08.027782
257,11,16,2025-09-29 00:13:15.862670,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,1.0,1.0,0,2025-09-29T00:13:08.027782
258,11,17,2025-09-29 00:13:15.893339,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,1.0,1.0,0,2025-09-29T00:13:08.027782
259,11,18,2025-09-29 00:13:15.923871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,1.0,1.0,0,2025-09-29T00:13:08.027782
260,11,19,2025-09-29 00:13:15.954356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,1.0,1.0,0,2025-09-29T00:13:08.027782
261,11,20,2025-09-29 00:13:15.984735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,1.0,1.0,0,2025-09-29T00:13:08.027782
262,11,21,2025-09-29 00:13:16.015257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,1.0,1.0,0,2025-09-29T00:13:08.027782
263,11,22,2025-09-29 00:13:16.045481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,1.0,1.0,0,2025-09-29T00:13:08.027782
264,11,23,2025-09-29 00:13:16.076006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,1.0,1.0,0,2025-09-29T00:13:08.027782
265,12,0,2025-09-29 00:13:16.106741,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,1.0,1.0,0,2025-09-29T00:13:08.027782
266,12,1,2025-09-29 00:13:16.137105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,1.0,1.0,0,2025-09-29T00:13:08.027782
267,12,2,2025-09-29 00:13:16.167834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,1.0,1.0,0,2025-09-29T00:13:08.027782
268,12,3,2025-09-29 00:13:16.198271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,1.0,1.0,0,2025-09-29T00:13:08.027782
269,12,4,2025-09-29 00:13:16.228703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,1.0,1.0,0,2025-09-29T00:13:08.027782
270,12,5,2025-09-29 00:13:16.259168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,1.0,1.0,0,2025-09-29T00:13:08.027782
271,12,6,2025-09-29 00:13:16.289567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,1.0,1.0,0,2025-09-29T00:13:08.027782
272,12,7,2025-09-29 00:13:16.320425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,1.0,1.0,0,2025-09-29T00:13:08.027782
273,12,8,2025-09-29 00:13:16.350834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,1.0,1.0,0,2025-09-29T00:13:08.027782
274,12,9,2025-09-29 00:13:16.381301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,1.0,1.0,0,2025-09-29T00:13:08.027782
275,12,10,2025-09-29 00:13:16.411726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,1.0,1.0,0,2025-09-29T00:13:08.027782
276,12,11,2025-09-29 00:13:16.442182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,1.0,1.0,0,2025-09-29T00:13:08.027782
277,12,12,2025-09-29 00:13:16.472367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,1.0,1.0,0,2025-09-29T00:13:08.027782
278,12,13,2025-09-29 00:13:16.502949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,1.0,1.0,0,2025-09-29T00:13:08.027782
279,12,14,2025-09-29 00:13:16.533660,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,1.0,1.0,0,2025-09-29T00:13:08.027782
280,12,15,2025-09-29 00:13:16.563969,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,1.0,1.0,0,2025-09-29T00:13:08.027782
281,12,16,2025-09-29 00:13:16.594315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,1.0,1.0,0,2025-09-29T00:13:08.027782
282,12,17,2025-09-29 00:13:16.624692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,1.0,1.0,0,2025-09-29T00:13:08.027782
283,12,18,2025-09-29 00:13:16.654929,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,1.0,1.0,0,2025-09-29T00:13:08.027782
284,12,19,2025-09-29 00:13:16.685386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,1.0,1.0,0,2025-09-29T00:13:08.027782
285,12,20,2025-09-29 00:13:16.715881,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,1.0,1.0,0,2025-09-29T00:13:08.027782
286,12,21,2025-09-29 00:13:16.747124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,1.0,1.0,0,2025-09-29T00:13:08.027782
287,12,22,2025-09-29 00:13:16.776868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,1.0,1.0,0,2025-09-29T00:13:08.027782
288,12,23,2025-09-29 00:13:16.807362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,1.0,1.0,0,2025-09-29T00:13:08.027782
289,13,0,2025-09-29 00:13:16.838253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,1.0,1.0,0,2025-09-29T00:13:08.027782
290,13,1,2025-09-29 00:13:16.868816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,1.0,1.0,0,2025-09-29T00:13:08.027782
291,13,2,2025-09-29 00:13:16.899039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,1.0,1.0,0,2025-09-29T00:13:08.027782
292,13,3,2025-09-29 00:13:16.929513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,1.0,1.0,0,2025-09-29T00:13:08.027782
293,13,4,2025-09-29 00:13:16.959947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,1.0,1.0,0,2025-09-29T00:13:08.027782
294,13,5,2025-09-29 00:13:16.990458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,1.0,1.0,0,2025-09-29T00:13:08.027782
295,13,6,2025-09-29 00:13:17.020968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,1.0,1.0,0,2025-09-29T00:13:08.027782
296,13,7,2025-09-29 00:13:17.051299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,1.0,1.0,0,2025-09-29T00:13:08.027782
297,13,8,2025-09-29 00:13:17.081898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,1.0,1.0,0,2025-09-29T00:13:08.027782
298,13,9,2025-09-29 00:13:17.112439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,1.0,1.0,0,2025-09-29T00:13:08.027782
299,13,10,2025-09-29 00:13:17.142770,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,1.0,1.0,0,2025-09-29T00:13:08.027782
300,13,11,2025-09-29 00:13:17.173446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,1.0,1.0,0,2025-09-29T00:13:08.027782
301,13,12,2025-09-29 00:13:17.203999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,1.0,1.0,0,2025-09-29T00:13:08.027782
302,13,13,2025-09-29 00:13:17.234522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,1.0,1.0,0,2025-09-29T00:13:08.027782
303,13,14,2025-09-29 00:13:17.265037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,1.0,1.0,0,2025-09-29T00:13:08.027782
304,13,15,2025-09-29 00:13:17.295602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,1.0,1.0,0,2025-09-29T00:13:08.027782
305,13,16,2025-09-29 00:13:17.326150,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,1.0,1.0,0,2025-09-29T00:13:08.027782
306,13,17,2025-09-29 00:13:17.356322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,1.0,1.0,0,2025-09-29T00:13:08.027782
307,13,18,2025-09-29 00:13:17.386614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,1.0,1.0,0,2025-09-29T00:13:08.027782
308,13,19,2025-09-29 00:13:17.417143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,1.0,1.0,0,2025-09-29T00:13:08.027782
309,13,20,2025-09-29 00:13:17.447704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,1.0,1.0,0,2025-09-29T00:13:08.027782
310,13,21,2025-09-29 00:13:17.478657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,1.0,1.0,0,2025-09-29T00:13:08.027782
311,13,22,2025-09-29 00:13:17.509020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,1.0,1.0,0,2025-09-29T00:13:08.027782
312,13,23,2025-09-29 00:13:17.539365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,1.0,1.0,0,2025-09-29T00:13:08.027782
313,14,0,2025-09-29 00:13:17.570223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,1.0,1.0,0,2025-09-29T00:13:08.027782
314,14,1,2025-09-29 00:13:17.600757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,1.0,1.0,0,2025-09-29T00:13:08.027782
315,14,2,2025-09-29 00:13:17.631304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,1.0,1.0,0,2025-09-29T00:13:08.027782
316,14,3,2025-09-29 00:13:17.661682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,1.0,1.0,0,2025-09-29T00:13:08.027782
317,14,4,2025-09-29 00:13:17.691960,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,1.0,1.0,0,2025-09-29T00:13:08.027782
318,14,5,2025-09-29 00:13:17.721759,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,1.0,1.0,0,2025-09-29T00:13:08.027782
319,14,6,2025-09-29 00:13:17.752200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,1.0,1.0,0,2025-09-29T00:13:08.027782
320,14,7,2025-09-29 00:13:17.782294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,1.0,1.0,0,2025-09-29T00:13:08.027782
321,14,8,2025-09-29 00:13:17.812683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,1.0,1.0,0,2025-09-29T00:13:08.027782
322,14,9,2025-09-29 00:13:17.843061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,1.0,1.0,0,2025-09-29T00:13:08.027782
323,14,10,2025-09-29 00:13:17.873230,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,1.0,1.0,0,2025-09-29T00:13:08.027782
324,14,11,2025-09-29 00:13:17.903703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,1.0,1.0,0,2025-09-29T00:13:08.027782
325,14,12,2025-09-29 00:13:17.934265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,1.0,1.0,0,2025-09-29T00:13:08.027782
326,14,13,2025-09-29 00:13:17.964687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,1.0,1.0,0,2025-09-29T00:13:08.027782
327,14,14,2025-09-29 00:13:17.995004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,1.0,1.0,0,2025-09-29T00:13:08.027782
328,14,15,2025-09-29 00:13:18.025458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,1.0,1.0,0,2025-09-29T00:13:08.027782
329,14,16,2025-09-29 00:13:18.056100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,1.0,1.0,0,2025-09-29T00:13:08.027782
330,14,17,2025-09-29 00:13:18.086727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,1.0,1.0,0,2025-09-29T00:13:08.027782
331,14,18,2025-09-29 00:13:18.117295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,1.0,1.0,0,2025-09-29T00:13:08.027782
332,14,19,2025-09-29 00:13:18.147847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,1.0,1.0,0,2025-09-29T00:13:08.027782
333,14,20,2025-09-29 00:13:18.178531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,1.0,1.0,0,2025-09-29T00:13:08.027782
334,14,21,2025-09-29 00:13:18.209243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,1.0,1.0,0,2025-09-29T00:13:08.027782
335,14,22,2025-09-29 00:13:18.239969,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,1.0,1.0,0,2025-09-29T00:13:08.027782
336,14,23,2025-09-29 00:13:18.270564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,1.0,1.0,0,2025-09-29T00:13:08.027782
337,15,0,2025-09-29 00:13:18.301407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,1.0,1.0,0,2025-09-29T00:13:08.027782
338,15,1,2025-09-29 00:13:18.331895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,1.0,1.0,0,2025-09-29T00:13:08.027782
339,15,2,2025-09-29 00:13:18.362478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,1.0,1.0,0,2025-09-29T00:13:08.027782
340,15,3,2025-09-29 00:13:18.392996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,1.0,1.0,0,2025-09-29T00:13:08.027782
341,15,4,2025-09-29 00:13:18.423506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,1.0,1.0,0,2025-09-29T00:13:08.027782
342,15,5,2025-09-29 00:13:18.454097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,1.0,1.0,0,2025-09-29T00:13:08.027782
343,15,6,2025-09-29 00:13:18.484638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,1.0,1.0,0,2025-09-29T00:13:08.027782
344,15,7,2025-09-29 00:13:18.515024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,1.0,1.0,0,2025-09-29T00:13:08.027782
345,15,8,2025-09-29 00:13:18.545385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,1.0,1.0,0,2025-09-29T00:13:08.027782
346,15,9,2025-09-29 00:13:18.576006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,1.0,1.0,0,2025-09-29T00:13:08.027782
347,15,10,2025-09-29 00:13:18.606392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,1.0,1.0,0,2025-09-29T00:13:08.027782
348,15,11,2025-09-29 00:13:18.637063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,1.0,1.0,0,2025-09-29T00:13:08.027782
349,15,12,2025-09-29 00:13:18.667526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,1.0,1.0,0,2025-09-29T00:13:08.027782
350,15,13,2025-09-29 00:13:18.698028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,1.0,1.0,0,2025-09-29T00:13:08.027782
351,15,14,2025-09-29 00:13:18.728671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,1.0,1.0,0,2025-09-29T00:13:08.027782
352,15,15,2025-09-29 00:13:18.758392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,1.0,1.0,0,2025-09-29T00:13:08.027782
353,15,16,2025-09-29 00:13:18.789234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,1.0,1.0,0,2025-09-29T00:13:08.027782
354,15,17,2025-09-29 00:13:18.819745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,1.0,1.0,0,2025-09-29T00:13:08.027782
355,15,18,2025-09-29 00:13:18.850329,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,1.0,1.0,0,2025-09-29T00:13:08.027782
356,15,19,2025-09-29 00:13:18.880486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,1.0,1.0,0,2025-09-29T00:13:08.027782
357,15,20,2025-09-29 00:13:18.910883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,1.0,1.0,0,2025-09-29T00:13:08.027782
358,15,21,2025-09-29 00:13:18.941294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,1.0,1.0,0,2025-09-29T00:13:08.027782
359,15,22,2025-09-29 00:13:18.972023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,1.0,1.0,0,2025-09-29T00:13:08.027782
360,15,23,2025-09-29 00:13:19.002573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,1.0,1.0,0,2025-09-29T00:13:08.027782
361,16,0,2025-09-29 00:13:19.033260,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,1.0,1.0,0,2025-09-29T00:13:08.027782
362,16,1,2025-09-29 00:13:19.063722,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,1.0,1.0,0,2025-09-29T00:13:08.027782
363,16,2,2025-09-29 00:13:19.094376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,1.0,1.0,0,2025-09-29T00:13:08.027782
364,16,3,2025-09-29 00:13:19.124468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,1.0,1.0,0,2025-09-29T00:13:08.027782
365,16,4,2025-09-29 00:13:19.154953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,1.0,1.0,0,2025-09-29T00:13:08.027782
366,16,5,2025-09-29 00:13:19.185482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,1.0,1.0,0,2025-09-29T00:13:08.027782
367,16,6,2025-09-29 00:13:19.215491,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,1.0,1.0,0,2025-09-29T00:13:08.027782
368,16,7,2025-09-29 00:13:19.245584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,1.0,1.0,0,2025-09-29T00:13:08.027782
369,16,8,2025-09-29 00:13:19.275896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,1.0,1.0,0,2025-09-29T00:13:08.027782
370,16,9,2025-09-29 00:13:19.306490,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,1.0,1.0,0,2025-09-29T00:13:08.027782
371,16,10,2025-09-29 00:13:19.336546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,1.0,1.0,0,2025-09-29T00:13:08.027782
372,16,11,2025-09-29 00:13:19.367133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,1.0,1.0,0,2025-09-29T00:13:08.027782
373,16,12,2025-09-29 00:13:19.397848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,1.0,1.0,0,2025-09-29T00:13:08.027782
374,16,13,2025-09-29 00:13:19.428599,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,1.0,1.0,0,2025-09-29T00:13:08.027782
375,16,14,2025-09-29 00:13:19.459163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,1.0,1.0,0,2025-09-29T00:13:08.027782
376,16,15,2025-09-29 00:13:19.489479,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,1.0,1.0,0,2025-09-29T00:13:08.027782
377,16,16,2025-09-29 00:13:19.519785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,1.0,1.0,0,2025-09-29T00:13:08.027782
378,16,17,2025-09-29 00:13:19.550517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,1.0,1.0,0,2025-09-29T00:13:08.027782
379,16,18,2025-09-29 00:13:19.581004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,1.0,1.0,0,2025-09-29T00:13:08.027782
380,16,19,2025-09-29 00:13:19.611619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,1.0,1.0,0,2025-09-29T00:13:08.027782
381,16,20,2025-09-29 00:13:19.642445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,1.0,1.0,0,2025-09-29T00:13:08.027782
382,16,21,2025-09-29 00:13:19.672841,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,1.0,1.0,0,2025-09-29T00:13:08.027782
383,16,22,2025-09-29 00:13:19.703471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,1.0,1.0,0,2025-09-29T00:13:08.027782
384,16,23,2025-09-29 00:13:19.734111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,1.0,1.0,0,2025-09-29T00:13:08.027782
385,17,0,2025-09-29 00:13:19.765128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,1.0,1.0,0,2025-09-29T00:13:08.027782
386,17,1,2025-09-29 00:13:19.795553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,1.0,1.0,0,2025-09-29T00:13:08.027782
387,17,2,2025-09-29 00:13:19.825717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,1.0,1.0,0,2025-09-29T00:13:08.027782
388,17,3,2025-09-29 00:13:19.856060,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,1.0,1.0,0,2025-09-29T00:13:08.027782
389,17,4,2025-09-29 00:13:19.886702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,1.0,1.0,0,2025-09-29T00:13:08.027782
390,17,5,2025-09-29 00:13:19.916911,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,1.0,1.0,0,2025-09-29T00:13:08.027782
391,17,6,2025-09-29 00:13:19.947197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,1.0,1.0,0,2025-09-29T00:13:08.027782
392,17,7,2025-09-29 00:13:19.977421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,1.0,1.0,0,2025-09-29T00:13:08.027782
393,17,8,2025-09-29 00:13:20.007901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,1.0,1.0,0,2025-09-29T00:13:08.027782
394,17,9,2025-09-29 00:13:20.038008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,1.0,1.0,0,2025-09-29T00:13:08.027782
395,17,10,2025-09-29 00:13:20.068451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,1.0,1.0,0,2025-09-29T00:13:08.027782
396,17,11,2025-09-29 00:13:20.098789,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,1.0,1.0,0,2025-09-29T00:13:08.027782
397,17,12,2025-09-29 00:13:20.128730,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,1.0,1.0,0,2025-09-29T00:13:08.027782
398,17,13,2025-09-29 00:13:20.159293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,1.0,1.0,0,2025-09-29T00:13:08.027782
399,17,14,2025-09-29 00:13:20.189522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,1.0,1.0,0,2025-09-29T00:13:08.027782
400,17,15,2025-09-29 00:13:20.220089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,1.0,1.0,0,2025-09-29T00:13:08.027782
401,17,16,2025-09-29 00:13:20.250572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,1.0,1.0,0,2025-09-29T00:13:08.027782
402,17,17,2025-09-29 00:13:20.281543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,1.0,1.0,0,2025-09-29T00:13:08.027782
403,17,18,2025-09-29 00:13:20.311871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,1.0,1.0,0,2025-09-29T00:13:08.027782
404,17,19,2025-09-29 00:13:20.342516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,1.0,1.0,0,2025-09-29T00:13:08.027782
405,17,20,2025-09-29 00:13:20.373043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,1.0,1.0,0,2025-09-29T00:13:08.027782
406,17,21,2025-09-29 00:13:20.403791,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,1.0,1.0,0,2025-09-29T00:13:08.027782
407,17,22,2025-09-29 00:13:20.434492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,1.0,1.0,0,2025-09-29T00:13:08.027782
